key	text	english
Nahum	ناحوم	Nahum
Jeremiah	إرميا	Jeremiah
Habakuk	حبقوق	Habakuk
Daniel	دانيال	Daniel
Ezekiel	حزقيال	Ezekiel
Obadiah	عوبديا	Obadiah
Malachi	ملاخي	Malachi
Ruth	روث	Ruth
Ezra	عزرا	Ezra
Nehemiah	نحميا	Nehemiah
Esther	استير	Esther
Job	وظيفة	Job
moses2	من 1593 إلى 1473 ق.م. - 120 سنة	1593 to 1473 B.C.E. – 120 years
moses3	موسى	Moses
wilderness	إسرائيل في البرية 1513 إلى 1473 ق.م. - 40 سنة	Israel in the wilderness 1513 to 1473 B.C.E. – 40 years
timespan_judges	من ١٤٧٣ إلى ١١١٧ ق.م. – 356 سنة	1473 to 1117 B.C.E. – 356 years
timespan_judges2	زمن القضاة	Time of the judges
temple1	نيسان 1513 ق.م. إلى زيف سنة 1034 ق.م.	Nisan 1513 B.C.E. to Ziv 1034 B.C.E.
temple2	479 سنة حتى بناء الهيكل – 1 ملوك 6: 1	479 years until the temple construction – 1 Kings 6:1
69weeks	عمَّد يسوع في خريف سنة ٢٩ بم	Jesus baptized autumn 29 C.E.
69weeks2	69 أسبوعًا للمسيح – دانيال 9: 25	69 weeks to the Messiah – Daniel 9:25
jesus_service	ثلاث سنوات ونصف من خدمة يسوع، تم تنفيذها في ١٤ نيسان القمري سنة ٣٣ بم	3.5 years of Jesus service, executed Nisan 14th, 33 C.E.
jesus_life	ولد يسوع سنة ٢ ق‌م.	Jesus born 2 B.C.E.
exile	من 607 إلى 537 ق.م. - 70 سنة (إرميا 25: 11)	607 to 537 B.C.E. – 70 years (Jeremiah 25:11)
exile2	منفى	exile
7times	رؤيا 12: 9	Revelation 12:9
7times2	٧ مرات — ٢٥٢٠ سنة حتى الملكوت المسيَّاني ١٩١٤ م (دانيال ٤: ٢٣)	7 times – 2520 years to the Messianic Kingdom 1914 C.E. (Daniel 4:23)
ww1	الحرب العالمية الأولى – 1914–1918م	World War I – 1914–1918 C.E.
ww2	الحرب العالمية الثانية – 1939-1945م	World War II – 1939–1945 C.E.
30_year_war	حرب الثلاثين عاما في أوروبا 1618-1648	Thirty Years' War in Europe 1618-1648
joshua	110 سنة	110 years
joshua2	يشوع	Joshua
caleb	أكثر من 85 سنة	more than 85 years
caleb2	كالب	Caleb
missionary1	رحلة بولس التبشيرية الأولى، ج. ٤٧-٤٨ بم مع برنابا ويوحنا مرقس	First Missionary Journey of Paul, c. 47-48 C.E. with Barnabas and John Mark
circumcision	قضية الختان في أنطاكية، مؤتمر في القدس ج. 49 م.	Circumcision issue at Antioch, conference in Jerusalem c. 49 C.E.
missionary2	الرحلة التبشيرية الثانية ج. ٤٩-٥٢ بم في عهد سيلاس (سيلفانوس)	Second Missionary Journey c. 49-52 C.E with Silas (Silvanus)
missionary3	الرحلة التبشيرية الثالثة ج. ٥٢-٥٦ م	Third Missionary Journey c. 52-56 C.E.
caesarea	بولس في الحجز في قيصرية ج. ٥٦-٥٨ م	Paul in custody in Caesarea c. 56-58 C.E.
rome1	سجن بولس الأول في روما ج. 59-61 م.	Paul’s first imprisonment in Rome c. 59-61 C.E.
rome2	سجن بولس الثاني في روما ج. 65 م، كتابة رسالة تيموثاوس الثانية، إعدام بولس	Paul’s second imprisonment in Rome c. 65 CE, 2 Timothy written, Paul executed
Julius	يوليوس	Julius
Augustus	أغسطس	Augustus
Tiberius	طبريا	Tiberius
Caligula	كاليجولا	Caligula
Claudius	كلوديوس	Claudius
Nero	نيرو	Nero
Galba-Otho-Vitellius	غالبا وأوتو وفيتليوس (عام الأباطرة الأربعة)	Galba, Otho and Vitellius (Year of the Four Emperors)
Vespasian	فيسباسيان	Vespasian
event_exodus	الخروج من مصر في ١٤ نيسان سنة ١٥١٣ ق‌م	Exodus from Egypt on Nisan 14th, 1513 B.C.E.
event_division_kingdom	تقسيم إسرائيل 997 قبل الميلاد	Division of Israel 997 BCE
event_destruction_samaria	تدمير السامرة سنة ٧٤٠ ق‌م بواسطة آشور	Destruction of Samaria 740 B.C.E. by Assyria
event_destruction_samaria2	740 قبل الميلاد بواسطة آشور	740 B.C.E. by Assyria
event_destruction_jerusalem1	خراب اورشليم سنة ٦٠٧ ق‌م على يد بابل، بعد 390 سنة من تقسيم المملكة (حزقيال 4: 5)	Destruction of Jerusalem 607 B.C.E. by Babylon, 390 years after the division of the kingdom (Ezekiel 4:5)
event_temple_rebuilt	أعيد بناء معبد في القدس عام 515 ق.م.	Temple in Jerusalem rebuilt 515 B.C.E.
event_jerusalem_rebuilt	أعيد بناء سور القدس عام 455 ق.م.	Jerusalem wall rebuilt 455 B.C.E.
event_destruction_jerusalem2	تدمير اورشليم سنة ٧٠ بم على يد روما في عهد تيطس	Destruction of Jerusalem 70 C.E. by Rome under Titus
event_1914	نهاية زمن الأمم، يبدأ ملكوت الله بالحكم في السماء سنة ١٩١٤ بم	End of the time of the nations, Gods kingdom starts to rule in heaven 1914 C.E. 
became_king	أصبح ملكا في سن	became king at age
vulgate	النسخه اللاتينية للانجيل أكملها جيروم (الترجمة اللاتينية للكتاب المقدس) ج. 405 م.	Vulgate completed by Jerome (Latin translation of the bible) c. 405 C.E.
gutenberg	الكتاب المقدس لجوتنبرج طبع عام 1455	Gutenberg bible printed 1455
erasmus	النص اليوناني للاسفار اليونانية المسيحية التي نشرها ديزيديريوس ايراسموس من روتردام عام ١٥١٦	Greek text of Christian Greek Scriptures published by Desiderius Erasmus of Rotterdam 1516
luther	ترجمة لوثر للكتاب المقدس في سبتمبر 1522	Luther Bible translation in September 1522
tyndale	ترجمة الكتاب المقدس الإنجليزية بواسطة تيندال 1536	English Bible translation by Tyndale 1536
king_james	الملك جيمس الكتاب المقدس 1611	King James Bible 1611
69weeks3	يبدأ يسوع خدمته عام 29 م (لوقا 3: 1، 21)	Jesus starts his service 29 CE (Luke 3:1, 21)
ransom	"منتصف الأسبوع ""ذبيحة التوقف"" دانيال 9: 27"	middle of week “sacrifice to cease” Daniel 9:27
cornelius	عمد كرنيليوس في نهاية ٧٠ اسبوعا (دانيال ٩:٢٤) سنة ٣٦ بم.	Cornelius baptized at the end of 70 weeks (Daniel 9:24) in 36 C.E.
columbus	نهاية فترة ما قبل كولومبوس في الأمريكتين 1492	end of the pre-columbian period in the Americas 1492
declaration_independence	إعلان استقلال 13 مستعمرة في أمريكا 1776	declaration of independence of 13 colonies in America 1776
tischendorf	اكتشف تيشندورف المخطوطة السينائية من القرن الرابع في عام 1844	Tischendorf discovers the Codex Sinaiticus from the 4th century in 1844
dead_sea_scrolls	مخطوطات البحر الميت مكتوبة	Dead Sea Scrolls written
septuagint	الترجمة السبعينية السبعينية مترجمة	Septuagint LXX translated
watchtower	صدر العدد الاول من «برج مراقبة صهيون ومبشر بحضور المسيح» سنة ١٨٧٩	The first issue of “Zion’s Watch Tower and Herald of Christ’s Presence” is published in 1879
photodrama	"عُرضت ""دراما الخلق المصوَّرة"" لأول مرة في نيويورك في 11 يناير 1914"	The “Photo-Drama of Creation” is first shown in New York on January 11, 1914
jehovahs_witnesses	اعتمد تلاميذ الكتاب المقدس اسما جديدا — شهود يهوه. في كولومبوس، أوهايو، 1931	The Bible Students adopted a new name – Jehovah’s Witnesses. In Columbus, Ohio, 1931
gilead_school	بدأت مدرسة جلعاد برج المراقبة للكتاب المقدس يوم الاثنين الموافق ١ فبراير ١٩٤٣	Watchtower Bible School of Gilead began on Monday, February 1, 1943
new_world_translation1	صدرت «ترجمة العالم الجديد للكتاب المقدس» في مانشستر، انكلترا، في ١٨ حزيران (يونيو) ١٩٦٠	“New World Translation of the Holy Scriptures” released in Manchester, England on June 18, 1960
truth_book	صدر كتاب «الحق الذي يؤدي الى الحياة الابدية» سنة ١٩٦٨	The book “The Truth That Leads to Eternal Life” released 1968
metropolitan	بداية الشهادة الحضرية في عام 2011	Start of metropolitan witnessing in 2011
jw_org	بداية JW.ORG بالتعليمات في خدمة الملكوت في ديسمبر ٢٠١٢	Start of JW.ORG with instructions in kingdom ministry December 2012
new_world_translation2	النسخة المنقحة من «ترجمة العالم الجديد للكتاب المقدس» الصادرة في الاجتماع السنوي ٢٠١٣	Revised “New World Translation of the Holy Scriptures” released at annual meeting 2013
jw_broadcasting	بداية البث jw.broadcast في تشرين الاول (اكتوبر) ٢٠١٤	Start of jw.broadcasting in October 2014
meeting_workbook	"شكل جديد لاجتماع منتصف الأسبوع مع ""مصنف الاجتماع"" بدءًا من يناير 2016"	New format of midweek meeting with “meeting workbook” starting January 2016
covid19	يؤدي جائحة Covid-19 العالمي إلى عمليات الإغلاق والحجر الصحي واجتماعات التكبير/التصغير	Global Covid-19 pandemic leads to lockdowns, quarantine and zoom-meetings
cold_war	"الوضع الجيوسياسي المسمى ""الحرب الباردة"" 1945-1991"	Geopolitical situation labeled “Cold War” 1945-1991
timeline_created	تم إنشاء هذا الجدول الزمني في عام 2023، العام الأكثر سخونة في تاريخ البشرية وآخر 125000 سنة	This timeline was created in 2023, the hottest year in human history and the last 125,000 years
codex_sinaiticus	المخطوطة السينائية مكتوبة	Codex Sinaiticus written
codex_vaticanus	المخطوطة الفاتيكانية مكتوبة	Codex Vaticanus written
leningrad_codex	مخطوطة لينينغراد المكتوبة في القاهرة عام 1008 م	Leningrad Codex written in Cairo AD 1008
john	يكتب يوحنا «الرؤيا» عندما كان منفيًا في بطمس (٩٦-٩٨ ب‌م).	John writes “revelation” while exiled on Patmos 96-98 C.E.
nicaea1	مجمع نيقية الأول	First Council of Nicaea
buddha	بوذا – سيدهارتا غوتاما حوالي 563 – 483 ق.م	The Buddha – Siddhartha Gautama c.563-c.483 B.C.E
buddha2	بوذا بدلا من ذلك ج. 480-400 قبل الميلاد	Buddha alternatively c. 480-400 B.C.E.
mohammed	محمد ج. 570-632 م.	Mohammed c. 570-632 C.E.
confucius	كونفوشيوس ج.551 - ج.479 ق.م.	Confucius c.551-c.479 B.C.E.
hijrah	الهجرة - رحلة مكة إلى المدينة المنورة 16 يوليو 622	Hijrah - Journey Mecca to Medina 16 July 622
moses_escape	1553 قبل الميلاد كان على موسى أن يهرب من مصر ـ خروج 2: 15، أعمال الرسل 7: 23	1553 B.C.E. Moses has to escape Egypt – Exodus 2:15, Acts 7:23
10plagues	في عام 1513 قبل الميلاد، تلقت مصر 10 ضربات	1513 B.C.E Egypt receives 10 plagues
joseph_sold	بيع يوسف عبداً وهو ابن 17 سنة – تك 37: 2	Joseph sold as slave at the age of 17 – Gen 37:2
infliction	٤٠٠ سنة عقاب (أعمال ٧: ٦) – إسماعيل ١٩١٣ ق.م.	400 year infliction (Acts 7:6) – Ishmael 1913 B.C.E
Alexander	الإسكندر الأكبر (دانيال 11: 3)	Alexander the Great (Daniel 11:3)
persia	كورش الكبير، قمبيز الثاني، داريوس الأول 490 قبل الميلاد، زركسيس الأول 480 قبل الميلاد (زوج أستير، دانيال 11: 2)	Cyrus the Great, Cambyses II, Darius I 490 BCE, Xerxes I 480 BCE (husband of Esther, Daniel 11:2)
persia2	بلاد فارس	Persia
king_north	سلوقس الأول نيكاتور (آية ٥) سوريا إلى أنطيوخس الثالث (آية ١٠) وسلوقس الرابع (آية ١٨، ١٩) نزولاً إلى أوكتافيان (آية ٢٠) وتيبيريوس (آية ٢١-٢٤).	Seleucus I Nicator (v5) Syria to Antiochus III (v10) and Seleucus IV (v18, 19) down to Octavian (v20) and Tiberius (v21-24)
king_north1	ملك الشمال	King of the North
king_south	بطليموس الأول والثاني والثالث والرابع (آية ١١، ١٢)، والخامس (آية ١٥، ١٦) إلى معركة أكتيوم ٣١ قم.	Ptolemy I, II, III, IV (v11, 12), V (v15, 16) to the battle Actium 31 B.C.E.
king_south1	ملك الجنوب	King of the South
king_south2	الإمبراطورية البريطانية 1870، القوة العالمية الأنجلو-أمريكية منذ 1914	British empire 1870, Anglo-American World Power since 1914
king_south3	ملك الجنوب	King of the South
king_north2	ألمانيا مع الإمبراطور ويليام الأول ١٨٧١ (آية ٢٨)، ١٩١٤ (آية ٢٩)، ١٩٣٥ (آية ٣٠ب)، ١٩٣٩ (آية ٣١ أ)	Germany with Emperor William I 1871 (v28), 1914 (v29), 1935 (v30b), 1939 (v31a)
king_north3	شمال	North
king_north4	الاتحاد السوفييتي 1945-1991 (دانيال 11: 32-39، 40ب، 41)	Soviet Union 1945-1991 (Daniel 11:32-39, 40b, 41)
king_north5	روسيا منذ عام 2017 (20 مايو)	Russia since 2017 (w20 May)
time_of_end	حضور المسيح، اختتام نظام الأشياء (مت 24: 3)، الأيام الأخيرة (2 تي 3: 1)	Presence of Christ, Conclusion of the system of things (Matt 24:3), the last days (2Ti 3:1)
time_of_end2	الأيام الأخيرة	last days
suryavaman2	الملك سوريافارمان الثاني يبني أنغكور وات 1113-1150	King Suryavarman II builds Angkor Wat 1113-1150
notre-dame	بنيت نوتردام باريس 1163-1260	Notre-Dame de Paris built 1163-1260
ming-dynasty	أسرة مينغ في الصين الإمبراطورية 1368-1644	Ming dynasty in imperial China 1368-1644
jehoiada	يهوياداع	Jehoiada
babel	تم بناء برج بابل	tower of Babel built
Haggai	حجي	Haggai
Zephaniah	صفنيا	Zephaniah
Zerubbabel	زربابل (لوقا 3: 27)	Zerubbabel (Luke 3:27)
