key,text,english,notes,tag,checked,checked_by,date,link,google,chatgpt,gemini,claude,deepl
wilderness,Israel in the wilderness 1513 to 1473 B.C.E. – 40 years,Israel in the wilderness 1513 to 1473 B.C.E. – 40 years, ,text,False, , , , ,வனாந்தரத்தில் இஸ்ரவேல் கி.மு. 1513 முதல் 1473 வரை – 40 ஆண்டுகள், , ,பாலைவனத்தில் இஸ்ரவேல் கி.மு. 1513 முதல் 1473 வரை – 40 ஆண்டுகள்
timespan_judges,1473 to 1117 B.C.E. – 356 years,1473 to 1117 B.C.E. – 356 years, ,text,False, , , , ,கி.மு. 1473 முதல் 1117 வரை – 356 ஆண்டுகள், , ,கி.மு. 1473 முதல் கி.மு. 1117 வரை – 356 ஆண்டுகள்
timespan_judges2,Time of the judges,Time of the judges, ,text,False, , , , ,நியாயாதிபதிகளின் காலம், , ,நடுவர்களின் காலம்
temple2,479 years until the temple construction – 1 Kings 6:1,479 years until the temple construction – 1 Kings 6:1,1034 BCE,text,False, , , , ,ஆலயம் கட்டும் வரை 479 ஆண்டுகள் – 1 இராஜாக்கள் 6:1, , ,கோயில் கட்டுவதற்கு 479 ஆண்டுகள் – 1 ராஜாக்கள் 6:1
69weeks2,69 weeks to the Messiah – Daniel 9:25,69 weeks to the Messiah – Daniel 9:25, ,text,False, , , , ,மெசியாவுக்கு 69 வாரங்கள் – தானியேல் 9:25, , ,மேசியாவுக்கு 69 வாரங்கள் – தானியேல் 9:25
jesus_service,"3.5 years of Jesus service, executed Nisan 14th, 33 C.E.","3.5 years of Jesus service, executed Nisan 14th, 33 C.E.", ,text,False, , , , ,"இயேசுவின் 3.5 ஆண்டுகால சேவை, கி.பி. 33 நிசான் 14 அன்று மரணதண்டனை", , ,"இயேசுவின் ஊழியம் 3½ ஆண்டுகள், கிறிஸ்துவுக்குப் பின் 33, நிசான் 14 அன்று சிலுவையில் அறையப்பட்டார்."
jesus_life,Jesus born 2 B.C.E.,Jesus born 2 B.C.E., ,text,False, , , , ,இயேசு பிறந்தது கி.மு. 2, , ,இயேசு கி.மு. 2-ல் பிறந்தார்
exile,607 to 537 B.C.E. – 70 years (Jeremiah 25:11),607 to 537 B.C.E. – 70 years (Jeremiah 25:11), ,text,False, , , , ,கி.மு. 607 முதல் 537 வரை – 70 ஆண்டுகள் (எரேமியா 25:11), , ,கி.மு. 607 முதல் 537 வரை – 70 ஆண்டுகள் (எரேமியா 25:11)
exile2,Exile,Exile, ,text,False, , , , ,சிறைப்பிடிப்பு, , ,நாடு கடத்தப்பட்டவர்
7times2,7 times – 2520 years to the Messianic Kingdom 1914 C.E. (Daniel 4:23),7 times – 2520 years to the Messianic Kingdom 1914 C.E. (Daniel 4:23), ,text,False, , , , ,மெசியானிய ராஜ்யத்திற்கு 7 காலங்கள் – 2520 ஆண்டுகள் கி.பி. 1914 (தானியேல் 4:23), , ,7 முறை – 2520 ஆண்டுகள் மெசியா இராச்சியத்திற்கு கி.பி. 1914 (தானியேல் 4:23)
ww1,World War I – 1914–1918,World War I – 1914–1918, ,text,False, , , , ,முதலாம் உலகப் போர் – 1914–1918, , ,முதலாம் உலகப் போர் – 1914–1918
ww2,World War II – 1939–1945,World War II – 1939–1945, ,text,False, , , , ,இரண்டாம் உலகப் போர் – 1939–1945, , ,இரண்டாம் உலகப் போர் – 1939–1945
30_year_war,Thirty Years' War in Europe 1618-1648,Thirty Years' War in Europe 1618-1648, ,text,False, , , , ,ஐரோப்பாவின் முப்பது ஆண்டுப் போர் 1618-1648, , ,ஐரோப்பாவில் முப்பதாண்டுப் போர் 1618-1648
joshua,110 years,110 years, ,text,False, , , , ,110 ஆண்டுகள், , ,110 ஆண்டுகள்
caleb,more than 85 years,more than 85 years, ,text,False, , , , ,85 ஆண்டுகளுக்கு மேல், , ,85 ஆண்டுகளுக்கும் மேலாக
missionary1,"First Missionary Journey of Paul, c. 47-48 C.E. with Barnabas and John Mark","First Missionary Journey of Paul, c. 47-48 C.E. with Barnabas and John Mark", ,text,False, , , , ,"பவுலின் முதல் போதகப் பயணம், சுமார் கி.பி. 47-48, பர்னபாவும் யோவான் மாற்கும் சேர்ந்து", , ,"பவுலின் முதல் மதபோதகப் பயணம், கி.பி. சுமார் 47-48, பர்னபா மற்றும் யோவான் மார்க் உடன்"
circumcision,"Circumcision issue at Antioch, conference in Jerusalem c. 49 C.E.","Circumcision issue at Antioch, conference in Jerusalem c. 49 C.E.", ,text,False, , , , ,"அந்தியோக்கியாவில் விருத்தசேதன விவகாரம், சுமார் கி.பி. 49 இல் எருசலேமில் மாநாடு", , ,"அந்தியோக்கியாவில் சுன்னிதம் பிரச்சினை, கிறிஸ்துவுக்குப் பிறகு சுமார் 49-ல் ஜெருசலேமில் மாநாடு."
missionary2,Second Missionary Journey c. 49-52 C.E with Silas (Silvanus),Second Missionary Journey c. 49-52 C.E with Silas (Silvanus), ,text,False, , , , ,"பவுலின் இரண்டாம் போதகப் பயணம் சுமார் கி.பி. 49-52, சீலாவும் (சில்வானுஸ்) சேர்ந்து", , ,"இரண்டாவது மதபோதகப் பயணம் சுமார் கி.பி. 49-52, சீலாஸுடன் (சில்வானுஸ்)"
missionary3,Third Missionary Journey c. 52-56 C.E.,Third Missionary Journey c. 52-56 C.E., ,text,False, , , , ,பவுலின் மூன்றாம் போதகப் பயணம் சுமார் கி.பி. 52-56, , ,மூன்றாம் மதபோதகப் பயணம் சுமார் கி.பி. 52-56
caesarea,Paul in custody in Caesarea c. 56-58 C.E.,Paul in custody in Caesarea c. 56-58 C.E., ,text,False, , , , ,பவுல் கி.பி. 56-58 சுமார் சீசரியாவில் காவலில், , ,பொதுமறை 56-58-ஆம் ஆண்டுகளில் கெய்சரியாவில் பவுல் காவலில்
rome1,Paul’s first imprisonment in Rome c. 59-61 C.E.,Paul’s first imprisonment in Rome c. 59-61 C.E., ,text,False, , , , ,பவுலின் முதல் ரோமை சிறைவாசம் சுமார் கி.பி. 59-61, , ,"பவுலின் ரோமில் முதல் சிறைவாசம், கி.பி. சுமார் 59-61"
rome2,"Paul’s second imprisonment in Rome c. 65 C.E., 2 Timothy written, Paul executed","Paul’s second imprisonment in Rome c. 65 C.E., 2 Timothy written, Paul executed", ,text,False, , , , ,"பவுலின் இரண்டாம் ரோமை சிறைவாசம் சுமார் கி.பி. 65, 2 தீமோத்தேயு எழுதப்பட்டது, பவுல் மரணதண்டனை", , ,"சுமார் கி.பி. 65-ல் ரோமில் பவுலின் இரண்டாவது சிறைவாசம், 2 தீமோத்தேயு எழுதப்பட்டது, பவுல் மரணதண்டனை விதிக்கப்பட்டார்"
event_exodus,"Exodus from Egypt on Nisan 14th, 1513 B.C.E.","Exodus from Egypt on Nisan 14th, 1513 B.C.E.", ,text,False, , , , ,கி.மு. 1513 நிசான் 14 அன்று எகிப்திலிருந்து புறப்பாடு, , ,"கி.மு. 1513, நிசான் 14 அன்று எகிப்திலிருந்து வெளியேற்றம்."
event_division_kingdom,Division of Israel 997 BCE,Division of Israel 997 BCE, ,text,False, , , , ,இஸ்ரவேல் பிரிவு கி.மு. 997, , ,இஸ்ரவேலின் பிரிவு கி.மு. 997
event_destruction_samaria,Destruction of Samaria 740 B.C.E. by Assyria,Destruction of Samaria 740 B.C.E. by Assyria,Destruction of Samaria 740 B.C.E. by Assyria,text,False, , , , ,அசீரியாவால் சமாரியா அழிப்பு கி.மு. 740, , ,கி.மு. 740-ல் அஸ்ஸீரியாவால் சமாரியாவின் அழிவு
event_destruction_jerusalem1,"Destruction of Jerusalem 607 B.C.E. by Babylon, 390 years after the division of the kingdom (Ezekiel 4:5)","Destruction of Jerusalem 607 B.C.E. by Babylon, 390 years after the division of the kingdom (Ezekiel 4:5)", ,text,False, , , , ,"பாபிலோனால் எருசலேம் அழிப்பு கி.மு. 607, ராஜ்யம் பிரிந்த 390 ஆண்டுகளுக்குப் பிறகு (எசேக்கியேல் 4:5)", , ,"அரசுரிமைப் பிரிவுக்கு 390 ஆண்டுகளுக்குப் பிறகு, கி.மு. 607-ல் பாபிலோனால் எருசலேம் அழிக்கப்பட்டது (எசேக்கியேல் 4:5)"
event_temple_rebuilt,Temple in Jerusalem rebuilt 515 B.C.E.,Temple in Jerusalem rebuilt 515 B.C.E., ,text,False, , , , ,எருசலேமில் ஆலயம் மீண்டும் கட்டப்பட்டது கி.மு. 515, , ,எருசலேமில் உள்ள கோயில் கி.மு. 515-இல் மீண்டும் கட்டப்பட்டது.
event_jerusalem_rebuilt,Jerusalem wall rebuilt 455 B.C.E.,Jerusalem wall rebuilt 455 B.C.E., ,text,False, , , , ,எருசலேம் சுவர் மீண்டும் கட்டப்பட்டது கி.மு. 455, , ,கி.மு. 455-ல் ஜெருசலேம் சுவர் மீண்டும் கட்டப்பட்டது.
event_destruction_jerusalem2,Destruction of Jerusalem 70 C.E. by Rome under Titus,Destruction of Jerusalem 70 C.E. by Rome under Titus, ,text,False, , , , ,ரோமானியர்களால் தீத்துவின் கீழ் எருசலேம் அழிப்பு கி.பி. 70, , ,கி.பி. 70-ல் டிட்டஸின் கீழ் ரோமால் ஜெருசலேமின் அழிவு
event_1914,"End of the time of the nations (Luke 21:24), God’s Kingdom starts to rule in heaven 1914 C.E.","End of the time of the nations (Luke 21:24), God’s Kingdom starts to rule in heaven 1914 C.E.",include scripture Luke 21:24,text,False, , , , ,"ஜனங்களின் காலம் முடிவு (லூக்கா 21:24), தேவனுடைய ராஜ்யம் பரலோகத்தில் ஆளத் தொடங்கியது கி.பி. 1914", , ,"ஜனங்களின் காலத்தின் முடிவு (லூக்கா 21:24), தேவனுடைய ராஜ்யம் 1914 கி.பி. இல் பரலோகத்தில் ஆளத் தொடங்குகிறது."
became_king,becomes king at age,becomes king at age,2025-04-14,text,False, , , , ,வயதில் அரசனாகிறார், , ,வயதில் மன்னராகிறார்
vulgate,Vulgate completed by Jerome (Latin translation of the bible) c. 405 C.E.,Vulgate completed by Jerome (Latin translation of the bible) c. 405 C.E., ,text,False, , , , ,ஜெரோமால் வுல்கேட் நிறைவு செய்யப்பட்டது (விவிலியத்தின் லத்தீன் மொழிபெயர்ப்பு) சுமார் கி.பி. 405, , ,ஜெரோமால் கிறிஸ்தவப் பொது ஆண்டு 405-ஆம் ஆண்டு வாக்கில் முடிக்கப்பட்ட வல்கேட் (விவிலியத்தின் லத்தீன் மொழிபெயர்ப்பு).
gutenberg,Gutenberg Bible printed 1455,Gutenberg Bible printed 1455, ,text,False, , , , ,குட்டன்பர்க் பைபிள் அச்சிடப்பட்டது 1455, , ,குட்டன்பெர்க் பைபிள் அச்சிடப்பட்டது 1455
erasmus,Greek text of Christian Greek Scriptures published by Desiderius Erasmus of Rotterdam 1516,Greek text of Christian Greek Scriptures published by Desiderius Erasmus of Rotterdam 1516, ,text,False, , , , ,ரோட்டர்டாமின் டெசிடெரியஸ் எராஸ்மஸால் கிறிஸ்தவ கிரேக்க சுவிசேஷங்களின் கிரேக்க உரை வெளியிடப்பட்டது 1516, , ,1516-ல் ராட்டர்டாமின் டெசிடியேரியஸ் எராஸ்மஸால் வெளியிடப்பட்ட கிறிஸ்தவ கிரேக்க வேதாகமத்தின் கிரேக்க உரை
luther,Luther Bible translation in September 1522,Luther Bible translation in September 1522, ,text,False, , , , ,செப்டெம்பர் 1522 இல் லூத்தர் பைபிள் மொழிபெயர்ப்பு, , ,செப்டம்பர் 1522 இல் லூதரின் பைபிள் மொழிபெயர்ப்பு
tyndale,English Bible translation by Tyndale 1536,English Bible translation by Tyndale 1536, ,text,False, , , , ,1536 இல் டிண்டேலின் ஆங்கில பைபிள் மொழிபெயர்ப்பு, , ,டைண்டேல் 1536 ஆங்கில பைபிள் மொழிபெயர்ப்பு
king_james,King James Bible 1611,King James Bible 1611, ,text,False, , , , ,இராஜா ஜேம்ஸ் பைபிள் 1611, , ,கிங் ஜேம்ஸ் பைபிள் 1611
69weeks3,"Jesus starts his service 29 CE (Luke 3:1, 21)","Jesus starts his service 29 CE (Luke 3:1, 21)", ,text,False, , , , ,"இயேசு தனது ஊழியத்தை 29 கி.பி. (லூக்கா 3:1, 21) இல் தொடங்குகிறார்", , ,"இயேசு தனது ஊழியத்தை கி.பி. 29-ல் தொடங்குகிறார் (லூக்கா 3:1, 21)"
ransom,Middle of week “sacrifice to cease” Daniel 9:27,Middle of week “sacrifice to cease” Daniel 9:27, ,text,False, , , , ,"வாரத்தின் நடுப்பகுதி ""பலி நிற்கும்"" தானியேல் 9:27", , ,"வாரத்தின் நடுவில் ""நிறுத்தத்திற்கான பலியிடுதல்"" தானியேல் 9:27"
cornelius,Cornelius baptized at the end of 70 weeks (Daniel 9:24) in 36 C.E.,Cornelius baptized at the end of 70 weeks (Daniel 9:24) in 36 C.E., ,text,False, , , , ,கொர்நேலியு 70 வாரங்களின் முடிவில் ஞானஸ்நானம் பெற்றான் (தானியேல் 9:24) 36 கி.பி. இல், , ,"கார்னெலியஸ் கி.பி. 36-ல், 70 வாரங்களின் முடிவில் (தானியேல் 9:24) ஞானஸ்நானம் பெற்றார்."
columbus,End of the pre-columbian period in the Americas 1492,End of the pre-columbian period in the Americas 1492, ,text,False, , , , ,அமெரிக்காவில் பூர்வ-கொலம்பிய காலத்தின் முடிவு 1492, , ,அமெரிக்காக்களில் முன்காலனித்துவ காலத்தின் முடிவு 1492
declaration_independence,Declaration of independence of 13 colonies in America 1776,Declaration of independence of 13 colonies in America 1776, ,text,False, , , , ,அமெரிக்காவில் 13 குடியேற்றங்களின் சுதந்திரப் பிரகடனம் 1776, , ,அமெரிக்காவில் 13 காலனிகளின் சுதந்திரப் பிரகடனம் 1776
tischendorf,Tischendorf discovers the Codex Sinaiticus from the 4th century in 1844,Tischendorf discovers the Codex Sinaiticus from the 4th century in 1844, ,text,False, , , , ,டிஷெண்டார்ஃப் 1844 இல் 4ஆம் நூற்றாண்டின் கோடெக்ஸ் சினாய்டிக்கஸைக் கண்டுபிடித்தார், , ,டிஷ்ண்டென்பஃப் 1844-ல் 4 ஆம் நூற்றாண்டின் கோடெக்ஸ் சீனைடிக்ஸைக் கண்டுபிடிக்கிறார்.
dead_sea_scrolls,Dead Sea Scrolls written,Dead Sea Scrolls written, ,text,False, , , , ,சமுத்திர மடிப்புகள் எழுதப்பட்டன, , ,எழுதப்பட்ட செத்து கடல் கையெழுத்துக்கள்
septuagint,Septuagint LXX translated,Septuagint LXX translated, ,text,False, , , , ,செப்துவஜிந்தா LXX மொழிபெயர்க்கப்பட்டது, , ,செப்டுவாஜின்ட் LXX மொழிபெயர்க்கப்பட்டது
watchtower,The first issue of “Zion’s Watch Tower and Herald of Christ’s Presence” is published in 1879,The first issue of “Zion’s Watch Tower and Herald of Christ’s Presence” is published in 1879, ,text,False, , , , ,"""சீயோனின் வாட்ச் டவர் மற்றும் கிறிஸ்துவின் சமூகத்தின் அறிவிப்பாளர்"" முதல் இதழ் 1879 இல் வெளியிடப்பட்டது", , ,"""சியோனின் வாட்ச் டவர் மற்றும் கிறிஸ்துவின் பிரசன்னத்தின் முரசொலி""யின் முதல் இதழ் 1879-ல் வெளியிடப்பட்டது."
jehovahs_witnesses,"The Bible Students adopt a new name – Jehovah’s Witnesses (Isaiah 43:10, 12) in Columbus, Ohio, 1931","The Bible Students adopt a new name – Jehovah’s Witnesses (Isaiah 43:10, 12) in Columbus, Ohio, 1931",include scripture,text,False, , , , ,"பைபிள் மாணவர்கள் புதிய பெயரை ஏற்றுக்கொள்கிறார்கள் – யெகோவாவின் சாட்சிகள் (ஏசாயா 43:10, 12) கொலம்பஸ், ஓஹியோ, 1931 இல்", , ,"பைபிள் மாணவர்கள் 1931-ல் ஓஹியோவின் கொலம்பஸில் புதிய பெயரான யெகோவாவின் சாட்சிகள் (ஏசாயா 43:10, 12) என்பதை ஏற்றுக்கொண்டனர்."
gilead_school,"Watchtower Bible School of Gilead begins on Monday, February 1, 1943","Watchtower Bible School of Gilead begins on Monday, February 1, 1943", ,text,False, , , , ,வாட்ச்டவர் பைபிள் பள்ளி கிலேயாத் 1943 பிப்ரவரி 1 திங்கட்கிழமை தொடங்குகிறது, , ,"கிலியேயோன் வாட்ச்டவர் வேதாகமப் பள்ளி திங்கட்கிழமை, பிப்ரவரி 1, 1943 அன்று தொடங்குகிறது."
new_world_translation1,"“New World Translation of the Holy Scriptures” released in Manchester, England on June 18, 1960, reintroduces the name Jehovah in many parts of the Bible","“New World Translation of the Holy Scriptures” released in Manchester, England on June 18, 1960, reintroduces the name Jehovah in many parts of the Bible",hightlight reintroduction of Jehovah’s name,text,False, , , , ,"""புனித வேதவாக்கியங்களின் புதிய உலக மொழிபெயர்ப்பு"" 1960 ஜூன் 18 இல் இங்கிலாந்தின் மான்செஸ்டரில் வெளியிடப்பட்டது, பைபிளின் பல பகுதிகளில் யெகோவா என்ற பெயரை மீண்டும் அறிமுகப்படுத்துகிறது", , ,"ஜூன் 18, 1960 அன்று இங்கிலாந்தின் மான்செஸ்டரில் வெளியிடப்பட்ட ""புதிய உலக மொழிபெயர்ப்பு - புனித வேதாகமம்"", பைபிளின் பல பகுதிகளில் யெகோவா என்ற பெயரை மீண்டும் அறிமுகப்படுத்துகிறது."
new_world_translation2,"Revised “New World Translation of the Holy Scriptures” released at annual meeting 2013, optimized to be used digitally and online","Revised “New World Translation of the Holy Scriptures” released at annual meeting 2013, optimized to be used digitally and online",new edition with digital and online in mind,text,False, , , , ,"திருத்திய ""புனித வேதவாக்கியங்களின் புதிய உலக மொழிபெயர்ப்பு"" 2013 ஆம் ஆண்டு ஆண்டு கூட்டத்தில் வெளியிடப்பட்டது, டிஜிட்டல் மற்றும் ஆன்லைனில் பயன்படுத்த உகந்ததாக மேம்படுத்தப்பட்டது", , ,"திருத்தப்பட்ட ""புனித வேதாகமங்களின் புதிய உலக மொழிபெயர்ப்பு"", 2013 ஆம் ஆண்டு ஆண்டுக்கூட்டத்தில் வெளியிடப்பட்டது, இது டிஜிட்டல் மற்றும் ஆன்லைனில் பயன்படுத்த உகந்ததாக்கப்பட்டுள்ளது."
cold_war,Geopolitical situation labeled “Cold War” 1945-1991,Geopolitical situation labeled “Cold War” 1945-1991, ,text,False, , , , ,"""குளிர் யுத்தம்"" என முத்திரை குத்தப்பட்ட புவி-அரசியல் நிலைமை 1945-1991", , ,"""குளிர்காலப் போர்"" எனப் பெயரிடப்பட்ட புவிசார் அரசியல் நிலைமை 1945-1991"
codex_sinaiticus,Codex Sinaiticus written,Codex Sinaiticus written, ,text,False, , , , ,கோடெக்ஸ் சினாய்டிக்கஸ் எழுதப்பட்டது, , ,கோடெக்ஸ் சீனைடிகஸ் எழுதப்பட்டது
codex_vaticanus,Codex Vaticanus written,Codex Vaticanus written, ,text,False, , , , ,கோடெக்ஸ் வாட்டிகனஸ் எழுதப்பட்டது, , ,கோடெக்ஸ் வாடிகானஸ் எழுதப்பட்டது
leningrad_codex,Leningrad Codex written in Cairo AD 1008,Leningrad Codex written in Cairo AD 1008, ,text,False, , , , ,லெனின்கிராட் கோடெக்ஸ் கெய்ரோவில் கி.பி. 1008 இல் எழுதப்பட்டது, , ,கி.பி. 1008 கairோவில் எழுதப்பட்ட லெனின்கிராட் கோடெக்ஸ்
john,John writes “revelation” while exiled on Patmos 96-98 C.E.,John writes “revelation” while exiled on Patmos 96-98 C.E., ,text,False, , , , ,"யோவான் பட்டோஸ் தீவில் நாடுகடத்தப்பட்டிருந்தபோது ""வெளிப்படுத்தலை"" 96-98 கி.பி. இல் எழுதுகிறார்", , ,"ஜான், கி.பி. 96-98-ல் படமோஸ் தீவில் நாடுகடத்தப்பட்டிருந்தபோது ""வெளிப்படுத்தின விசேஷம்"" எழுதினார்."
buddha,The Buddha – Siddhartha Gautama c.563-c.483 B.C.E,The Buddha – Siddhartha Gautama c.563-c.483 B.C.E, ,text,False, , , , ,புத்தர் – சித்தார்த்த கௌதம சுமார் 563-சுமார் 483 கி.மு.பி.பி, , ,"புத்தர் – சித்தார்த்த கௌதம, சுமார் 563-483 கி.மு."
buddha2,Buddha alternatively c. 480-400 B.C.E.,Buddha alternatively c. 480-400 B.C.E., ,text,False, , , , ,புத்தர் மாற்றாக சுமார் 480-400 கி.மு.பி.பி, , ,பௌத்தம் மாற்றுப்படியாக கி.மு. 480-400
mohammed,Mohammed c. 570-632,Mohammed c. 570-632, ,text,False, , , , ,முகம்மது சுமார் 570-632, , ,முஹம்மது சு. 570-632
confucius,Confucius c.551-c.479 B.C.E.,Confucius c.551-c.479 B.C.E., ,text,False, , , , ,கன்பூசியஸ் சுமார் 551-சுமார் 479 கி.மு.பி.பி, , ,கன்பூசியஸ் சு.551-சு.479 மு.பி.
hijrah,Hijrah - Journey Mecca to Medina 16 July 622,Hijrah - Journey Mecca to Medina 16 July 622, ,text,False, , , , ,ஹிஜ்ரா - மக்காவிலிருந்து மதீனாவுக்கு பயணம் 622 ஜூலை 16, , ,ஹிஜ்ரத் - மெக்காவிலிருந்து மதீனாவுக்கான பயணம் 16 ஜூலை 622
moses_escape,"1553 B.C.E. Moses has to escape Egypt – Exodus 2:15, Acts 7:23","1553 B.C.E. Moses has to escape Egypt – Exodus 2:15, Acts 7:23", ,text,False, , , , ,"1553 கி.மு.பி.பி மோசே எகிப்திலிருந்து தப்பிக்க வேண்டும் – யாத்திரை 2:15, அப்போஸ்தலர் 7:23", , ,"கி.மு. 1553: மோசே எகிப்திலிருந்து தப்ப வேண்டியிருந்தது – புறப்பாடு 2:15, அப்போஸ்தலர் 7:23"
10plagues,1513 B.C.E Egypt receives 10 plagues,1513 B.C.E Egypt receives 10 plagues, ,text,False, , , , ,1513 கி.மு.பி.பி எகிப்து 10 வாதைகளைப் பெறுகிறது, , ,கி.மு. 1513: எகிப்து 10 பெருங்குறைகளைப் பெறுகிறது
joseph_sold,Joseph sold as slave at the age of 17 – Gen 37:2,Joseph sold as slave at the age of 17 – Gen 37:2, ,text,False, , , , ,17 வயதில் யோசேபு அடிமையாக விற்கப்பட்டான் – ஆதியாகமம் 37:2, , ,யோசேப்பு 17 வயதில் அடிமையாக விற்கப்பட்டார் – ஆதியாகமம் 37:2
infliction,400 year infliction (Acts 7:6) – Ishmael 1913 B.C.E,400 year infliction (Acts 7:6) – Ishmael 1913 B.C.E, ,text,False, , , , ,400 ஆண்டு துன்புறுத்தல் (அப்போஸ்தலர் 7:6) – இஷ்மவேல் 1913 கி.மு.பி.பி, , ,400 வருடத் தண்டனை (அப்போஸ்தலர் 7:6) – இஸ்மாயேல் கி.மு. 1913
Alexander,Alexander the Great (Daniel 11:3),Alexander the Great (Daniel 11:3), ,text,False, , , , ,அலெக்சாந்தர் தி கிரேட் (தானியேல் 11:3), , ,மாமன்னர் அலெக்சாந்தர் (தானியேல் 11:3)
persia,"Cyrus the Great, Cambyses II, Darius I 490 BCE, Xerxes I 480 BCE (husband of Esther, Daniel 11:2)","Cyrus the Great, Cambyses II, Darius I 490 BCE, Xerxes I 480 BCE (husband of Esther, Daniel 11:2)", ,text,False, , , , ,"சைரஸ் தி கிரேட், காம்பிசஸ் II, தாரியு I 490 கி.மு.பி.பி, செர்க்செஸ் I 480 கி.மு.பி.பி (எஸ்தரின் கணவர், தானியேல் 11:2)", , ,"குருமகன் சைரஸ், கேம்பைசஸ் II, டேரியஸ் I (கி.மு. 490), செர்க்ஸஸ் I (கி.மு. 480) (எஸ்தரின் கணவர், தானியேல் 11:2)"
king_north,"Seleucus I Nicator (v5) Syria to Antiochus III (v10) and Seleucus IV (v18, 19) down to Octavian (v20) and Tiberius (v21-24)","Seleucus I Nicator (v5) Syria to Antiochus III (v10) and Seleucus IV (v18, 19) down to Octavian (v20) and Tiberius (v21-24)", ,text,False, , , , ,"செலூக்கஸ் I நிகேட்டர் (வ5) சிரியா முதல் அந்தியோக்கஸ் III (வ10) மற்றும் செலூக்கஸ் IV (வ18, 19) வரை ஆக்டேவியன் (வ20) மற்றும் திபேரியு (வ21-24) வரை", , ,"செலூக்கஸ் I நிக்கேட்டர் (வ.5) முதல் அன்டியோக்கஸ் III (வ.10) மற்றும் செலூக்கஸ் IV (வ.18, 19) வரை, ஆக்டேவியன் (வ.20) மற்றும் டிபீரியஸ் (வ.21-24) வரை"
king_north1,King of the North,King of the North, ,text,False, , , , ,வடக்கின் ராஜா, , ,வடக்கின் மன்னன்
king_south,"Ptolemy I, II, III, IV (v11, 12), V (v15, 16) to the battle Actium 31 B.C.E.","Ptolemy I, II, III, IV (v11, 12), V (v15, 16) to the battle Actium 31 B.C.E.", ,text,False, , , , ,"தொலேமி I, II, III, IV (வ11, 12), V (வ15, 16) முதல் 31 கி.மு.பி.பி ஆக்டியம் போர் வரை", , ,"ப்டோலமி I, II, III, IV (v11, 12), V (v15, 16) கி.மு. 31-இல் நடந்த ஆக்டியம் போர் வரை."
king_south1,King of the South,King of the South, ,text,False, , , , ,தெற்கின் ராஜா, , ,தெற்கின் மன்னன்
