key,text,english,notes,tag,checked,checked_by,date,link,google,chatgpt,gemini,claude,deepl
timespan_judges2,Час суддів,Time of the judges, ,text,False, , , , ,Час суддів, , ,Часи суддів
temple2,479 років до будівництва храму - 1 Царі 6: 1,479 years until the temple construction – 1 Kings 6:1,1034 BCE,text,False, , , , ,479 років до будівництва храму – 1 Царів 6:1, , ,479 років до початку будівництва храму — 1 Царів 6:1
69weeks2,69 тижнів до Месії - Даніель 9:25,69 weeks to the Messiah – Daniel 9:25, ,text,False, , , , ,69 тижнів до Месії – Даниїл 9:25, , ,69 тижнів до приходу Месії — Даниїл 9:25
jesus_service,"3,5 роки служби Ісуса, виконував Нісан 14 -го, 33 р.е.","3.5 years of Jesus service, executed Nisan 14th, 33 C.E.", ,text,False, , , , ,"3,5 роки служіння Ісуса, страчений 14 Нісана 33 р. н. е.", , ,"3,5 роки служіння Ісуса; страта відбулася 14 нісана 33 року н. е."
jesus_life,Ісус народився 2 до н.е.,Jesus born 2 B.C.E., ,text,False, , , , ,Ісус народився 2 р. до н. е., , ,Ісус народився у 2 році до н. е.
exile,607 до 537 до н.е. - 70 років (Єремія 25:11),607 to 537 B.C.E. – 70 years (Jeremiah 25:11), ,text,False, , , , ,607 по 537 р. до н. е. – 70 років (Єремія 25:11), , ,607–537 рр. до н. е. — 70 років (Єремія 25:11)
exile2,Заслання,Exile, ,text,False, , , , ,Вигнання, , ,Вигнання
7times2,7 разів - 2520 років до Месіанського королівства 1914 р. Н. Е. (Даніель 4:23),7 times – 2520 years to the Messianic Kingdom 1914 C.E. (Daniel 4:23), ,text,False, , , , ,7 часів – 2520 років до Месіанського Царства 1914 р. н. е. (Даниїл 4:23), , ,7 разів — 2520 років до настання Месіанського Царства 1914 року н. е. (Даниїл 4:23)
ww1,Перша світова війна - 1914–1918 рр.,World War I – 1914–1918, ,text,False, , , , ,Перша світова війна – 1914–1918, , ,Перша світова війна — 1914–1918 рр.
ww2,Друга світова війна - 1939–1945 рр.,World War II – 1939–1945, ,text,False, , , , ,Друга світова війна – 1939–1945, , ,Друга світова війна — 1939–1945
30_year_war,Тридцять років війни в Європі 1618-1648,Thirty Years' War in Europe 1618-1648, ,text,False, , , , ,Тридцятилітня війна в Європі 1618–1648, , ,Тридцятирічна війна в Європі 1618–1648 рр.
joshua,110 років,110 years, ,text,False, , , , ,110 років, , ,110 років
caleb,Більше 85 років,more than 85 years, ,text,False, , , , ,понад 85 років, , ,понад 85 років
missionary1,"Перша місіонерська подорож Павла, c. 47-48 C.E. з Барнаба та Джоном Марком","First Missionary Journey of Paul, c. 47-48 C.E. with Barnabas and John Mark", ,text,False, , , , ,"Перша місіонерська подорож Павла, бл. 47–48 рр. н. е. з Варнавою та Іоанном Марком", , ,"Перша місіонерська подорож Павла, приблизно 47–48 рр. н. е., разом із Варнавою та Іоанном Марком"
circumcision,"Випуск обрізання в Антіохії, конференція в Єрусалимі c. 49 C.E.","Circumcision issue at Antioch, conference in Jerusalem c. 49 C.E.", ,text,False, , , , ,"Питання обрізання в Антіохії, нарада в Єрусалимі бл. 49 р. н. е.", , ,"Питання обрізання в Антіохії, собор у Єрусалимі близько 49 року н. е."
missionary2,Друга місіонерська подорож c. 49-52 C.E з Silas (Silvanus),Second Missionary Journey c. 49-52 C.E with Silas (Silvanus), ,text,False, , , , ,Друга місіонерська подорож бл. 49–52 рр. н. е. з Силою (Сильваном), , ,"Друга місіонерська подорож, приблизно 49–52 рр. н. е., разом із Силасом (Сильваном)"
missionary3,Третя місіонерська подорож c. 52-56 C.E.,Third Missionary Journey c. 52-56 C.E., ,text,False, , , , ,Третя місіонерська подорож бл. 52–56 рр. н. е., , ,"Третя місіонерська подорож, приблизно 52–56 рр. н. е."
caesarea,Павло під вартою в Кесарії c. 56-58 C.E.,Paul in custody in Caesarea c. 56-58 C.E., ,text,False, , , , ,Павло під вартою в Кесарії бл. 56–58 рр. н. е., , ,Павло перебував під вартою в Кесарії приблизно в 56–58 рр. н. е.
rome1,Перше ув'язнення Павла в Римі С. 59-61 C.E.,Paul’s first imprisonment in Rome c. 59-61 C.E., ,text,False, , , , ,Перше ув'язнення Павла в Римі бл. 59–61 рр. н. е., , ,"Перше ув’язнення Павла в Римі, приблизно 59–61 рр. н. е."
rome2,"Друге ув'язнення Павла в Римі c. 65 CE, 2 Тімоті написано, Павло виконано","Paul’s second imprisonment in Rome c. 65 C.E., 2 Timothy written, Paul executed", ,text,False, , , , ,"Друге ув'язнення Павла в Римі бл. 65 р. н. е., написано 2 Тимофію, Павло страчений", , ,"Друге ув’язнення Павла в Римі (близько 65 р. н. е.), написання 2-го Послання до Тимофія, страта Павла"
event_exodus,"Вихід з Єгипту 14 -го, 1513 р. до н. е.","Exodus from Egypt on Nisan 14th, 1513 B.C.E.", ,text,False, , , , ,Вихід з Єгипту 14 Нісана 1513 р. до н. е., , ,Вихід з Єгипту 14 нісана 1513 року до н. е.
event_division_kingdom,Відділ Ізраїлю 997 р. до н. е.,Division of Israel 997 BCE, ,text,False, , , , ,Поділ Ізраїлю 997 р. до н. е., , ,Розділ Ізраїлю 997 р. до н. е.
event_destruction_samaria,Знищення Самарії 740 р. до н. е. від Ассирії,Destruction of Samaria 740 B.C.E. by Assyria,Destruction of Samaria 740 B.C.E. by Assyria,text,False, , , , ,Зруйнування Самарії 740 р. до н. е. Ассирією, , ,Зруйнування Самарії в 740 році до н. е. Ассирією
event_destruction_jerusalem1,"Знищення Єрусалиму 607 до н.е. Вавилон, через 390 років після поділу Королівства (Єзекіїль 4: 5)","Destruction of Jerusalem 607 B.C.E. by Babylon, 390 years after the division of the kingdom (Ezekiel 4:5)", ,text,False, , , , ,"Зруйнування Єрусалиму 607 р. до н. е. Вавилоном, 390 років після поділу царства (Єзекіїль 4:5)", , ,"Руйнування Єрусалима у 607 році до н. е. вавилонянами, через 390 років після розколу царства (Єзекіїль 4:5)"
event_temple_rebuilt,Храм в Єрусалимі перебудований 515 до н.е.,Temple in Jerusalem rebuilt 515 B.C.E., ,text,False, , , , ,Храм у Єрусалимі відбудовано 515 р. до н. е., , ,Храм у Єрусалимі було відбудовано у 515 році до н. е.
event_jerusalem_rebuilt,Єрусалимська стіна відбудована 455 до н.е.,Jerusalem wall rebuilt 455 B.C.E., ,text,False, , , , ,Єрусалимський мур відбудовано 455 р. до н. е., , ,Стіна Єрусалима була відбудована у 455 році до н. е.
event_destruction_jerusalem2,Знищення Єрусалиму 70 C.,Destruction of Jerusalem 70 C.E. by Rome under Titus, ,text,False, , , , ,Зруйнування Єрусалиму 70 р. н. е. Римом під командуванням Тита, , ,Руйнування Єрусалима в 70 році н. е. римлянами під командуванням Тита
event_1914,Кінець часу Націй (Лука 21:24) Царство Боже починає правити на небі 1914 р.,"End of the time of the nations (Luke 21:24), God’s Kingdom starts to rule in heaven 1914 C.E.",include scripture Luke 21:24,text,False, , , , ,"Кінець часу народів (Луки 21:24), Царство Боже починає правити на небі 1914 р. н. е.", , ,З закінченням часу народів (Лука 21:24) Боже Царство починає панувати на небі у 1914 році н. е.
became_king,стає королем у віці,becomes king at age,2025-04-14,text,False, , , , ,стає царем у віці, , ,стає королем у віці
vulgate,Вулгейт завершений Джеромом (латинський переклад Біблії) c. 405 C.E.,Vulgate completed by Jerome (Latin translation of the bible) c. 405 C.E., ,text,False, , , , ,Вульгата завершена Єронімом (латинський переклад Біблії) бл. 405 р. н. е., , ,"«Вульгата», завершена Єронімом (латинський переклад Біблії), бл. 405 р. н. е."
gutenberg,Гутенберг Біблія надрукована 1455,Gutenberg Bible printed 1455, ,text,False, , , , ,Біблія Гутенберга надрукована 1455 р., , ,"Біблія Гутенберга, надрукована у 1455 році"
erasmus,"Грецький текст християнських грецьких Писань, опублікований Десайдієм Еразмом Роттердама 1516",Greek text of Christian Greek Scriptures published by Desiderius Erasmus of Rotterdam 1516, ,text,False, , , , ,Грецький текст Християнських Грецьких Писань опублікований Еразмом Роттердамським 1516 р., , ,"Грецький текст «Християнських грецьких Писань», опублікований Дезидерієм Еразмом Роттердамським у 1516 році"
luther,Переклад Біблії Лютера у вересні 1522 року,Luther Bible translation in September 1522, ,text,False, , , , ,Переклад Біблії Лютера у вересні 1522 р., , ,Переклад Біблії Лютера у вересні 1522 року
tyndale,Англійський переклад Біблії від Tyndale 1536,English Bible translation by Tyndale 1536, ,text,False, , , , ,Переклад Біблії англійською Тиндейлом 1536 р., , ,"Переклад Біблії англійською мовою, виконаний Тиндейлом у 1536 році"
king_james,Король Джеймс Біблія 1611,King James Bible 1611, ,text,False, , , , ,Біблія короля Якова 1611, , ,Біблія короля Якова 1611 року
69weeks3,"Ісус починає свою службу 29 н.е. (Лука 3: 1, 21)","Jesus starts his service 29 CE (Luke 3:1, 21)", ,text,False, , , , ,"Ісус починає своє служіння 29 н.е. (Луки 3:1, 21)", , ,"Ісус розпочинає своє служіння у 29 році н. е. (Лука 3:1, 21)"
ransom,"Середина тижня ""Жертва, щоб припинити"" Даніель 9:27",Middle of week “sacrifice to cease” Daniel 9:27, ,text,False, , , , ,Середина тижня «жертва припиниться» Даниїла 9:27, , ,"«Жертва, що припинить» у середині тижня — Даниїл 9:27"
cornelius,Корнелій хрестився наприкінці 70 тижнів (Даниїл 9:24) у 36 р. Н. Е.,Cornelius baptized at the end of 70 weeks (Daniel 9:24) in 36 C.E., ,text,False, , , , ,Корнелій охрещений наприкінці 70 тижнів (Даниїла 9:24) у 36 н.е., , ,Корнеліус прийняв хрещення наприкінці 70 тижнів (Даниїл 9:24) у 36 році н. е.
columbus,Кінець доколумбового періоду в Америці 1492,End of the pre-columbian period in the Americas 1492, ,text,False, , , , ,Кінець доколумбової епохи в Америці 1492, , ,Завершення доколумбового періоду в Америці — 1492 рік
declaration_independence,Декларація незалежності 13 колоній в Америці 1776,Declaration of independence of 13 colonies in America 1776, ,text,False, , , , ,Декларація незалежності 13 колоній в Америці 1776, , ,Декларація незалежності 13 американських колоній 1776 року
tischendorf,Tischendorf виявляє кодекс Синайтік з 4 століття 1844 року,Tischendorf discovers the Codex Sinaiticus from the 4th century in 1844, ,text,False, , , , ,Тішендорф виявляє Синайський кодекс IV століття у 1844 році, , ,У 1844 році Тішендорф відкрив «Синайський кодекс» IV століття
dead_sea_scrolls,Супрониз мертвого моря,Dead Sea Scrolls written, ,text,False, , , , ,Мертве морські сувої написані, , ,"Свитки Мертвого моря, написані"
septuagint,Septuagint lxx перекладений,Septuagint LXX translated, ,text,False, , , , ,Септуагінта LXX перекладена, , ,Переклад із Септуагінти (LXX)
watchtower,"Перший випуск ""Сіонської вежі та Геральд Христового присутності"" опубліковано в 1879 році",The first issue of “Zion’s Watch Tower and Herald of Christ’s Presence” is published in 1879, ,text,False, , , , ,Перший випуск «Вартової вежі Сіону та Вісника Присутності Христа» опубліковано у 1879 році, , ,Перший номер видання «Сторожова вежа Сіону та Вісник Присутності Христа» вийшов у 1879 році
jehovahs_witnesses,"Студенти Біблії приймають нове ім'я - свідки Єгови (Ісая 43:10, 12) у Колумбусі, штат Огайо, 1931","The Bible Students adopt a new name – Jehovah’s Witnesses (Isaiah 43:10, 12) in Columbus, Ohio, 1931",include scripture,text,False, , , , ,"Дослідники Біблії приймають нову назву – Свідки Єгови (Ісая 43:10, 12) у Колумбусі, Огайо, 1931", , ,"У 1931 році в Коламбусі, штат Огайо, «Дослідники Біблії» прийняли нову назву — «Свідки Єгови» (Ісая 43:10, 12)"
gilead_school,"Біблійна школа Gilead Watchtower починається в понеділок, 1 лютого 1943 року","Watchtower Bible School of Gilead begins on Monday, February 1, 1943", ,text,False, , , , ,"Біблійна школа Вартової вежі Галаад починається в понеділок, 1 лютого 1943 року", , ,"Біблійна школа «Вартова вежа» в Гілеаді розпочинає роботу в понеділок, 1 лютого 1943 року"
new_world_translation1,"Переклад Нового Світу Святого Письма, випущений у Манчестері, Англія, 18 червня 1960 року, знову вводить ім'я Єгова у багатьох частинах Біблії","“New World Translation of the Holy Scriptures” released in Manchester, England on June 18, 1960, reintroduces the name Jehovah in many parts of the Bible",hightlight reintroduction of Jehovah’s name,text,False, , , , ,"«Переклад Нового Світу Священних Писань» випущено в Манчестері, Англія, 18 червня 1960 року, повертає ім'я Єгова в багатьох частинах Біблії", , ,"«Переклад Святого Письма у Новому Світі», опублікований у Манчестері, Англія, 18 червня 1960 року, повертає ім’я Єгова у багатьох частинах Біблії"
new_world_translation2,"Переглянуто ""Переклад Нового Світу Святого Письма"", опублікований на щорічних зборах 2013 року, оптимізований для використання в цифровому вигляді та в Інтернеті","Revised “New World Translation of the Holy Scriptures” released at annual meeting 2013, optimized to be used digitally and online",new edition with digital and online in mind,text,False, , , , ,"Оновлений «Переклад Нового Світу Священних Писань» випущено на щорічній зустрічі 2013 року, оптимізований для цифрового та онлайн використання", , ,"Перевидане видання «Переклад Святого Письма у Новому Світі», представлене на щорічних зборах 2013 року, оптимізоване для використання в цифровому форматі та в Інтернеті"
cold_war,"Геополітична ситуація позначена ""Холодна війна"" 1945-1991",Geopolitical situation labeled “Cold War” 1945-1991, ,text,False, , , , ,"Геополітична ситуація, названа «Холодна війна» 1945-1991", , ,"Геополітична ситуація, що отримала назву «Холодна війна», 1945–1991 рр."
codex_sinaiticus,Codex sinaiticus написаний,Codex Sinaiticus written, ,text,False, , , , ,Синайський кодекс написаний, , ,Написано «Синайський кодекс»
codex_vaticanus,Codex vaticanus написано,Codex Vaticanus written, ,text,False, , , , ,Ватиканський кодекс написаний, , ,«Кодекс Ватиканус» написаний
leningrad_codex,"Leningrad Codex, написаний у Каїрі AD 1008",Leningrad Codex written in Cairo AD 1008, ,text,False, , , , ,Ленінградський кодекс написаний у Каїрі 1008 н.е., , ,"«Ленінградський кодекс», написаний у Каїрі 1008 року н. е."
john,"Джон пише ""Об'явлення"", засланий на Patmos 96-98 C.E.",John writes “revelation” while exiled on Patmos 96-98 C.E., ,text,False, , , , ,Іван пише «Об'явлення» під час заслання на Патмосі 96-98 н.е., , ,Іоанн пише «Одкровення» під час вигнання на острові Патмос у 96–98 роках н. е.
buddha,Будда-Siddhartha Gautama C.563-C.483 до н. е.,The Buddha – Siddhartha Gautama c.563-c.483 B.C.E, ,text,False, , , , ,Будда – Сіддхартха Гаутама бл.563-бл.483 до н.е., , ,"Будда — Сіддхартха Гаутама, бл. 563 — бл. 483 рр. до н. е."
buddha2,Будда альтернативно c. 480-400 до н.е.,Buddha alternatively c. 480-400 B.C.E., ,text,False, , , , ,Будда альтернативно бл. 480-400 до н.е., , ,"Будда, за іншою версією, приблизно 480–400 рр. до н. е."
mohammed,Мохаммед c. 570-632 C.E.,Mohammed c. 570-632, ,text,False, , , , ,Мухаммед бл. 570-632, , ,"Мухаммед, бл. 570–632 рр."
confucius,Confucius C.551-C.479 до н. е.,Confucius c.551-c.479 B.C.E., ,text,False, , , , ,Конфуцій бл.551-бл.479 до н.е., , ,"Конфуцій, бл. 551 — бл. 479 р. до н. е."
hijrah,Hijrah - Подорож Мекка до Медіни 16 липня 622,Hijrah - Journey Mecca to Medina 16 July 622, ,text,False, , , , ,Хіджра - Подорож з Мекки до Медини 16 липня 622 року, , ,Хіджра — подорож з Мекки до Медини 16 липня 622 року
moses_escape,"1553 р. B.C.E. Мойсей повинен уникнути Єгипту - Вихід 2:15, Дії 7:23","1553 B.C.E. Moses has to escape Egypt – Exodus 2:15, Acts 7:23", ,text,False, , , , ,"1553 до н.е. Мойсей мусить тікати з Єгипту – Вихід 2:15, Дії 7:23", , ,"1553 р. до н. е. Мойсей змушений втекти з Єгипту — Вихід 2:15, Дії 7:23"
10plagues,1513 р. До н.е. Єгипет отримує 10 чум,1513 B.C.E Egypt receives 10 plagues, ,text,False, , , , ,1513 до н.е. Єгипет зазнає 10 кар, , ,1513 р. до н. е. На Єгипет обрушилися 10 казнь
joseph_sold,Йосиф продав як раба у віці 17 років - Ген 37: 2,Joseph sold as slave at the age of 17 – Gen 37:2, ,text,False, , , , ,Йосип проданий як раб у віці 17 років – Буття 37:2, , ,"Йосипа продали в рабство, коли йому було 17 років — Бут. 37:2"
infliction,400 років заподіяння (Дії 7: 6) - Ізмаїл 1913 р. До н.е.,400 year infliction (Acts 7:6) – Ishmael 1913 B.C.E, ,text,False, , , , ,400-річне страждання (Дії 7:6) – Ізмаїл 1913 до н.е., , ,"400-річне вигнання (Дії 7:6) — Ісмаїл, 1913 р. до н. е."
Alexander,Олександр Великий (Даніель 11: 3),Alexander the Great (Daniel 11:3), ,text,False, , , , ,Олександр Македонський (Даниїла 11:3), , ,Олександр Великий (Даниїл 11:3)
persia,"Cyrus The Great, Cambyses II, Darius I 490 до н. е., Xerxes I 480 до н. е. (чоловік Естер, Даніель 11: 2)","Cyrus the Great, Cambyses II, Darius I 490 BCE, Xerxes I 480 BCE (husband of Esther, Daniel 11:2)", ,text,False, , , , ,"Кір Великий, Камбіз II, Дарій I 490 до н.е., Ксеркс I 480 до н.е. (чоловік Естер, Даниїла 11:2)", , ,"Кір Великий, Камбіз II, Дарій I — 490 р. до н. е., Ксеркс I — 480 р. до н. е. (чоловік Естер, Даниїл 11:2)"
king_north,"Seleucus I Nicator (V5) Сирія до Антіоха III (V10) та Seleucus IV (V18, 19) аж до Октавіана (V20) та Тіберія (V21-24)","Seleucus I Nicator (v5) Syria to Antiochus III (v10) and Seleucus IV (v18, 19) down to Octavian (v20) and Tiberius (v21-24)", ,text,False, , , , ,"Селевк I Нікатор (в.5) Сирія до Антіоха III (в.10) та Селевка IV (в.18, 19) аж до Октавіана (в.20) та Тиберія (в.21-24)", , ,"Селевк I Нікатор (в. 5) — від Сирії до Антіоха III (в. 10) та Селевка IV (в. 18, 19) аж до Октавіана (в. 20) і Тіберія (в. 21–24)"
king_north1,Король Півночі,King of the North, ,text,False, , , , ,Цар Півночі, , ,Король Півночі
king_south,"Птолемея I, II, III, IV (V11, 12), V (V15, 16) до бойового акту 31 до н. е.","Ptolemy I, II, III, IV (v11, 12), V (v15, 16) to the battle Actium 31 B.C.E.", ,text,False, , , , ,"Птолемей I, II, III, IV (в.11, 12), V (в.15, 16) до битви при Акції 31 до н.е.", , ,"Птолемей I, II, III, IV (v11, 12), V (v15, 16) до битви при Актіумі 31 р. до н. е."
king_south1,Король Півдня,King of the South, ,text,False, , , , ,Цар Півдня, , ,Король Півдня
king_south2,"Британська імперія 1870, англо-американська світова влада з 1914 року","British Empire 1870, Anglo-American World Power since 1914", ,text,False, , , , ,"Британська імперія 1870, Англо-американська світова сила з 1914", , ,"Британська імперія 1870 року, англо-американська світова потуга з 1914 року"
king_south3,Король Півдня,King of the South, ,text,False, , , , ,Цар Півдня, , ,Король Півдня
king_north2,"Німеччина з імператором Вільямом I 1871 (V28), 1914 (V29), 1935 (V30B), 1939 (V31A)","Germany with Emperor William I 1871 (v28), 1914 (v29), 1935 (v30b), 1939 (v31a)", ,text,False, , , , ,"Німеччина з імператором Вільгельмом I 1871 (в.28), 1914 (в.29), 1935 (в.30b), 1939 (в.31a)", , ,"Німеччина за часів імператора Вільгельма I: 1871 (v28), 1914 (v29), 1935 (v30b), 1939 (v31a)"
king_north3,Північ,North, ,text,False, , , , ,Північ, , ,Північ
king_north4,"Радянський Союз 1945-1991 рр. (Даниїл 11: 32-39, 40b, 41)","Soviet Union 1945-1991 (Daniel 11:32-39, 40b, 41)", ,text,False, , , , ,"Радянський Союз 1945-1991 (Даниїла 11:32-39, 40b, 41)", , ,"Радянський Союз 1945–1991 (Даниїл 11:32–39, 40б, 41)"
king_north5,Росія з 2017 року (W20 травня),Russia since 2017 (w20 May), ,text,False, , , , ,Росія з 2017 (w20 травень), , ,Росія з 2017 року (станом на 20 травня)
time_of_end,"Присутність Христа, Висновок системи речей (Матвія 24: 3), останні дні (2 Тимофія 3: 1)","Presence of Christ, Conclusion of the system of things (Matthew 24:3), the last days (2 Timothy 3:1)",scriptures written out,text,False, , , , ,"Присутність Христа, Закінчення системи речей (Матвія 24:3), останні дні (2 Тимофія 3:1)", , ,"Присутність Христа, завершення нинішнього світу (Матвія 24:3), останні дні (2 Тимофія 3:1)"
time_of_end2,Останні дні,Last days, ,text,False, , , , ,Останні дні, , ,Останні дні
suryavaman2,Король Сураварман II будує Angkor Wat 1113-1150,King Suryavarman II builds Angkor Wat 1113-1150, ,text,False, , , , ,Король Сур'яварман II будує Ангкор-Ват 1113-1150, , ,Король Суряварман II збудував Ангкор-Ват у 1113–1150 роках
notre-dame,Нотр-Дам де Париж побудував 1163-1260,Notre-Dame de Paris built 1163-1260, ,text,False, , , , ,Нотр-Дам де Парі побудовано 1163-1260, , ,"Собор Паризької Богоматері, збудований у 1163–1260 роках"
babel,Бабельна вежа побудована,Tower of Babel built, ,text,False, , , , ,Вежа Вавилона побудована, , ,Будівництво Вавилонської вежі
infliction1,400 років заподіяння,400 year infliction,Acts 7:6,text,False, , , , ,400-річне страждання, , ,400-річне випробування
Lots_wife,Дружина Лота,Lot’s wife, ,text,False, , , , ,Дружина Лота, , ,Дружина Лота
Lots_daughters,Дочки лота,Daughters of Lot, ,text,False, , , , ,Дочки Лота, , ,Дочки Лота
Moab,Моав (старша дочка),Moab (older daughter),Genesis 19:37,text,False, , , , ,Моав (старша дочка), , ,Моаб (старша дочка)
rosetta,Розетський камінь 196 до н. е.,Rosetta stone 196 B.C.E., ,text,False, , , , ,Розетський камінь 196 до н.е., , ,"Розетський камінь, 196 р. до н. е."
Herodotus,"Геродот c. 484 - c. 425 р. до н. е., пише історії","Herodotus c. 484 – c. 425 BC, writes The Histories",Father of History,text,False, , , , ,"Геродот бл. 484 – бл. 425 до н.е., пише «Історії»", , ,Геродот (бл. 484 — бл. 425 рр. до н. е.) пише твір «Історія»
Aristotle,Арістотель 384 - 322 р. до н. е.,Aristotle 384 – 322 BC,"The First Teacher, The Philosopher",text,False, , , , ,Арістотель 384 – 322 до н.е., , ,"Аристотель, 384–322 рр. до н. е."
Ptolemy,Клавдій Птолемей c 100 - c. 170 н. е.,Ptolemy c 100 – c. 170 C.E., ,text,False, , , , ,Птолемей бл. 100 – бл. 170 н.е., , ,"Птолемей, бл. 100 — бл. 170 р. н. е."
Pythagoras,Pythagoras c. 570 - c. 495,Pythagoras c. 570 – c. 495 BC, ,text,False, , , , ,Піфагор бл. 570 – бл. 495 до н.е., , ,"Піфагор, бл. 570 — бл. 495 р. до н. е."
Plato,Платон c. 427 - c. 348 р. до н. е.,Plato c. 427 – c. 348 BC, ,text,False, , , , ,Платон бл. 427 – бл. 348 до н.е., , ,"Платон, бл. 427 — бл. 348 р. до н. е."
Socrates,Сократ c. 470 - c. 399 р. до н. е.,Socrates c. 470 – c. 399 BC, ,text,False, , , , ,Сократ бл. 470 – бл. 399 до н.е., , ,"Сократ, бл. 470 — бл. 399 р. до н. е."
Josephus,Йосип Флавій бл. 37 - бл. 100 н. е.,Josephus c. 37 – c. 100 C.E., ,text,False, , , , ,Йосиф Флавій бл. 37 – бл. 100 н.е., , ,"Йосип Флавій, бл. 37 — бл. 100 р. н. е."
Cicero,Цицерон 106–43,Cicero 106–43 BC,"influence on Latin language, 3 Jan 106 BC – 7 Dec 43 BC",text,False, , , , ,Цицерон 106–43 до н.е., , ,"Цицерон, 106–43 рр. до н. е."
lachish_letters,Ліші листи бл. 590 до н. е.,Lachish letters c. 590 B.C.E., ,text,False, , , , ,Листи з Лахіша бл. 590 до н.е., , ,"Листи з Лахіша, приблизно 590 р. до н. е."
lachish_reliefs,Лахіші рельєфи бл. 681 до н. е.,Lachish reliefs c. 681 B.C.E., ,text,False, , , , ,Лахішські рельєфи бл. 681 до н.е., , ,"Рельєфи з Лахіша, бл. 681 р. до н. е."
mesha_stele,Стела Меша (моабітський камінь) бл. 840 до н. е.,Mesha Stele (Moabite stone) c. 840 B.C.E.,w25/12 study article 50 paragraph 6,text,False, , , , ,Стела Меші (Моавитський камінь) бл. 840 до н.е., , ,"Стела Меші (Моавітський камінь), бл. 840 р. до н. е."
gilgamesh,Gilgamesh and Aga 𒇽𒆥𒄄𒀀𒀝𒂵,Gilgamesh and Aga 𒇽𒆥𒄄𒀀𒀝𒂵, ,text,False, , , , ,Ґільґамеш і Аґа 𒇽𒆥𒄄𒀀𒀝𒂵, , ,Гільгамеш і Ага 𒇽𒆥𒄄𒀀𒀝𒂵
epic_gilgamesh,Епос про Гільгамеша,Epic of Gilgamesh (Sîn-lēqi-unninni), ,text,False, , , , ,Епос про Ґільґамеша (Сін-лекі-унінні), , ,Епос про Гільгамеша (Сін-лекі-уннінні)
gregorian,Грегоріанський календар 1582,Gregorian calendar 1582, ,text,False, , , , ,Григоріанський календар 1582, , ,"Григоріанський календар, 1582 рік"
shang-dynasty,c. 1600-1046 рр. до н. е.,c. 1600-1046 BC, ,text,False, , , , ,бл. 1600-1046 до н.е., , ,бл. 1600–1046 рр. до н. е.
western-zhou,c. 1046-771 рр. до н. е.,c. 1046-771 BC, ,text,False, , , , ,бл. 1046-771 до н.е., , ,приблизно 1046–771 рр. до н. е.
qin-dynasty,QIN 221-207 р. до н. е.,Qin 221-207 BC, ,text,False, , , , ,Цінь 221-207 до н.е., , ,"Династія Цинь, 221–207 рр. до н. е."
