key,text,english,notes,tag,checked,checked_by,date,link,google,chatgpt,gemini,claude,deepl
wilderness,"Израиль в пустыне, 1513–1473 гг. до н. э. – 40 лет",Israel in the wilderness 1513 to 1473 B.C.E. – 40 years, ,text,False, , , , ,Израиль в пустыне 1513 по 1473 г. до н. э. — 40 лет,Израиль в пустыне: с 1513 по 1473 г. до н. э. — 40 лет, ,Израиль в пустыне с 1513 по 1473 год до н. э. — 40 лет
timespan_judges,1473–1117 гг. до н. э. – 356 лет,1473 to 1117 B.C.E. – 356 years, ,text,False, , , , ,1473 по 1117 г. до н. э. — 356 лет,С 1473 по 1117 г. до н. э. — 356 лет, ,1473–1117 гг. до н. э. — 356 лет
timespan_judges2,Время судей,Time of the judges, ,text,False, , , , ,Период судей,Период судей, ,Эпоха судей
temple2,479 лет до строительства храма – 3 Царств 6:1.,479 years until the temple construction – 1 Kings 6:1,1034 BCE,text,False, , , , ,479 лет до строительства храма — 3 Царств 6:1,479 лет до строительства храма — 3 Царств 6:1, ,479 лет до начала строительства храма — 1 Царств 6:1
69weeks2,69 недель до Мессии – Даниил 9:25.,69 weeks to the Messiah – Daniel 9:25, ,text,False, , , , ,69 седмин до Мессии — Даниил 9:25,69 седьмин до Мессии — Даниила 9:25, ,69 недель до прихода Мессии — Даниил 9:25
jesus_service,"3,5 года служения Иисусу, казнён 14 нисана 33 года н. э.","3.5 years of Jesus service, executed Nisan 14th, 33 C.E.", ,text,False, , , , ,"3,5 года служения Иисуса, казнён 14 нисана 33 г. н. э.","3,5 года служения Иисуса, казнён 14 нисана 33 года н. э.", ,"3,5 года служения Иисуса, казнен 14 нисана 33 года н. э."
jesus_life,Иисус родился во 2 г. до н. э.,Jesus born 2 B.C.E., ,text,False, , , , ,Иисус родился в 2 г. до н. э.,Иисус родился в 2 г. до н. э., ,Иисус родился в 2 году до н. э.
exile,607–537 гг. до н. э. – 70 лет (Иеремия 25:11),607 to 537 B.C.E. – 70 years (Jeremiah 25:11), ,text,False, , , , ,607 по 537 г. до н. э. — 70 лет (Иеремия 25:11),С 607 по 537 г. до н. э. — 70 лет (Иеремия 25:11), ,607–537 гг. до н. э. — 70 лет (Иеремия 25:11)
exile2,Изгнание,Exile, ,text,False, , , , ,Изгнание,Изгнание, ,Изгнание
7times2,"Cемь времён – 2520 лет до Мессианского Царства, 1914 г. н.э. (Даниил 4:23)",7 times – 2520 years to the Messianic Kingdom 1914 C.E. (Daniel 4:23), ,text,False, , , , ,7 времён — 2520 лет до Мессианского Царства 1914 г. н. э. (Даниил 4:23),"7 времен — 2520 лет до Мессианского Царства, 1914 г. н. э. (Даниил 4:23)", ,7 раз — 2520 лет до прихода Мессианского Царства в 1914 году н. э. (Даниил 4:23)
ww1,Первая мировая война – 1914–18,World War I – 1914–1918, ,text,False, , , , ,Первая мировая война — 1914–1918,Первая мировая война — 1914–1918 гг., ,Первая мировая война — 1914–1918 гг.
ww2,Вторая мировая война – 1939–45,World War II – 1939–1945, ,text,False, , , , ,Вторая мировая война — 1939–1945,Вторая мировая война — 1939–1945 гг., ,Вторая мировая война — 1939–1945 гг.
30_year_war,Тридцатилетняя война в Европе 1618-1648 гг.,Thirty Years' War in Europe 1618-1648, ,text,False, , , , ,Тридцатилетняя война в Европе 1618–1648,Тридцатилетняя война в Европе 1618–1648 гг., ,"Тридцатилетняя война в Европе, 1618–1648 гг."
joshua,110 лет,110 years, ,text,False, , , , ,110 лет,110 лет, ,110 лет
caleb,более 85 лет,more than 85 years, ,text,False, , , , ,более 85 лет,более 85 лет, ,более 85 лет
missionary1,"Первое миссионерское путешествие Павла, ок. 47–48 гг. н. э., Варнава и Иоанн Марк.","First Missionary Journey of Paul, c. 47-48 C.E. with Barnabas and John Mark", ,text,False, , , , ,"Первое миссионерское путешествие Павла, ок. 47–48 гг. н. э. с Варнавой и Иоанном Марком","Первое миссионерское путешествие Павла, ок. 47–48 гг. н. э., с Варнавой и Иоанном Марком", ,"Первое миссионерское путешествие Павла, ок. 47–48 гг. н. э., вместе с Варнавой и Иоанном Марком"
circumcision,"Проблема обрезания в Антиохии, конференция в Иерусалиме ок. 49 г. н.э.","Circumcision issue at Antioch, conference in Jerusalem c. 49 C.E.", ,text,False, , , , ,"Спор об обрезании в Антиохии, совещание в Иерусалиме ок. 49 г. н. э.","Вопрос об обрезании в Антиохии, встреча в Иерусалиме ок. 49 г. н. э.", ,"Вопрос об обрезании в Антиохии, собор в Иерусалиме, ок. 49 г. н. э."
missionary2,Второе миссионерское путешествие ок. 49–52 гг. н.э. с Силой (Сильваном),Second Missionary Journey c. 49-52 C.E with Silas (Silvanus), ,text,False, , , , ,Второе миссионерское путешествие ок. 49–52 гг. н. э. с Силой (Силуаном),"Второе миссионерское путешествие, ок. 49–52 гг. н. э., с Силой (Силуаном)", ,"Второе миссионерское путешествие, ок. 49–52 гг. н. э., вместе с Силасом (Сильваном)"
missionary3,Третье миссионерское путешествие ок. 52–56 гг. н.э.,Third Missionary Journey c. 52-56 C.E., ,text,False, , , , ,Третье миссионерское путешествие ок. 52–56 гг. н. э.,"Третье миссионерское путешествие, ок. 52–56 гг. н. э.", ,"Третье миссионерское путешествие, ок. 52–56 гг. н. э."
caesarea,Павел под стражей в Кесарии ок. 56–58 гг. н.э.,Paul in custody in Caesarea c. 56-58 C.E., ,text,False, , , , ,Павел под стражей в Кесарии ок. 56–58 гг. н. э.,"Павел под стражей в Кесарии, ок. 56–58 гг. н. э.", ,"Павел в заключении в Кесарии, ок. 56–58 гг. н. э."
rome1,Первое заключение Павла в Риме ок. 59–61 гг. н.э.,Paul’s first imprisonment in Rome c. 59-61 C.E., ,text,False, , , , ,Первое заключение Павла в Риме ок. 59–61 гг. н. э.,"Первое заключение Павла в Риме, ок. 59–61 гг. н. э.", ,"Первое заключение Павла в Риме, примерно 59–61 гг. н. э."
rome2,"Второе заключение Павла в Риме ок. 65 г. н. э., написано 2 Тимофею, Павел казнен.","Paul’s second imprisonment in Rome c. 65 C.E., 2 Timothy written, Paul executed", ,text,False, , , , ,"Второе заключение Павла в Риме ок. 65 г. н. э., написано 2 Тимофею, Павел казнён","Второе заключение Павла в Риме, ок. 65 г. н. э., написано 2-е Тимофею, Павел казнен", ,"Второе заключение Павла в Риме, ок. 65 г. н. э., написание 2-го Послания к Тимофею, казнь Павла"
event_exodus,Исход из Египта 14 нисана 1513 г. до н.э.,"Exodus from Egypt on Nisan 14th, 1513 B.C.E.", ,text,False, , , , ,Исход из Египта 14 нисана 1513 г. до н. э.,Исход из Египта 14 нисана 1513 г. до н. э., ,Исход из Египта 14 нисана 1513 года до нашей эры.
event_division_kingdom,Разделение Израиля 997 г. до н.э.,Division of Israel 997 BCE, ,text,False, , , , ,Разделение Израиля 997 г. до н. э.,"Разделение Израиля, 997 г. до н. э.", ,Разделение Израиля в 997 г. до н. э.
event_destruction_samaria,Разрушение Самарии 740 г. до н. э. Ассирии,Destruction of Samaria 740 B.C.E. by Assyria,Destruction of Samaria 740 B.C.E. by Assyria,text,False, , , , ,Разрушение Самарии 740 г. до н. э. Ассирией,Уничтожение Самарии в 740 г. до н. э. Ассирией, ,Разрушение Самарии в 740 г. до н. э. Ассирией
event_destruction_jerusalem1,"Разрушение Иерусалима 607 г. до н.э. Вавилоном, через 390 лет после разделения царства (Иезекииль 4:5)","Destruction of Jerusalem 607 B.C.E. by Babylon, 390 years after the division of the kingdom (Ezekiel 4:5)", ,text,False, , , , ,"Разрушение Иерусалима 607 г. до н. э. Вавилоном, спустя 390 лет после разделения царства (Иезекииль 4:5)","Уничтожение Иерусалима Вавилоном в 607 г. до н. э., через 390 лет после разделения царства (Иезекииль 4:5)", ,"Разрушение Иерусалима в 607 году до н. э. вавилонянами, через 390 лет после раскола царства (Иезекииль 4:5)"
event_temple_rebuilt,Храм в Иерусалиме восстановлен 515,Temple in Jerusalem rebuilt 515 B.C.E., ,text,False, , , , ,Храм в Иерусалиме восстановлен 515 г. до н. э.,Храм в Иерусалиме отстроен в 515 г. до н. э., ,Храм в Иерусалиме был восстановлен в 515 году до н. э.
event_jerusalem_rebuilt,Стена Иер. восстановлена в 455 г. до н. э.,Jerusalem wall rebuilt 455 B.C.E., ,text,False, , , , ,Стена Иерусалима восстановлена 455 г. до н. э.,Стены Иерусалима восстановлены в 455 г. до н. э., ,Восстановление стен Иерусалима в 455 году до н. э.
event_destruction_jerusalem2,Разрушение Иерусалима римлянами при Тите в 70 году н. э.,Destruction of Jerusalem 70 C.E. by Rome under Titus, ,text,False, , , , ,Разрушение Иерусалима 70 г. н. э. Римом при Тите,Разрушение Иерусалима Римом под предводительством Тита в 70 г. н. э., ,Разрушение Иерусалима в 70 году н. э. римскими войсками под командованием Тита
event_1914,"Конец времени народов (Луки 21:24), Царство Божье начинает править на небесах. 1914 г. н. э.","End of the time of the nations (Luke 21:24), God’s Kingdom starts to rule in heaven 1914 C.E.",include scripture Luke 21:24,text,False, , , , ,"Окончание времени язычников (Луки 21:24), Царство Бога начинает править на небе 1914 г. н. э.","Конец времён народов (Луки 21:24), Царство Бога начинает править на небесах в 1914 г. н. э.", ,С окончанием времени народов (Луки 21:24) Царство Божье начинает царствовать на небесах в 1914 году н. э.
became_king,стал королем в возрасте,becomes king at age,2025-04-14,text,False, , , , ,становится царём в возрасте,становится царём в возрасте, ,становится королём в возрасте
vulgate,"Вульгата, завершенная Иеронимом (латинский перевод Библии) ок. 405 г. н.э.",Vulgate completed by Jerome (Latin translation of the bible) c. 405 C.E., ,text,False, , , , ,Вульгата завершена Иеронимом (латинский перевод Библии) ок. 405 г. н. э.,Вульгата (латинский перевод Библии) завершена Иеронимом ок. 405 г. н. э., ,"«Вульгата», завершённая Иеронимом (латинский перевод Библии), ок. 405 г. н. э."
gutenberg,"Библия Гутенберга, напечатанная 1455",Gutenberg Bible printed 1455, ,text,False, , , , ,Библия Гутенберга напечатана в 1455 г.,Библия Гутенберга напечатана в 1455 году, ,"Библия Гутенберга, напечатанная в 1455 году"
erasmus,"Греческий текст Христианских Греческих Писаний, опубликованный Дезидерием Эразмом из Роттердама 1516",Greek text of Christian Greek Scriptures published by Desiderius Erasmus of Rotterdam 1516, ,text,False, , , , ,Греческий текст Христианских Греческих Писаний опубликован Эразмом Роттердамским в 1516 г.,Греческий текст Христианских Греческих Писаний опубликован Эразмом Роттердамским в 1516 году, ,"Греческий текст «Христианских греческих Писаний», изданный Дезидерием Эразмом Роттердамским в 1516 году"
luther,Перевод Библии Лютера в сентябре 1522 г.,Luther Bible translation in September 1522, ,text,False, , , , ,Перевод Библии Лютером в сентябре 1522 г.,Перевод Библии Лютера в сентябре 1522 года, ,Перевод Библии Лютера в сентябре 1522 года
tyndale,Английский перевод Библии Тиндейла 1536 г.,English Bible translation by Tyndale 1536, ,text,False, , , , ,Английский перевод Библии Ти́ндейлом 1536 г.,"Перевод Библии на английский язык Тиндейла, 1536 год", ,"Английский перевод Библии, выполненный Тиндейлом в 1536 году"
king_james,Библия короля Иакова 1611 г.,King James Bible 1611, ,text,False, , , , ,Библия короля Якова 1611,"Библия короля Якова, 1611 год", ,"Библия короля Якова, 1611 год"
69weeks3,"Иисус начинает свое служение в 29 г. н.э. (Луки 3:1, 21)","Jesus starts his service 29 CE (Luke 3:1, 21)", ,text,False, , , , ,"Иисус начинает своё служение в 29 н.э. (Луки 3:1, 21)","Иисус начинает своё служение в 29 г. н. э. (Луки 3:1, 21)", ,"Иисус начинает своё служение в 29 году н. э. (Лука 3:1, 21)"
ransom,середина недели «прекратить жертв.» Даниил 9:27,Middle of week “sacrifice to cease” Daniel 9:27, ,text,False, , , , ,«Жертва прекратится» в середине недели Даниил 9:27,"В середине недели «прекратится жертва», Даниил 9:27", ,"«Жертвоприношение, положившее конец» в середине недели — Даниил 9:27"
cornelius,Корнилий крестился по истечении 70 недель (Даниил 9:24) в 36 году н. э.,Cornelius baptized at the end of 70 weeks (Daniel 9:24) in 36 C.E., ,text,False, , , , ,Корнелий крещён в конце 70 седмин (Даниил 9:24) в 36 н.э.,Корнилий крестился в конце 70 недель (Даниил 9:24) в 36 г. н. э., ,Корнелий принял крещение в конце 70 недель (Даниил 9:24) в 36 году н. э.
columbus,конец доколумбового периода в Америке 1492 г.,End of the pre-columbian period in the Americas 1492, ,text,False, , , , ,Конец доколумбова периода в Америке 1492,"Конец доколумбовой эпохи в Америке, 1492 год", ,Конец доколумбового периода в Америке — 1492 год
declaration_independence,провозглашение независимости 13 колоний Америки 1776,Declaration of independence of 13 colonies in America 1776, ,text,False, , , , ,Декларация независимости 13 колоний в Америке 1776,"Декларация независимости 13 колоний в Америке, 1776 год", ,"Декларация независимости 13 американских колоний, 1776 год"
tischendorf,Тишендорф обнаруживает Синайский кодекс IV века в 1844 году.,Tischendorf discovers the Codex Sinaiticus from the 4th century in 1844, ,text,False, , , , ,Тишендорф обнаруживает Синайский кодекс IV века в 1844 году,Тишендорф обнаруживает Синайский кодекс IV века в 1844 году, ,В 1844 году Тишендорф открыл Синайский кодекс IV века
dead_sea_scrolls,Написаны свитки Мертвого моря,Dead Sea Scrolls written, ,text,False, , , , ,Свитки Мёртвого моря написаны,Написаны свитки Мёртвого моря, ,"Свитки Мертвого моря, написанные"
septuagint,Септуагинта LXX в переводе,Septuagint LXX translated, ,text,False, , , , ,Септуагинта LXX переведена,Переведена Септуагинта LXX, ,В Септуагинте (LXX) переведено
watchtower,Первый номер журнала «Сионская сторожевая башня и вестник присутствия Христа» вышел в свет в 1879 году.,The first issue of “Zion’s Watch Tower and Herald of Christ’s Presence” is published in 1879, ,text,False, , , , ,Первый выпуск «Башня Сиона и Вестник Присутствия Христа» опубликован в 1879 году,Выходит первый номер журнала «Сторожевая башня Сиона и вестник присутствия Христа» в 1879 году, ,В 1879 году вышел первый номер журнала «Сторожевая башня Сиона и Вестник Присутствия Христа»
jehovahs_witnesses,"Исследователи Библии приняли новое название — Свидетели Иеговы (Исаия 43:10, 12) в Колумбусе, штат Огайо, 1931 год.","The Bible Students adopt a new name – Jehovah’s Witnesses (Isaiah 43:10, 12) in Columbus, Ohio, 1931",include scripture,text,False, , , , ,"Исследователи Библии принимают новое имя – Свидетели Иеговы (Исаия 43:10, 12) в Колумбусе, Огайо, 1931","Исследователи Библии принимают новое имя — Свидетели Иеговы (Исаия 43:10, 12) в Колумбусе, Огайо, 1931 год", ,"В 1931 году в Колумбусе, штат Огайо, «Исследователи Библии» приняли новое название — «Свидетели Иеговы» (Исаия 43:10, 12)"
gilead_school,"Библейская школа Сторожевой Башни Галаад открылась в понедельник, 1 февраля 1943 года.","Watchtower Bible School of Gilead begins on Monday, February 1, 1943", ,text,False, , , , ,"Библейская школа «Сторожевой Башни» Галаад начинается в понедельник, 1 февраля 1943 года","Библейская школа Сторожевой Башни «Галаад» начинает работу в понедельник, 1 февраля 1943 года", ,"Библейская школа «Сторожевая башня» в Гилеаде открывается в понедельник, 1 февраля 1943 года"
new_world_translation1,"В «Переводе нового мира Священного Писания», выпущенном в Манчестере, Англия, 18 июня 1960 года, имя Иегова вновь появляется во многих частях Библии.","“New World Translation of the Holy Scriptures” released in Manchester, England on June 18, 1960, reintroduces the name Jehovah in many parts of the Bible",hightlight reintroduction of Jehovah’s name,text,False, , , , ,"«Перевод Священного Писания „Новый мир“» выпущен в Манчестере, Англия, 18 июня 1960 года, заново вводит имя Иегова во многих частях Библии","«Перевод нового мира Священного Писания», выпущенный в Манчестере, Англия, 18 июня 1960 года, снова вводит имя Иегова во многие части Библии", ,"«Перевод Священного Писания в Новом Мире», выпущенный 18 июня 1960 года в Манчестере (Англия), вновь вводит имя Иегова во многих местах Библии"
new_world_translation2,"Исправленное издание «Священное Писание — Перевод нового мира», на ежегодном собрании в 2013 году, оптимизированный для использования в цифровом формате","Revised “New World Translation of the Holy Scriptures” released at annual meeting 2013, optimized to be used digitally and online",new edition with digital and online in mind,text,False, , , , ,"Пересмотренный «Перевод Священного Писания „Новый мир“» выпущен на ежегодном собрании 2013 года, оптимизирован для цифрового и онлайн-использования","Пересмотренный «Перевод нового мира Священного Писания», представленный на ежегодном собрании 2013 года, оптимизирован для цифрового и онлайн-использования", ,"Переработанное издание «Перевод Священного Писания в Новом Мире», выпущенное на ежегодном собрании 2013 года, оптимизировано для использования в цифровом формате и в Интернете"
cold_war,«Холодная война» 1945-1991,Geopolitical situation labeled “Cold War” 1945-1991, ,text,False, , , , ,"Геополитическая ситуация, названная «Холодная война», 1945–1991","Геополитическая ситуация, получившая название «Холодная война», 1945–1991 гг.", ,"Геополитическая ситуация, получившая название «Холодная война», 1945–1991 гг."
codex_sinaiticus,Синайский кодекс написан,Codex Sinaiticus written, ,text,False, , , , ,Синайский кодекс написан,Написан Синайский кодекс, ,«Синайский кодекс» написан
codex_vaticanus,Кодекс Ватикана написан,Codex Vaticanus written, ,text,False, , , , ,Ватиканский кодекс написан,Написан Ватиканский кодекс, ,«Кодекс Ватиканский» написан
leningrad_codex,"Ленинградский кодекс, написанный в Каире в 1008 году нашей эры.",Leningrad Codex written in Cairo AD 1008, ,text,False, , , , ,Ленинградский кодекс написан в Каире в 1008 н.э.,Ленинградский кодекс написан в Каире в 1008 году н. э., ,"«Ленинградский кодекс», написанный в Каире в 1008 году нашей эры"
john,Иоанн пишет «Откровение» во время ссылки на Патмос в 96–98 гг. н. э.,John writes “revelation” while exiled on Patmos 96-98 C.E., ,text,False, , , , ,Иоанн пишет «Откровение» в изгнании на Патмосе 96–98 н.э.,"Иоанн пишет «Откровение», находясь в изгнании на Патмосе, 96–98 гг. н. э.", ,"Иоанн написал «Откровение», находясь в изгнании на острове Патмос в 96–98 годах н. э."
buddha,"Будда – Сиддхартха Гаутама, ок. 563–483 гг. до н. э.",The Buddha – Siddhartha Gautama c.563-c.483 B.C.E, ,text,False, , , , ,Будда – Сиддхартха Гаутама ок. 563–483 до н.э.,"Будда — Сиддхартха Гаутама, ок. 563 — ок. 483 гг. до н. э.", ,"Будда — Сиддхартха Гаутама, ок. 563—ок. 483 гг. до н. э."
buddha2,Будда альтернативно c. 480–400 гг. до н. э.,Buddha alternatively c. 480-400 B.C.E., ,text,False, , , , ,Будда альтернативно ок. 480–400 до н.э.,"Будда (альтернативно), ок. 480–400 гг. до н. э.", ,Будда (приблизительно 480–400 гг. до н. э.)
mohammed,Мухаммед ок. 570—632 н. э.,Mohammed c. 570-632, ,text,False, , , , ,Мухаммед ок. 570–632,"Мухаммед, ок. 570–632", ,"Мухаммед, ок. 570–632 гг."
confucius,Конфуций ок. 551–479 гг. до н. э.,Confucius c.551-c.479 B.C.E., ,text,False, , , , ,Конфуций ок. 551–479 до н.э.,"Конфуций, ок. 551 — ок. 479 гг. до н. э.", ,"Конфуций, ок. 551 — ок. 479 гг. до н. э."
hijrah,Хиджра – путешествие из Мекки в Медину 16 июля 622 г.,Hijrah - Journey Mecca to Medina 16 July 622, ,text,False, , , , ,Хиджра – путешествие из Мекки в Медину 16 июля 622 года,"Хиджра — путешествие из Мекки в Медину, 16 июля 622 года", ,Хиджра — переселение из Мекки в Медину 16 июля 622 года
moses_escape,"1553 г. до н.э. Моисей должен бежать из Египта – Исход 2:15, Деяния 7:23.","1553 B.C.E. Moses has to escape Egypt – Exodus 2:15, Acts 7:23", ,text,False, , , , ,"1553 до н.э. Моисей вынужден бежать из Египта – Исход 2:15, Деяния 7:23","1553 г. до н. э. Моисей вынужден бежать из Египта — Исход 2:15, Деяния 7:23", ,"1553 г. до н. э. Моисей вынужден бежать из Египта — Исход 2:15, Деяния 7:23"
10plagues,1513 г. до н. э. Египет подвергается 10 казням.,1513 B.C.E Egypt receives 10 plagues, ,text,False, , , , ,1513 до н.э. Египет поражается 10 казнями,1513 г. до н. э. на Египет обрушиваются 10 казней, ,1513 г. до н. э. На Египет обрушиваются 10 казней
joseph_sold,Иосифа продали в рабство в возрасте 17 лет – Быт. 37:2.,Joseph sold as slave at the age of 17 – Gen 37:2, ,text,False, , , , ,Иосиф продан в рабство в возрасте 17 лет – Быт. 37:2,Иосиф продан в рабство в возрасте 17 лет — Бытие 37:2, ,Иосиф был продан в рабство в возрасте 17 лет — Быт. 37:2
infliction,"400-летнее наказание (Деяния 7:6) – Измаил, 1913 г. до н.э.",400 year infliction (Acts 7:6) – Ishmael 1913 B.C.E, ,text,False, , , , ,400-летнее порабощение (Деяния 7:6) – Измаил 1913 до н.э.,"400-летний период притеснений (Деяния 7:6) — Измаил, 1913 г. до н. э.", ,"400-летнее страдание (Деяния 7:6) — Измаил, 1913 г. до н. э."
Alexander,Александр Македонский (Даниила 11:3),Alexander the Great (Daniel 11:3), ,text,False, , , , ,Александр Македонский (Даниил 11:3),Александр Македонский (Даниил 11:3), ,Александр Великий (Даниил 11:3)
persia,"Кир Великий, Камбис II, Дарий I 490 г. до н.э., Ксеркс I 480 г. до н.э. (муж Эстер, Даниил 11:2)","Cyrus the Great, Cambyses II, Darius I 490 BCE, Xerxes I 480 BCE (husband of Esther, Daniel 11:2)", ,text,False, , , , ,"Кир Великий, Камбис II, Дарий I 490 до н.э., Ксеркс I 480 до н.э. (муж Есфири, Даниил 11:2)","Кир Великий, Камбис II, Дарий I 490 г. до н. э., Ксеркс I 480 г. до н. э. (муж Есфири, Даниил 11:2)", ,"Кир Великий, Камбиз II, Дарий I — 490 г. до н. э., Ксеркс I — 480 г. до н. э. (муж Эстер, Даниил 11:2)"
king_north,"Селевк I Никатор (т. 5) от Сирии до Антиоха III (т. 10) и Селевка IV (т. 18, 19) до Октавиана (т. 20) и Тиберия (т. 21-24)","Seleucus I Nicator (v5) Syria to Antiochus III (v10) and Seleucus IV (v18, 19) down to Octavian (v20) and Tiberius (v21-24)", ,text,False, , , , ,"Селевк I Никатор (ст. 5) Сирия до Антиоха III (ст. 10) и Селевка IV (ст. 18, 19) вплоть до Октавиана (ст. 20) и Тиберия (ст. 21–24)","Селевк I Никатор (ст. 5) Сирия до Антиоха III (ст. 10) и Селевка IV (ст. 18, 19) вплоть до Октавиана (ст. 20) и Тиберия (ст. 21-24)", ,"Селевк I Никатор (гл. 5) — Сирия до Антиоха III (гл. 10) и Селевка IV (гл. 18, 19) вплоть до Октавиана (гл. 20) и Тиберия (гл. 21–24)"
king_north1,Северный царь,King of the North, ,text,True, , , , ,Царь Севера,Северный царь, ,Король Севера
king_south,"Птолемей I, II, III, IV (т11, 12), V (т15, 16) на битву при Акции 31 г. до н.э.","Ptolemy I, II, III, IV (v11, 12), V (v15, 16) to the battle Actium 31 B.C.E.", ,text,False, , , , ,"Птолемей I, II, III, IV (ст. 11, 12), V (ст. 15, 16) до битвы при Акциуме 31 до н.э.","Птолемей I, II, III, IV (ст. 11, 12), V (ст. 15, 16) до битвы при Акциуме 31 г. до н. э.", ,"Птолемей I, II, III, IV (v11, 12), V (v15, 16) до битвы при Актиуме в 31 г. до н. э."
king_south1,Южный царь,King of the South, ,text,True, , , , ,Царь Юга,Южный царь, ,Король Юга
king_south2,"Британская империя 1870 г., англо-американская мировая держава с 1914 г.","British Empire 1870, Anglo-American World Power since 1914", ,text,False, , , , ,"Британская империя 1870, англо-американская мировая держава с 1914 года","Британская империя 1870 г., Англо-Американская мировая держава с 1914 г.", ,"Британская империя 1870 года, англо-американская мировая держава с 1914 года"
king_south3,Южный царь,King of the South, ,text,True, , , , ,Царь Юга,Южный царь, ,Король Юга
king_north2,"Германия с императором Вильгельмом I 1871 (т.28), 1914 (т.29), 1935 (т.30b), 1939 (т.31а)","Germany with Emperor William I 1871 (v28), 1914 (v29), 1935 (v30b), 1939 (v31a)", ,text,False, , , , ,"Германия с императором Вильгельмом I 1871 (ст. 28), 1914 (ст. 29), 1935 (ст. 30б), 1939 (ст. 31а)","Германия при императоре Вильгельме I 1871 г. (ст. 28), 1914 г. (ст. 29), 1935 г. (ст. 30б), 1939 г. (ст. 31а)", ,"Германия при императоре Вильгельме I: 1871 г. (в. 28), 1914 г. (в. 29), 1935 г. (в. 30b), 1939 г. (в. 31a)"
king_north3,Север,North, ,text,False, , , , ,Север,Северный царь, ,Север
king_north4,"Советский Союз 1945-1991 (Даниил 11:32-39, 40б, 41)","Soviet Union 1945-1991 (Daniel 11:32-39, 40b, 41)", ,text,False, , , , ,"Советский Союз 1945–1991 (Даниил 11:32–39, 40б, 41)","Советский Союз 1945–1991 гг. (Даниил 11:32-39, 40б, 41)", ,"Советский Союз, 1945–1991 гг. (Даниил 11:32–39, 40б, 41)"
king_north5,Россия с 2017 г. (w20 мая),Russia since 2017 (w20 May), ,text,False, , , , ,Россия с 2017 года (w20 май),Россия с 2017 года (w20 май), ,Россия с 2017 года (по состоянию на 20 мая)
time_of_end,"Присутствие Христа, Завершение системы вещей (Матфея 24:3), последние дни (2 Тимофею 3:1)","Presence of Christ, Conclusion of the system of things (Matthew 24:3), the last days (2 Timothy 3:1)",scriptures written out,text,False, , , , ,"Присутствие Христа, окончание системы вещей (Матфея 24:3), последние дни (2 Тимофею 3:1)","Присутствие Христа, завершение системы вещей (Матфея 24:3), последние дни (2 Тимофею 3:1)", ,"Пришествие Христа, конец нынешнего мироустройства (Матфея 24:3), последние дни (2 Тимофея 3:1)"
time_of_end2,Последние дни,Last days, ,text,False, , , , ,Последние дни,Последние дни, ,Последние дни
