key,text,english,notes,tag,checked,checked_by,date,link,google,chatgpt,gemini,claude,deepl
7times2,៧ ដង – ២៥២០ ឆ្នាំ​ដល់​រាជាណាចក្រ​មេស្ស៊ី ឆ្នាំ ១៩១៤ គ.ស. (ដានីយ៉ែល ៤:២៣),7 times – 2520 years to the Messianic Kingdom 1914 C.E. (Daniel 4:23),7 times – 2520 years to the Messianic Kingdom 1914 C.E. (Daniel 4:23),text,False, , , , , , , , 
ww1,សង្គ្រាមលោកលើកទី ១ - ១៩១៤-១៩១៨ គ.,World War I – 1914–1918,World War I – 1914–1918 C.E.,text,False, , , , , , , , 
ww2,សង្គ្រាមលោកលើកទី ២ - ១៩៣៩-១៩៤៥ គ.,World War II – 1939–1945,World War II – 1939–1945 C.E.,text,False, , , , , , , , 
30_year_war,សង្គ្រាមសាមសិបឆ្នាំនៅអឺរ៉ុប ១៦១៨-១៦៤៨,Thirty Years' War in Europe 1618-1648,Thirty Years' War in Europe 1618-1648,text,False, , , , , , , , 
joshua,១១០ ឆ្នាំ។,110 years,110 years,text,False, , , , , , , , 
caleb,ជាង ៨៥ ឆ្នាំ។,more than 85 years,more than 85 years,text,False, , , , , , , , 
missionary1,ដំណើរផ្សងព្រេងដំបូងរបស់ប៉ុល គ. ៤៧–៤៨ គ.ស. ជាមួយ​បាណាបាស និង​យ៉ូហាន ម៉ាកុស,"First Missionary Journey of Paul, c. 47-48 C.E. with Barnabas and John Mark","First Missionary Journey of Paul, c. 47-48 C.E. with Barnabas and John Mark",text,False, , , , , , , , 
circumcision,បញ្ហាកាត់ស្បែកនៅក្រុងអាន់ទីយ៉ូក សន្និសីទនៅទីក្រុងយេរូសាឡឹម គ. ៤៩ គ.ស.,"Circumcision issue at Antioch, conference in Jerusalem c. 49 C.E.","Circumcision issue at Antioch, conference in Jerusalem c. 49 C.E.",text,False, , , , , , , , 
missionary2,ដំណើរផ្សងព្រេងទីពីរ គ. ៤៩-៥២ គ.ស. ជាមួយស៊ីឡាស (ស៊ីលវ៉ានុស),Second Missionary Journey c. 49-52 C.E with Silas (Silvanus),Second Missionary Journey c. 49-52 C.E with Silas (Silvanus),text,False, , , , , , , , 
missionary3,ដំណើរផ្សងព្រេងទីបី គ. ៥២-៥៦ គ.ស.,Third Missionary Journey c. 52-56 C.E.,Third Missionary Journey c. 52-56 C.E.,text,False, , , , , , , , 
caesarea,ប៉ូល​ដែល​ជាប់​ឃុំឃាំង​នៅ​សេសារា គ. ៥៦-៥៨ គ.ស.,Paul in custody in Caesarea c. 56-58 C.E.,Paul in custody in Caesarea c. 56-58 C.E.,text,False, , , , , , , , 
rome1,ការជាប់គុកដំបូងរបស់ប៉ូលនៅទីក្រុងរ៉ូម គ. ៥៩-៦១ គ.ស.,Paul’s first imprisonment in Rome c. 59-61 C.E.,Paul’s first imprisonment in Rome c. 59-61 C.E.,text,False, , , , , , , , 
rome2,ការជាប់គុកលើកទីពីររបស់ប៉ូលនៅទីក្រុងរ៉ូម គ. ៦៥ គ.ស. ធីម៉ូថេទី២ បានសរសេរថា ប៉ុលបានប្រហារជីវិត,"Paul’s second imprisonment in Rome c. 65 C.E., 2 Timothy written, Paul executed","Paul’s second imprisonment in Rome c. 65 CE, 2 Timothy written, Paul executed",text,False, , , , , , , , 
event_exodus,និក្ខមនំ​ចេញ​ពី​ប្រទេស​អេស៊ីប​នៅ​ថ្ងៃ​ទី ១៤ ខែ​ណែសាន ឆ្នាំ ១៥១៣ មុន គ.ស.,"Exodus from Egypt on Nisan 14th, 1513 B.C.E.","Exodus from Egypt on Nisan 14th, 1513 B.C.E.",text,False, , , , , , , , 
event_division_kingdom,ផ្នែកនៃអ៊ីស្រាអែល ៩៩៧ មុនគ.ស,Division of Israel 997 BCE,Division of Israel 997 BCE,text,False, , , , , , , , 
event_destruction_samaria,ការបំផ្លិចបំផ្លាញស្រុកសាម៉ារី ៧៤០ មុនគ.ស. ដោយ អាស្ស៊ីរី,Destruction of Samaria 740 B.C.E. by Assyria,Destruction of Samaria 740 B.C.E. by Assyria,text,False, , , , , , , , 
event_destruction_jerusalem1,ការបំផ្លិចបំផ្លាញក្រុងយេរូសាឡឹម ៦០៧ មុនគ. ដោយបាប៊ីឡូន ៣៩០ ឆ្នាំបន្ទាប់ពីការបែកបាក់នៃនគរ (អេសេគាល ៤: ៥),"Destruction of Jerusalem 607 B.C.E. by Babylon, 390 years after the division of the kingdom (Ezekiel 4:5)","Destruction of Jerusalem 607 B.C.E. by Babylon, 390 years after the division of the kingdom (Ezekiel 4:5)",text,False, , , , , , , , 
event_temple_rebuilt,ប្រាសាទ​នៅ​ក្រុង​យេរូសាឡឹម​បាន​កសាង​ឡើង​វិញ​នៅ​ឆ្នាំ ៥១៥ មុន​គ.ស.,Temple in Jerusalem rebuilt 515 B.C.E.,Temple in Jerusalem rebuilt 515 B.C.E.,text,False, , , , , , , , 
event_jerusalem_rebuilt,ជញ្ជាំង​ក្រុង​យេរូសាឡិម​បាន​កសាង​ឡើង​វិញ​នៅ​ឆ្នាំ ៤៥៥ មុនគ.ស.,Jerusalem wall rebuilt 455 B.C.E.,Jerusalem wall rebuilt 455 B.C.E.,text,False, , , , , , , , 
event_destruction_jerusalem2,ការបំផ្លិចបំផ្លាញក្រុងយេរូសាឡិមឆ្នាំ ៧០ នៃគ.ស. ដោយទីក្រុងរ៉ូមនៅក្រោមទីតុស,Destruction of Jerusalem 70 C.E. by Rome under Titus,Destruction of Jerusalem 70 C.E. by Rome under Titus,text,False, , , , , , , , 
event_1914,ចុងបញ្ចប់នៃគ្រានៃប្រជាជាតិនានា (លូកា ២១:២៤) រាជាណាចក្ររបស់ព្រះចាប់ផ្តើមគ្រប់គ្រងនៅស្ថានសួគ៌នៅឆ្នាំ ១៩១៤ គ.ស.,"End of the time of the nations (Luke 21:24), God’s Kingdom starts to rule in heaven 1914 C.E.","End of the time of the nations (Luke 21:24), God’s Kingdom starts to rule in heaven 1914 C.E.",text,False, , , , , , , , 
became_king,បានក្លាយជាស្តេចនៅអាយុ,becomes king at age,becomes king at age,text,False, , , , , , , , 
vulgate,Vulgate បានបញ្ចប់ដោយ Jerome (ការបកប្រែជាឡាតាំងនៃព្រះគម្ពីរ) គ. ៤០៥ គ.ស.,Vulgate completed by Jerome (Latin translation of the bible) c. 405 C.E.,Vulgate completed by Jerome (Latin translation of the bible) c. 405 C.E.,text,False, , , , , , , , 
gutenberg,សៀវភៅ Gutenberg បោះពុម្ពឆ្នាំ ១៤៥៥,Gutenberg Bible printed 1455,Gutenberg Bible printed 1455,text,False, , , , , , , , 
erasmus,អត្ថបទជាភាសាក្រិចនៃបទគម្ពីរភាសាក្រិចរបស់គ្រិស្តបរិស័ទ បោះពុម្ពដោយ Desiderius Erasmus នៃទីក្រុង Rotterdam ឆ្នាំ ១៥១៦,Greek text of Christian Greek Scriptures published by Desiderius Erasmus of Rotterdam 1516,Greek text of Christian Greek Scriptures published by Desiderius Erasmus of Rotterdam 1516,text,False, , , , , , , , 
luther,ការ​បក​ប្រែ Luther Bible នៅ​ខែ​កញ្ញា ឆ្នាំ ១៥២២,Luther Bible translation in September 1522,Luther Bible translation in September 1522,text,False, , , , , , , , 
tyndale,ការបកប្រែព្រះគម្ពីរជាភាសាអង់គ្លេសដោយ Tyndale ១៥៣៦,English Bible translation by Tyndale 1536,English Bible translation by Tyndale 1536,text,False, , , , , , , , 
king_james,King James Bible ១៦១១,King James Bible 1611,King James Bible 1611,text,False, , , , , , , , 
69weeks3,"ព្រះ​យេស៊ូ​ចាប់​ផ្ដើម​បម្រើ​ទ្រង់ ២៩ គ.ស. (លូកា ៣:១, ២១)","Jesus starts his service 29 CE (Luke 3:1, 21)","Jesus starts his service 29 CE (Luke 3:1, 21)",text,False, , , , , , , , 
ransom,ពាក់កណ្តាលសប្តាហ៍ «ការលះបង់ដើម្បីឈប់» ដានីយ៉ែល ៩:២៧,Middle of week “sacrifice to cease” Daniel 9:27,Middle of week “sacrifice to cease” Daniel 9:27,text,False, , , , , , , , 
cornelius,កូនេលាស​បាន​ទទួល​បុណ្យ​ជ្រមុជ​ទឹក​នៅ​ចុង​បញ្ចប់​នៃ ៧០ សប្តាហ៍ (ដានីយ៉ែល ៩:២៤) ក្នុង​ឆ្នាំ ៣៦្ គ.ស.,Cornelius baptized at the end of 70 weeks (Daniel 9:24) in 36 C.E.,Cornelius baptized at the end of 70 weeks (Daniel 9:24) in 36 C.E.,text,False, , , , , , , , 
columbus,ចុងបញ្ចប់នៃសម័យមុនកូឡុំប៊ីនៅអាមេរិក ១៤៩២,End of the pre-columbian period in the Americas 1492,End of the pre-columbian period in the Americas 1492,text,False, , , , , , , , 
declaration_independence,ការប្រកាសឯករាជ្យនៃអាណានិគមចំនួន ១៣្ នៅអាមេរិក ១៧៧៦,Declaration of independence of 13 colonies in America 1776,Declaration of independence of 13 colonies in America 1776,text,False, , , , , , , , 
tischendorf,Tischendorf រកឃើញ Codex Sinaiticus ពីសតវត្សទី ៤ ក្នុងឆ្នាំ ១៨៤៤,Tischendorf discovers the Codex Sinaiticus from the 4th century in 1844,Tischendorf discovers the Codex Sinaiticus from the 4th century in 1844,text,False, , , , , , , , 
dead_sea_scrolls,រមូរសមុទ្រស្លាប់ត្រូវបានសរសេរ,Dead Sea Scrolls written,Dead Sea Scrolls written,text,False, , , , , , , , 
septuagint,Septuagint LXX បកប្រែ,Septuagint LXX translated,Septuagint LXX translated,text,False, , , , , , , , 
watchtower,សៀវភៅ​ដំបូង​នៃ​«​ប៉ម​យាម​ស៊ីយ៉ូន​និង​ការ​ប្រកាស​អំពី​វត្តមាន​របស់​ព្រះ​គ្រីស្ទ» ត្រូវ​បាន​បោះពុម្ព​ក្នុង​ឆ្នាំ ១៨៧៩,The first issue of “Zion’s Watch Tower and Herald of Christ’s Presence” is published in 1879,The first issue of “Zion’s Watch Tower and Herald of Christ’s Presence” is published in 1879,text,False, , , , , , , , 
jehovahs_witnesses,"សិស្ស​គម្ពីរ​បាន​យក​ឈ្មោះ​ថ្មី គឺ​សាក្សី​ព្រះ​យេហូវ៉ា (អេសាយ ៤៣:១០, ១២) នៅ​ក្រុង​កូឡុំបឹស អូហៃអូ ឆ្នាំ ១៩៣១","The Bible Students adopt a new name – Jehovah’s Witnesses (Isaiah 43:10, 12) in Columbus, Ohio, 1931","The Bible Students adopt a new name – Jehovah’s Witnesses (Isaiah 43:10, 12) in Columbus, Ohio, 1931",text,False, , , , , , , , 
gilead_school,សាលា​ព្រះគម្ពីរ​កាឡាដ​របស់​ប៉មយាម​បាន​ចាប់​ផ្ដើម​នៅ​ថ្ងៃ​ច័ន្ទ ទី​១ ខែ​កុម្ភៈ ឆ្នាំ​១៩៤៣,"Watchtower Bible School of Gilead begins on Monday, February 1, 1943","Watchtower Bible School of Gilead begins on Monday, February 1, 1943",text,False, , , , , , , , 
new_world_translation1,«ការ​បក​ប្រែ​ពិភព​លោក​ថ្មី​នៃ​បទ​គម្ពីរ​បរិសុទ្ធ» ដែល​បាន​ចេញ​ផ្សាយ​នៅ​ក្រុង Manchester ប្រទេស​អង់គ្លេស នៅ​ថ្ងៃ​ទី១៨ ខែ​មិថុនា ឆ្នាំ​១៩៦០ បង្ហាញ​ព្រះ​នាម​ព្រះ​យេហូវ៉ា​ឡើង​វិញ​ក្នុង​ផ្នែក​ជា​ច្រើន​នៃ​គម្ពីរ។,"“New World Translation of the Holy Scriptures” released in Manchester, England on June 18, 1960, reintroduces the name Jehovah in many parts of the Bible","“New World Translation of the Holy Scriptures” released in Manchester, England on June 18, 1960, reintroduces the name Jehovah in many parts of the Bible",text,False, , , , , , , , 
new_world_translation2,បានកែប្រែ «ការបកប្រែពិភពលោកថ្មីនៃបទគម្ពីរបរិសុទ្ធ» ដែលបានចេញផ្សាយនៅក្នុងកិច្ចប្រជុំប្រចាំឆ្នាំ ២០១៣ ដែលត្រូវបានកែលម្អឱ្យប្រើជាឌីជីថល និងតាមអ៊ីនធឺណិត។,"Revised “New World Translation of the Holy Scriptures” released at annual meeting 2013, optimized to be used digitally and online","Revised “New World Translation of the Holy Scriptures” released at annual meeting 2013, optimized to be used digitally and online",text,False, , , , , , , , 
cold_war,"ស្ថានភាពភូមិសាស្ត្រនយោបាយ បានដាក់ស្លាកថា ""សង្គ្រាមត្រជាក់"" ឆ្នាំ ១៩៤៥-១៩៩១",Geopolitical situation labeled “Cold War” 1945-1991,Geopolitical situation labeled “Cold War” 1945-1991,text,False, , , , , , , , 
codex_sinaiticus,Codex Sinaiticus បានសរសេរ,Codex Sinaiticus written,Codex Sinaiticus written,text,False, , , , , , , , 
codex_vaticanus,Codex Vaticanus បានសរសេរ,Codex Vaticanus written,Codex Vaticanus written,text,False, , , , , , , , 
leningrad_codex,Leningrad Codex បានសរសេរនៅក្នុង Cairo AD ១០០៨,Leningrad Codex written in Cairo AD 1008,Leningrad Codex written in Cairo AD 1008,text,False, , , , , , , , 
john,យ៉ូហាន​សរសេរ « វិវរណៈ » ពេល​ត្រូវ​និរទេស​នៅ​ប៉ាត់ម៉ុស ៩៦-៩៨ គ.ស.,John writes “revelation” while exiled on Patmos 96-98 C.E.,John writes “revelation” while exiled on Patmos 96-98 C.E.,text,False, , , , , , , , 
buddha,ព្រះពុទ្ធ - សត្ថាធិប្បាយ ហ្គោតាម៉ា ៥៦៣ - ៤៨៣ មុន​គ.ស.,The Buddha – Siddhartha Gautama c.563-c.483 B.C.E,The Buddha – Siddhartha Gautama c.563-c.483 B.C.E,text,False, , , , , , , , 
buddha2,ព្រះពុទ្ធ​ជំនួស គ. ៤៨០-៤០០ មុន​គ.ស.,Buddha alternatively c. 480-400 B.C.E.,Buddha alternatively c. 480-400 B.C.E.,text,False, , , , , , , , 
mohammed,លោក ម៉ូហាំម៉ាត់ គ. ៥៧០-៦៣២ គ.ស.,Mohammed c. 570-632,Mohammed c. 570-632 C.E.,text,False, , , , , , , , 
confucius,ខុងជឺ c.៥៥១-c.៤៧៩ មុន​គ.ស.,Confucius c.551-c.479 B.C.E.,Confucius c.551-c.479 B.C.E.,text,False, , , , , , , , 
hijrah,ហ៊ីជីរ៉ា - ដំណើរ មេកា ទៅ មេឌីណាថ្ងៃទី ១៦ ខែកក្កដាឆ្នាំ ៦២២,Hijrah - Journey Mecca to Medina 16 July 622,Hijrah - Journey Mecca to Medina 16 July 622,text,False, , , , , , , , 
moses_escape,"១៥៥៣ មុនគ.ស. ម៉ូសេ​ត្រូវ​រត់​គេច​ពី​ស្រុក​អេស៊ីព្ទ - និក្ខមនំ ២:១៥, កិច្ចការ ៧:២៣","1553 B.C.E. Moses has to escape Egypt – Exodus 2:15, Acts 7:23","1553 B.C.E. Moses has to escape Egypt – Exodus 2:15, Acts 7:23",text,False, , , , , , , , 
10plagues,១៥១៣ មុនគ.ស. អេហ្ស៊ីបទទួលគ្រោះកាចចំនួន១០,1513 B.C.E Egypt receives 10 plagues,1513 B.C.E Egypt receives 10 plagues,text,False, , , , , , , , 
joseph_sold,យ៉ូសែប​បាន​លក់​ជា​ខ្ញុំ​បម្រើ​នៅ​អាយុ ១៧ ឆ្នាំ – លោកុប្បត្តិ ៣៧:២,Joseph sold as slave at the age of 17 – Gen 37:2,Joseph sold as slave at the age of 17 – Gen 37:2,text,False, , , , , , , , 
infliction,ការ​ធ្វើ​បាប ៤០០ ឆ្នាំ (កិច្ចការ ៧:៦) – អ៊ីសម៉ាអែល ១៩១៣ មុន​គ.ស.,400 year infliction (Acts 7:6) – Ishmael 1913 B.C.E,400 year infliction (Acts 7:6) – Ishmael 1913 B.C.E,text,False, , , , , , , , 
Alexander,អាឡិចសាន់ឌឺដ៏អស្ចារ្យ (ដានីយ៉ែល ១១:៣),Alexander the Great (Daniel 11:3),Alexander the Great (Daniel 11:3),text,False, , , , , , , , 
persia,"ស៊ីរូសដ៏អស្ចារ្យ, ខេមប៊ីស៊ូសII, ដាយរូស I ៤៩០ មុន​គ.ស., សេកសេស I ៤៨០ មុន​គ.ស. (ប្តីរបស់ អេសធើរ, ដានីយ៉ែល ១១:២)","Cyrus the Great, Cambyses II, Darius I 490 BCE, Xerxes I 480 BCE (husband of Esther, Daniel 11:2)","Cyrus the Great, Cambyses II, Darius I 490 BCE, Xerxes I 480 BCE (husband of Esther, Daniel 11:2)",text,False, , , , , , , , 
king_north,"Seleucus I Nicator (v៥) Syria ទៅ Antiochus III (v១០) និង Seleucus IV (v១៨, ១៩) ចុះទៅ Octavian (v២០) និង Tiberius (v២១-២៤)","Seleucus I Nicator (v5) Syria to Antiochus III (v10) and Seleucus IV (v18, 19) down to Octavian (v20) and Tiberius (v21-24)","Seleucus I Nicator (v5) Syria to Antiochus III (v10) and Seleucus IV (v18, 19) down to Octavian (v20) and Tiberius (v21-24)",text,False, , , , , , , , 
king_north1,ស្តេចខាងជើង,King of the North,King of the North,text,False, , , , , , , , 
king_south,"Ptolemy I, II, III, IV (v១១, ១២), V (v១៥, ១៦) ទៅកាន់សមរភូមិ Actium ៣១ មុន​គ.ស.","Ptolemy I, II, III, IV (v11, 12), V (v15, 16) to the battle Actium 31 B.C.E.","Ptolemy I, II, III, IV (v11, 12), V (v15, 16) to the battle Actium 31 B.C.E.",text,False, , , , , , , , 
king_south1,ស្តេចខាងត្បូង,King of the South,King of the South,text,False, , , , , , , , 
king_south2,ចក្រភពអង់គ្លេសឆ្នាំ ១៨៧០ ដែលជាមហាអំណាចពិភពលោក អង់គ្លេស-អាមេរិក តាំងពីឆ្នាំ ១៩១៤,"British Empire 1870, Anglo-American World Power since 1914","British Empire 1870, Anglo-American World Power since 1914",text,False, , , , , , , , 
king_south3,ស្តេចខាងត្បូង,King of the South,King of the South,text,False, , , , , , , , 
king_north2,"ប្រទេសអាល្លឺម៉ង់ជាមួយអធិរាជ William ១ ១៨៧១ (v២៨), ១៩១៤ (v២៩), ១៩៣៥ (v៣០b), ១៩៣៩ (v៣១a)","Germany with Emperor William I 1871 (v28), 1914 (v29), 1935 (v30b), 1939 (v31a)","Germany with Emperor William I 1871 (v28), 1914 (v29), 1935 (v30b), 1939 (v31a)",text,False, , , , , , , , 
king_north3,ខាងជើង,North,North,text,False, , , , , , , , 
king_north4,"សហភាពសូវៀត ១៩៤៥-១៩៩១១ (ដានីយ៉ែល ១១:៣២-៣៩, ៤០b, ៤១)","Soviet Union 1945-1991 (Daniel 11:32-39, 40b, 41)","Soviet Union 1945-1991 (Daniel 11:32-39, 40b, 41)",text,False, , , , , , , , 
king_north5,ប្រទេសរុស្ស៊ីតាំងពីឆ្នាំ ២០១៧ (w២០ ឧសភា),Russia since 2017 (w20 May),Russia since 2017 (w20 May),text,False, , , , , , , , 
time_of_end,វត្តមាន​របស់​ព្រះ​គ្រីស្ទ ការ​សន្និដ្ឋាន​នៃ​របៀប​របប​ពិភព​លោក (ម៉ាថាយ ២៤:៣) គ្រា​ចុង​ក្រោយ​បង្អស់ (២ធីម៉ូថេ ៣:១),"Presence of Christ, Conclusion of the system of things (Matthew 24:3), the last days (2 Timothy 3:1)","Presence of Christ, Conclusion of the system of things (Matthew 24:3), the last days (2 Timothy 3:1)",text,False, , , , , , , , 
time_of_end2,ថ្ងៃ​ចុងក្រោយ,Last days,Last days,text,False, , , , , , , , 
suryavaman2,ព្រះបាទសូរ្យវរ្ម័នទី២ កសាងអង្គរវត្ត ១១១៣-១១៥០,King Suryavarman II builds Angkor Wat 1113-1150,King Suryavarman II builds Angkor Wat 1113-1150,text,False, , , , , , , , 
notre-dame,ណូត្រេ-ដាម ប៉ារីស បានសាងសង់នៅឆ្នាំ ១១៦៣-១២៦០,Notre-Dame de Paris built 1163-1260,Notre-Dame de Paris built 1163-1260,text,False, , , , , , , , 
babel,ប៉ម បាបិល ត្រូវបានសាងសង់,Tower of Babel built,Tower of Babel built,text,False, , , , , , , , 
infliction1,៤០០ឆ្នាំ នៅក្នុងការចម្លង,400 year infliction,400 year infliction,text,False, , , , , , , , 
Lots_wife,ប្រពន្ធរបស់ឡុត,Lot’s wife,Lot’s wife,text,False, , , , , , , , 
Lots_daughters,កូន​ស្រី​របស់​ឡុត,Daughters of Lot,Daughters of Lot,text,False, , , , , , , , 
Moab,​ម៉ូអាប់ (កូនស្រីច្បង),Moab (older daughter),Moab (older daughter),text,False, , , , , , , , 
rosetta,ថ្ម រ៉ូសេតា ១៩៦ មុនគ.,Rosetta stone 196 B.C.E.,Rosetta stone 196 B.C.E.,text,False, , , , , , , , 
Herodotus,"ហេរ៉ូដូតុស គ. ៤៨៤ – គ. ៤២៥ មុនគ.ស សរសេរ ""ប្រវត្តិសាស្ត្រ""","Herodotus c. 484 – c. 425 BC, writes The Histories","Herodotus c. 484 – c. 425 BC, writes The Histories",text,False, , , , , , , , 
Aristotle,អារីស្តូត ៣៨៤-៣២២ មុនគ,Aristotle 384 – 322 BC,Aristotle 384 – 322 BC,text,False, , , , , , , , 
Ptolemy,តូលេមី ១០០ - គ។ ១៧០ គ.ស.,Ptolemy c 100 – c. 170 C.E.,Ptolemy c 100 – c. 170 C.E.,text,False, , , , , , , , 
Pythagoras,ភីថាហ្គោរ៉ាស គ. ៥៧០ – គ. ៤៩៥ មុនគ,Pythagoras c. 570 – c. 495 BC,Pythagoras c. 570 – c. 495 BC,text,False, , , , , , , , 
Plato,ផ្លាតូ គ. ៤២៧ – គ. ៣៤៨ មុនគ,Plato c. 427 – c. 348 BC,Plato c. 427 – c. 348 BC,text,False, , , , , , , , 
Socrates,សូក្រាត គ. ៤៧០ – គ. ៣៩៩ មុនគ,Socrates c. 470 – c. 399 BC,Socrates c. 470 – c. 399 BC,text,False, , , , , , , , 
Josephus,យ៉ូសែប គ. ៣៧ – គ. ១០០គ.ស.,Josephus c. 37 – c. 100 C.E.,Josephus c. 37 – c. 100 C.E.,text,False, , , , , , , , 
Cicero,ស៊ីសេរ៉ូ ១០៦-៤៣ មុនគ,Cicero 106–43 BC,Cicero 106–43 BC,text,False, , , , , , , , 
lachish_letters,អក្សរឡាចស៊ីស គ. ៥៩០ មុនគ.ស.,Lachish letters c. 590 B.C.E.,Lachish letters c. 590 B.C.E.,text,False, , , , , , , , 
lachish_reliefs,ការធូរស្បើយ ក្រុងឡាគីស គ. ៦៨១ មុនគ.ស.,Lachish reliefs c. 681 B.C.E.,Lachish reliefs c. 681 B.C.E.,text,False, , , , , , , , 
mesha_stele,មេសា ស្ទីល (ថ្ម ពួកម៉ូអាប់) គ. ៨៤០ មុនគ.ស.,Mesha Stele (Moabite stone) c. 840 B.C.E.,Mesha Stele (Moabite stone) c. 840 B.C.E.,text,False, , , , , , , , 
gilgamesh,Gilgamesh and Aga 𒇽𒆥𒄄𒀀𒀝𒂵,Gilgamesh and Aga 𒇽𒆥𒄄𒀀𒀝𒂵,Gilgamesh and Aga 𒇽𒆥𒄄𒀀𒀝𒂵,text,False, , , , , , , , 
epic_gilgamesh,វីរភាពនៃ ហ្គីហ្គាមេស (Sîn-lēqi-unninni),Epic of Gilgamesh (Sîn-lēqi-unninni),Epic of Gilgamesh (Sîn-lēqi-unninni),text,False, , , , , , , , 
gregorian,ប្រតិទិនហ្គ្រេហ្គោរៀន ១៥៨២,Gregorian calendar 1582,Gregorian calendar 1582,text,False, , , , , , , , 
shang-dynasty,គ. ១៦០០-១០៤៦ មុនគ.ស,c. 1600-1046 BC,c. 1600-1046 BC,text,False, , , , , , , , 
western-zhou,គ. ១០៤៦-៧៧១ មុនគ.ស,c. 1046-771 BC,c. 1046-771 BC,text,False, , , , , , , , 
qin-dynasty,ឈីន ២២១-២០៧ មុនគ,Qin 221-207 BC,Qin 221-207 BC,text,False, , , , , , , , 
