key,text,notes,english
cornelius,Nagbinyag si Cornelio sa pagtatapos ng 70 linggo (Daniel 9:24) noong 36 C.E.,,Cornelius baptized at the end of 70 weeks (Daniel 9:24) in 36 C.E.
columbus,pagtatapos ng panahong bago dumating ang mga columbian sa Amerika 1492,,end of the pre-columbian period in the Americas 1492
declaration_independence,deklarasyon ng kalayaan ng 13 kolonya sa Amerika 1776,,declaration of independence of 13 colonies in America 1776
tischendorf,Natuklasan ni Tischendorf ang Codex Sinaiticus mula sa ika 4 na siglo noong 1844,,Tischendorf discovers the Codex Sinaiticus from the 4th century in 1844
dead_sea_scrolls,Dead Sea Scrolls nakasulat,,Dead Sea Scrolls written
septuagint,Septuagint LXX isinalin,,Septuagint LXX translated
watchtower,"Ang unang isyu ng ""Zion's Watch Tower and Herald of Christ's Presence"" ay inilathala noong 1879",,The first issue of “Zion’s Watch Tower and Herald of Christ’s Presence” is published in 1879
photodrama,"Ang ""Photo-Drama of Creation"" ay unang ipinalabas sa New York noong Enero 11, 1914",,"The “Photo-Drama of Creation” is first shown in New York on January 11, 1914"
jehovahs_witnesses,"Ginamit ng mga Estudyante ng Bibliya ang bagong pangalan – Mga Saksi ni Jehova (Isaias 43:10, 12) sa Columbus, Ohio, 1931",include scripture,"The Bible Students adopted a new name – Jehovah’s Witnesses (Isaiah 43:10, 12) in Columbus, Ohio, 1931"
gilead_school,"Ang Watchtower Bible School of Gilead ay nagsimula noong Lunes, Pebrero 1, 1943",,"Watchtower Bible School of Gilead began on Monday, February 1, 1943"
new_world_translation1,"""New World Translation of the Holy Scriptures"" na inilabas sa Manchester, England noong Hunyo 18, 1960, muling ipinakilala ang pangalang Jehova sa maraming bahagi ng Bibliya",hightlight reintroduction of Jehovah’s name,"“New World Translation of the Holy Scriptures” released in Manchester, England on June 18, 1960, reintroduce the name Jehovah in many parts of the Bible"
truth_book,"Ang aklat na ""Ang Katotohanan na Humahantong sa Buhay na Walang Hanggan"" ay inilabas 1968",,The book “The Truth That Leads to Eternal Life” released 1968
metropolitan,Simula ng metropolitan witnessing sa 2011,,Start of metropolitan witnessing in 2011
jw_org,Simula ng JW.ORG na may mga tagubilin sa ministeryo sa kaharian Disyembre 2012,,Start of JW.ORG with instructions in kingdom ministry December 2012
new_world_translation2,"Binagong ""New World Translation of the Holy Scriptures"" na inilabas sa taunang miting 2013, na optimize upang magamit nang digital at online",new edition with digital and online in mind,"Revised “New World Translation of the Holy Scriptures” released at annual meeting 2013, optimized to be used digitally and online"
jw_broadcasting,Simula ng jw.broadcasting noong Oktubre 2014,,Start of jw.broadcasting in October 2014
meeting_workbook,"Bagong format ng midweek meeting na may ""meeting workbook"" simula Enero 2016",,New format of midweek meeting with “meeting workbook” starting January 2016
covid19,Covid 19,,Covid-19
cold_war,"Geopolitical sitwasyon na may label na ""Cold War"" 1945 1991",,Geopolitical situation labeled “Cold War” 1945-1991
timeline_created,"Ang timeline na ito ay nilikha noong 2023, ang pinakamainit na taon sa kasaysayan ng tao at ang huling 125,000 taon",,"This timeline was created in 2023, the hottest year in human history and the last 125,000 years"
codex_sinaiticus,Codex Sinaiticus nakasulat,,Codex Sinaiticus written
codex_vaticanus,Codex Vaticanus nakasulat,,Codex Vaticanus written
leningrad_codex,Leningrad Codex na nakasulat sa Cairo AD 1008,,Leningrad Codex written in Cairo AD 1008
john,"Isinulat ni Juan ang ""paghahayag"" habang ipinatapon noong Patmos 96-98 C.E.",,John writes “revelation” while exiled on Patmos 96-98 C.E.
nicaea1,Unang Konseho ng Nicaea,,First Council of Nicaea
buddha,Ang Buddha – Siddhartha Gautama c.563-c.483 B.C.E,,The Buddha – Siddhartha Gautama c.563-c.483 B.C.E
buddha2,Buddha bilang kahalili c. 480-400 B.C.E.,,Buddha alternatively c. 480-400 B.C.E.
mohammed,Mohammed c. 570-632 C.E.,,Mohammed c. 570-632 C.E.
confucius,Confucius c.551-c.479 B.C.E.,,Confucius c.551-c.479 B.C.E.
hijrah,Hijrah - Paglalakbay Mecca sa Medina 16 Hulyo 622,,Hijrah - Journey Mecca to Medina 16 July 622
moses_escape,"1553 B.C.E. Kailangang makatakas si Moises sa Ehipto – Exodo 2:15, Gawa 7:23",,"1553 B.C.E. Moses has to escape Egypt – Exodus 2:15, Acts 7:23"
10plagues,1513 B.C.E Nakatanggap ang Ehipto ng 10 salot,,1513 B.C.E Egypt receives 10 plagues
joseph_sold,Ibinenta ni Jose bilang alipin sa edad na 17 – Gen 37:2,,Joseph sold as slave at the age of 17 – Gen 37:2
infliction,400 taong pagpapataw (Mga Gawa 7:6) – Ismael 1913 B.C.E,,400 year infliction (Acts 7:6) – Ishmael 1913 B.C.E
Alexander,Alexander the Great (Daniel 11:3),,Alexander the Great (Daniel 11:3)
persia,"Cyrus the Great, Cambyses II, Darius I 490 BCE, Xerxes I 480 BCE (asawa ni Ester, Daniel 11:2)",,"Cyrus the Great, Cambyses II, Darius I 490 BCE, Xerxes I 480 BCE (husband of Esther, Daniel 11:2)"
persia2,Persia,,Persia
king_north,"Seleucus I Nicator (v5) Syria hanggang Antiochus III (v10) at Seleucus IV (v18, 19) pababa sa Octavian (v20) at Tiberio (v21-24)",,"Seleucus I Nicator (v5) Syria to Antiochus III (v10) and Seleucus IV (v18, 19) down to Octavian (v20) and Tiberius (v21-24)"
king_north1,Hari ng Hilaga,,King of the North
king_south,"Ptolemy I, II, III, IV (v11, 12), V (v15, 16) sa labanan Actium 31 B.C.E.",,"Ptolemy I, II, III, IV (v11, 12), V (v15, 16) to the battle Actium 31 B.C.E."
king_south1,Hari ng Timog,,King of the South
king_south2,"Imperyong Briton 1870, Anglo Amerikano Pandaigdigang Kapangyarihan mula pa noong 1914",,"British empire 1870, Anglo-American World Power since 1914"
king_south3,Hari ng Timog,,King of the South
king_north2,"Alemanya kasama si Emperador William I 1871 (v28), 1914 (v29), 1935 (v30b), 1939 (v31a)",,"Germany with Emperor William I 1871 (v28), 1914 (v29), 1935 (v30b), 1939 (v31a)"
king_north3,Hilaga,,North
king_north4,"Unyong Sobyet 1945 1991 (Daniel 11:32-39, 40b, 41)",,"Soviet Union 1945-1991 (Daniel 11:32-39, 40b, 41)"
king_north5,Russia mula noong 2017 (w20 Mayo),,Russia since 2017 (w20 May)
time_of_end,"Presensya ni Cristo, Pagtatapos ng sistema ng mga bagay (Mateo 24:3), ang mga huling araw (2 Timoteo 3:1)",scriptures written out,"Presence of Christ, Conclusion of the system of things (Matthew 24:3), the last days (2 Timothy 3:1)"
time_of_end2,mga huling araw,,last days
suryavaman2,Itinayo ni Haring Suryavarman II ang Angkor Wat 1113-1150,,King Suryavarman II builds Angkor Wat 1113-1150
notre-dame,Itinayo ang Notre-Dame de Paris 1163-1260,,Notre-Dame de Paris built 1163-1260
jehoiada,Jehoiada,,Jehoiada
babel,tore ng Babel itinayo,,tower of Babel built
Haggai,Hagai,,Haggai
Zerubbabel,Zorobabel (Lucas 3:27),,Zerubbabel (Luke 3:27)
Babylon,"Daniel 2:32, 36-38; 7:4",,"Daniel 2:32, 36-38; 7:4"
Medopersia,"Daniel 2:32, 39; 7:5",,"Daniel 2:32, 39; 7:5"
Greece,"Daniel 2:32, 39; 7:6",,"Daniel 2:32, 39; 7:6"
Rome,"Daniel 2:33, 40; 7:7",,"Daniel 2:33, 40; 7:7"
Angloamerica,"Daniel 2:33, 41-43",,"Daniel 2:33, 41-43"
Babylon_c,Ang Babilonia,,Babylon
Medopersia_c,Medo Persia,,Medo-Persia
Greece_c,Greece,,Greece
Rome_c,Roma,,Rome
Angloamerica_c,Anglo-America,,Anglo-America
infliction1,400 taon na pagbubuhos,Acts 7:6,400 year infliction
infliction2,Mga Gawa 7:6,,Acts 7:6
Jacob2,Jacob/,Jacob/Israel 1858-1711 – 147 years,Jacob/
Israel,Ang Israel,Genesis 35:10,Israel
Sarah,Sarah,2008-1881 BCE – 127 years,Sarah
Hagar,Hagar,Genesis 21:14,Hagar
Haran,Haran,Genesis 11:26,Haran
Reumah,Reumah,Concubine – 4 sons,Reumah
Milcah,Milcah,8 sons (Bethuel and 7 more),Milcah
Lot,Lot,Genesis 11:27,Lot
Lots_wife,Ang asawa ni Lot,,Lot’s wife
Lots_daughters,Mga Anak na Babae ni Lot,,Daughters of Lot
Moab,Moab (mas matandang anak na babae),Genesis 19:37,Moab (older daughter)
Ammon,Ben-ammi (Ammon),Genesis 19:38,Ben-ammi (Ammon)
Bethuel,Betuel,Genesis 22:23,Bethuel
Rebekah,Si Rebeca,,Rebekah
Laban,Laban,,Laban
Leah,Lea,Genesis 35:23,Leah
Rachel,Rachel,Genesis 35:24,Rachel
Bilhah,Bilhah,Genesis 35:25,Bilhah
Zilpah,Zilpah,Genesis 35:26,Zilpah
Reuben,Ruben,,Reuben
Simeon,Simeon,,Simeon
Levi,Levi,,Levi
Judah,Juday,,Judah
Issachar,Issachar,,Issachar
Zebulun,Zebulun,,Zebulun
Dinah,Dinah,Genesis 34,Dinah
Esau,Esau/,,Esau/
Edom,Edom,Genesis 36:1,Edom
Ishmael,Ismael,,Ishmael
Manasseh2,(Manases,Genesis 41:50-52,(Manasseh
Ephraim,at Ephraim),,and Ephraim)
Benjamin,Benjamin,,Benjamin
Dan,Dan,,Dan
Naphtali,Nephtali,,Naphtali
Gad,Gad,,Gad
Asher,Asher,,Asher
Milcah1,"Uz, Buz, Kemuel,",Genesis 22:21,"Uz, Buz, Kemuel,"
Milcah2,"Chesed, Hazo,",,"Chesed, Hazo,"
Milcah3,"Pildash, Jidlaph",,"Pildash, Jidlaph"
Tebah,Tebah,Genesis 22:23,Tebah
Gaham,Gaham,,Gaham
Tahash,Tahash,,Tahash
Maacah,Maacah,,Maacah
Mahalath,Mahalath/,"Genesis 28:8, 9",Mahalath/
Basemath,Basemath,"Genesis36:3, 4",Basemath
Reuel,Reuel,"36:13, 17",Reuel
Nahath,Nahath,,Nahath
Zerah,Zerah,,Zerah
Schammah,Schammah,,Schammah
Mizzah,Mizzah,,Mizzah
Adah,Adah,"36:11, 12, 15, 16",Adah
Eliphaz,Eliphaz,,Eliphaz
Teman,Teman,,Teman
Omar,Omar,,Omar
Zepho,Zepho,,Zepho
Kenaz,Kenaz,,Kenaz
Korah,Korah,,Korah
Gatam,Gatam,,Gatam
Amalek,Amalek,,Amalek
Oholibamah,Oholibamah,"36:14, 18",Oholibamah
Jeush,Jeush,,Jeush
Jalam,Jalam,,Jalam
Nebaioth,Nebaioth,Genesis 25:13,Nebaioth
Kedar,Kedar,,Kedar
Adbeel,Adbeel,,Adbeel
Mibsam,Mibsam,,Mibsam
Mishma,Mishma,,Mishma
Dumah,Dumah,,Dumah
Massa,Massa,,Massa
Hadad,Hadad,,Hadad
Tema,Mga Tema,,Tema
Jetur,Jetur,,Jetur
Naphish,Nafish,,Naphish
Kedemah,Kedemah,,Kedemah
Babylon2, ,no text left and right – empty!, 
terahfam,mga miyembro ng pamilya ni Terah,,members of Terah’s family
rosetta,Rosetta bato 196 B.C.E.,,Rosetta stone 196 B.C.E.
Herodotus,"Isinulat ni Herodotus c. 484 c. 425 BC, ang The Histories",Father of History,"Herodotus c. 484 – c. 425 BC, writes The Histories"
Aristotle,Aristotle 384 – 322 BC,"The First Teacher, The Philosopher",Aristotle 384 – 322 BC
Ptolemy,Ptolemy c 100 – c. 170 C.E.,,Ptolemy c 100 – c. 170 C.E.
Pythagoras,Pythagoras c. 570 – c. 495 BC,,Pythagoras c. 570 – c. 495 BC
Plato,Plato c. 427 – c. 348 BC,,Plato c. 427 – c. 348 BC
Socrates,Socrates c. 470 – c. 399 BC,,Socrates c. 470 – c. 399 BC
Josephus,Josephus c. 37 – c. 100 C.E.,,Josephus c. 37 – c. 100 C.E.
Cicero,Cicero 106–43 BC,"influence on Latin language, 3 Jan 106 BC – 7 Dec 43 BC",Cicero 106–43 BC
lachish_letters,Mga sulat sa Lakis c. 590 B.C.E.,,Lachish letters c. 590 B.C.E.
lachish_reliefs,Mga relief sa Lakis c. 681 B.C.E.,,Lachish reliefs c. 681 B.C.E.
mesha_stele,Mesha Stele (bato ng Moabita) c. 840 B.C.E.,,Mesha Stele (Moabite stone) c. 840 B.C.E.
gilgamesh,Gilgamesh at Aga 𒇽𒆥𒄄���𒀝𒂵,,Gilgamesh and Aga 𒇽𒆥𒄄𒀀𒀝𒂵
epic_gilgamesh,Epiko ni Gilgamesh (Sîn-lēqi-unninni),,Epic of Gilgamesh (Sîn-lēqi-unninni)
oxyrhynchus,Oxyrhynchus Papyri,,Oxyrhynchus Papyri
p52,Papyrus P52,,Papyrus P52
daniel2_shift,0,Start 4.2,0
daniel2_1,Haring Nabucodonosor,607 BCE,King Nebuchadnezzar
daniel2_2,sinira ang Jerusalem,,destroys Jerusalem
daniel2_3,Sinakop ang Babilonia,539 BCE,Conquers Babylon
daniel2_4,Nagbalik ang mga utos ni Ciro,537 BCE,Cyrus decrees return
daniel2_5,ng mga Judio sa Jerusalem,,of Jews to Jerusalem
daniel2_6,Alexander ang Great,331 BCE,Alexander the Great
daniel2_7,sinakop ang Persia,,conquers Persia
daniel2_8,Mga Paghahari sa Israel,63 BCE,Rules over Israel
daniel2_9,Winasak ang Jerusalem,70 CE,Destroys Jerusalem
daniel2_10,"Noong Unang Digmaang Pandaigdig,",1914-1918 CE,"During World War I,"
daniel2_11,Anglo Amerikano Kapangyarihan sa Mundo,,Anglo-American World Power
daniel2_12,ay dumarating sa pagkatao,End 4.2,comes into being
qing-dynasty,1636-1912,,1636-1912
qing-dynasty_c,Dinastiyang Qing,1636-1912,Qing dynasty
ming-dynasty,1368-1644,,1368-1644
ming-dynasty_c,Dinastiyang Ming sa imperyal na Tsina,1368-1644,Ming dynasty in imperial China
yuan-dynasty,1271-1368,,1271-1368
southern-song,1127-1279,,1127-1279
northern-song,960-1127,,960-1127
western-xia,1038-1227,,1038-1227
yuan-dynasty_c,Yuan,1271-1368,Yuan
southern-song_c,Kanta sa Timog,1127-1279,Southern Song
northern-song_c,Northern Song,960-1127,Northern Song
western-xia_c,Kanlurang Xia,1038-1227,Western Xia
Copernicus,Nicolaus Copernicus,,Nicolaus Copernicus
Galileo,Galileo Galilei,Galileo di Vincenzo Bonaiuti de' Galilei,Galileo Galilei
Newton,Isaac Newton,,Isaac Newton
gregorian,Kalendaryong Gregorian 1582,,Gregorian calendar 1582
shang-dynasty,c. 1600-1046 BK,,c. 1600-1046 BC
western-zhou,c. 1046-771 BC,,c. 1046-771 BC
eastern-zhou,770-256 BK,,770-256 BC
qin-dynasty,Qin 221-207 BC,,Qin 221-207 BC
western-han,207 BC – 9 CE,,207 BC – 9 CE
eastern-han,25-220 CE,,25-220 CE
three-kingdoms,Tatlong kaharian 220-280 CE,,Three kingdoms 220-280 CE
sixteen-kingdoms,Labing anim na kaharian 304-439 CE,,Sixteen kingdoms 304-439 CE
northern-dynasties,368-581 CE,,368-581 CE
southern-dynasties,420-589 CE,,420-589 CE
tang-dynasty1, ,, 
tang-dynasty2,"618-690, 705-907",,"618-690, 705-907"
wu-zhou,690-705 Wu Zhou,,690-705 Wu Zhou
shang-dynasty_c,Dinastiyang Shang,c. 1600-1046 BC,Shang Dynasty
western-zhou_c,Kanlurang Zhou,c. 1046-771 BC,Western Zhou
eastern-zhou_c,Silangang Zhou,770-256 BC,Eastern Zhou
western-han_c,Kanlurang Han,207 BC – 9 CE,Western Han
eastern-han_c,Silangang Han,25-220 CE,Eastern Han
three-kingdoms_c,Tsina,Three kingdoms 220-280 CE,China
sixteen-kingdoms_c,Tsina,Sixteen kingdoms 304-439 CE,China
northern-dynasties_c,Mga Dinastiya sa Hilaga,368-581 CE,Northern Dynasties
southern-dynasties_c,Mga Dinastiya sa Timog,420-589 CE,Southern Dynasties
tang-dynasty1_c,Tang,,Tang
tang-dynasty2_c,Dinastiyang Tang,"618-690, 705-907",Tang Dynasty
xia-dynasty,Dinastiyang Xia sa Tsina c. 2070 c. 1600 BC,,Xia dynasty in China c. 2070 – c. 1600 BC
gonghe,Kabupaten Gonghe 841-828 BC,,Gonghe Regency 841-828 BC
Ashoka,Si Ashoka (c. 304 232 BC) ay nagtataguyod ng Budismo,,Ashoka (c. 304-232 BC) promotes Buddhism
siloam-tunnel,Pinalawig ni Hezekias ang lagusan ng Siloe,c. 742-732 BC,Hezekiah extends Siloam tunnel
Angloamerica2,"Anglo Amerikano ay sinisimbolo ng mga paa ng bakal na may halong putik sa propesiya sa Daniel 2:33, 41-43",,"Anglo-American is symbolized by the feet of iron mixed with clay in the prophecy in Daniel 2:33, 41-43"
Manetho,Isinulat ni Manetho ang Aegyptiaca,,Manetho writes Aegyptiaca
tribulation,"Ang Malaking Kapighatian (Marcos 13:19; Daniel 12:1; Mat 24:21, 22)",,"The Great Tribulation (Mark 13:19; Daniel 12:1; Matt 24:21, 22)"
