key,text,english,notes,tag,checked,checked_by,date,link,google,chatgpt,gemini,claude,deepl
rome1,ការជាប់គុកដំបូងរបស់ប៉ូលនៅទីក្រុងរ៉ូម គ. 59-61 គ.ស.,Paul’s first imprisonment in Rome c. 59-61 C.E., ,text,False, , , , , , , , 
rome2,ការជាប់គុកលើកទីពីររបស់ប៉ូលនៅទីក្រុងរ៉ូម គ. 65 គ.ស. ធីម៉ូថេទី2 បានសរសេរថា ប៉ុលបានប្រហារជីវិត,"Paul’s second imprisonment in Rome c. 65 C.E., 2 Timothy written, Paul executed", ,text,False, , , , , , , , 
event_exodus,និក្ខមនំ​ចេញ​ពី​ប្រទេស​អេស៊ីប​នៅ​ថ្ងៃ​ទី 14 ខែ​ណែសាន ឆ្នាំ 1513 មុន គ.ស.,"Exodus from Egypt on Nisan 14th, 1513 B.C.E.", ,text,False, , , , , , , , 
event_division_kingdom,ផ្នែកនៃអ៊ីស្រាអែល 997 មុនគ.ស,Division of Israel 997 BCE, ,text,False, , , , , , , , 
event_destruction_samaria,ការបំផ្លិចបំផ្លាញស្រុកសាម៉ារី 740 មុនគ.ស. ដោយ អាស្ស៊ីរី,Destruction of Samaria 740 B.C.E. by Assyria,Destruction of Samaria 740 B.C.E. by Assyria,text,False, , , , , , , , 
event_destruction_jerusalem1,ការបំផ្លិចបំផ្លាញក្រុងយេរូសាឡឹម 607 មុនគ. ដោយបាប៊ីឡូន 390 ឆ្នាំបន្ទាប់ពីការបែកបាក់នៃនគរ (អេសេគាល 4: 5),"Destruction of Jerusalem 607 B.C.E. by Babylon, 390 years after the division of the kingdom (Ezekiel 4:5)", ,text,False, , , , , , , , 
event_temple_rebuilt,ប្រាសាទ​នៅ​ក្រុង​យេរូសាឡឹម​បាន​កសាង​ឡើង​វិញ​នៅ​ឆ្នាំ 515 មុន​គ.ស.,Temple in Jerusalem rebuilt 515 B.C.E., ,text,False, , , , , , , , 
event_jerusalem_rebuilt,ជញ្ជាំង​ក្រុង​យេរូសាឡិម​បាន​កសាង​ឡើង​វិញ​នៅ​ឆ្នាំ 455 មុនគ.ស.,Jerusalem wall rebuilt 455 B.C.E., ,text,False, , , , , , , , 
event_destruction_jerusalem2,ការបំផ្លិចបំផ្លាញក្រុងយេរូសាឡិមឆ្នាំ 70 នៃគ.ស. ដោយទីក្រុងរ៉ូមនៅក្រោមទីតុស,Destruction of Jerusalem 70 C.E. by Rome under Titus, ,text,False, , , , , , , , 
event_1914,ចុងបញ្ចប់នៃគ្រានៃប្រជាជាតិនានា (លូកា 21:24) រាជាណាចក្ររបស់ព្រះចាប់ផ្តើមគ្រប់គ្រងនៅស្ថានសួគ៌នៅឆ្នាំ 1914 គ.ស.,"End of the time of the nations (Luke 21:24), God’s Kingdom starts to rule in heaven 1914 C.E.",include scripture Luke 21:24,text,False, , , , , , , , 
became_king,បានក្លាយជាស្តេចនៅអាយុ,becomes king at age, ,text,False, , , , , , , , 
vulgate,Vulgate បានបញ្ចប់ដោយ Jerome (ការបកប្រែជាឡាតាំងនៃព្រះគម្ពីរ) គ. 405 គ.ស.,Vulgate completed by Jerome (Latin translation of the bible) c. 405 C.E., ,text,False, , , , , , , , 
gutenberg,សៀវភៅ Gutenberg បោះពុម្ពឆ្នាំ 1455,Gutenberg Bible printed 1455, ,text,False, , , , , , , , 
erasmus,អត្ថបទជាភាសាក្រិចនៃបទគម្ពីរភាសាក្រិចរបស់គ្រិស្តបរិស័ទ បោះពុម្ពដោយ Desiderius Erasmus នៃទីក្រុង Rotterdam ឆ្នាំ 1516,Greek text of Christian Greek Scriptures published by Desiderius Erasmus of Rotterdam 1516, ,text,False, , , , , , , , 
luther,ការ​បក​ប្រែ Luther Bible នៅ​ខែ​កញ្ញា ឆ្នាំ 1522,Luther Bible translation in September 1522, ,text,False, , , , , , , , 
tyndale,ការបកប្រែព្រះគម្ពីរជាភាសាអង់គ្លេសដោយ Tyndale 1536,English Bible translation by Tyndale 1536, ,text,False, , , , , , , , 
king_james,King James Bible 1611,King James Bible 1611, ,text,False, , , , , , , , 
69weeks3,"ព្រះ​យេស៊ូ​ចាប់​ផ្ដើម​បម្រើ​ទ្រង់ 29 គ.ស. (លូកា 3:1, 21)","Jesus starts his service 29 CE (Luke 3:1, 21)", ,text,False, , , , , , , , 
ransom,ពាក់កណ្តាលសប្តាហ៍ «ការលះបង់ដើម្បីឈប់» ដានីយ៉ែល 9:27,Middle of week “sacrifice to cease” Daniel 9:27, ,text,False, , , , , , , , 
cornelius,កូនេលាស​បាន​ទទួល​បុណ្យ​ជ្រមុជ​ទឹក​នៅ​ចុង​បញ្ចប់​នៃ 70 សប្តាហ៍ (ដានីយ៉ែល 9:24) ក្នុង​ឆ្នាំ 36 គ.ស.,Cornelius baptized at the end of 70 weeks (Daniel 9:24) in 36 C.E., ,text,False, , , , , , , , 
columbus,ចុងបញ្ចប់នៃសម័យមុនកូឡុំប៊ីនៅអាមេរិក 1492,End of the pre-columbian period in the Americas 1492, ,text,False, , , , , , , , 
declaration_independence,ការប្រកាសឯករាជ្យនៃអាណានិគមចំនួន 13 នៅអាមេរិក 1776,Declaration of independence of 13 colonies in America 1776, ,text,False, , , , , , , , 
tischendorf,Tischendorf រកឃើញ Codex Sinaiticus ពីសតវត្សទី 4 ក្នុងឆ្នាំ 1844,Tischendorf discovers the Codex Sinaiticus from the 4th century in 1844, ,text,False, , , , , , , , 
dead_sea_scrolls,រមូរសមុទ្រស្លាប់ត្រូវបានសរសេរ,Dead Sea Scrolls written, ,text,False, , , , , , , , 
septuagint,Septuagint LXX បកប្រែ,Septuagint LXX translated, ,text,False, , , , , , , , 
watchtower,សៀវភៅ​ដំបូង​នៃ​«​ប៉ម​យាម​ស៊ីយ៉ូន​និង​ការ​ប្រកាស​អំពី​វត្តមាន​របស់​ព្រះ​គ្រីស្ទ» ត្រូវ​បាន​បោះពុម្ព​ក្នុង​ឆ្នាំ 1879,The first issue of “Zion’s Watch Tower and Herald of Christ’s Presence” is published in 1879, ,text,False, , , , , , , , 
jehovahs_witnesses,"សិស្ស​គម្ពីរ​បាន​យក​ឈ្មោះ​ថ្មី គឺ​សាក្សី​ព្រះ​យេហូវ៉ា (អេសាយ 43:10, 12) នៅ​ក្រុង​កូឡុំបឹស អូហៃអូ ឆ្នាំ 1931","The Bible Students adopt a new name – Jehovah’s Witnesses (Isaiah 43:10, 12) in Columbus, Ohio, 1931",include scripture,text,False, , , , , , , , 
gilead_school,សាលា​ព្រះគម្ពីរ​កាឡាដ​របស់​ប៉មយាម​បាន​ចាប់​ផ្ដើម​នៅ​ថ្ងៃ​ច័ន្ទ ទី​1 ខែ​កុម្ភៈ ឆ្នាំ​1943,"Watchtower Bible School of Gilead begins on Monday, February 1, 1943", ,text,False, , , , , , , , 
new_world_translation1,«ការ​បក​ប្រែ​ពិភព​លោក​ថ្មី​នៃ​បទ​គម្ពីរ​បរិសុទ្ធ» ដែល​បាន​ចេញ​ផ្សាយ​នៅ​ក្រុង Manchester ប្រទេស​អង់គ្លេស នៅ​ថ្ងៃ​ទី18 ខែ​មិថុនា ឆ្នាំ​1960 បង្ហាញ​ព្រះ​នាម​ព្រះ​យេហូវ៉ា​ឡើង​វិញ​ក្នុង​ផ្នែក​ជា​ច្រើន​នៃ​គម្ពីរ។,"“New World Translation of the Holy Scriptures” released in Manchester, England on June 18, 1960, reintroduces the name Jehovah in many parts of the Bible",hightlight reintroduction of Jehovah’s name,text,False, , , , , , , , 
new_world_translation2,បានកែប្រែ «ការបកប្រែពិភពលោកថ្មីនៃបទគម្ពីរបរិសុទ្ធ» ដែលបានចេញផ្សាយនៅក្នុងកិច្ចប្រជុំប្រចាំឆ្នាំ 2013 ដែលត្រូវបានកែលម្អឱ្យប្រើជាឌីជីថល និងតាមអ៊ីនធឺណិត។,"Revised “New World Translation of the Holy Scriptures” released at annual meeting 2013, optimized to be used digitally and online",new edition with digital and online in mind,text,False, , , , , , , , 
cold_war,"ស្ថានភាពភូមិសាស្ត្រនយោបាយ បានដាក់ស្លាកថា ""សង្គ្រាមត្រជាក់"" ឆ្នាំ 1945-1991",Geopolitical situation labeled “Cold War” 1945-1991, ,text,False, , , , , , , , 
codex_sinaiticus,Codex Sinaiticus បានសរសេរ,Codex Sinaiticus written, ,text,False, , , , , , , , 
codex_vaticanus,Codex Vaticanus បានសរសេរ,Codex Vaticanus written, ,text,False, , , , , , , , 
leningrad_codex,Leningrad Codex បានសរសេរនៅក្នុង Cairo AD 1008,Leningrad Codex written in Cairo AD 1008, ,text,False, , , , , , , , 
john,យ៉ូហាន​សរសេរ « វិវរណៈ » ពេល​ត្រូវ​និរទេស​នៅ​ប៉ាត់ម៉ុស 96-98 គ.ស.,John writes “revelation” while exiled on Patmos 96-98 C.E., ,text,False, , , , , , , , 
buddha,ព្រះពុទ្ធ - សត្ថាធិប្បាយ ហ្គោតាម៉ា c.563-c.483 មុន​គ.ស.,The Buddha – Siddhartha Gautama c.563-c.483 B.C.E, ,text,False, , , , , , , , 
buddha2,ព្រះពុទ្ធ​ជំនួស គ. 480-400 មុន​គ.ស.,Buddha alternatively c. 480-400 B.C.E., ,text,False, , , , , , , , 
mohammed,លោក ម៉ូហាំម៉ាត់ គ. 570-632 គ.ស.,Mohammed c. 570-632, ,text,False, , , , , , , , 
confucius,ខុងជឺ c.551-c.479 B.C.E.,Confucius c.551-c.479 B.C.E., ,text,False, , , , , , , , 
hijrah,Hijrah - ដំណើរ Mecca ទៅ Medina ថ្ងៃទី 16 ខែកក្កដាឆ្នាំ 622,Hijrah - Journey Mecca to Medina 16 July 622, ,text,False, , , , , , , , 
moses_escape,"1553 មុនគ.ស. ម៉ូសេ​ត្រូវ​រត់​គេច​ពី​ស្រុក​អេស៊ីព្ទ - និក្ខមនំ 2:15, កិច្ចការ 7:23","1553 B.C.E. Moses has to escape Egypt – Exodus 2:15, Acts 7:23", ,text,False, , , , , , , , 
10plagues,1513 មុនគ.ស. អេហ្ស៊ីបទទួលគ្រោះកាចចំនួន10,1513 B.C.E Egypt receives 10 plagues, ,text,False, , , , , , , , 
joseph_sold,យ៉ូសែប​បាន​លក់​ជា​ខ្ញុំ​បម្រើ​នៅ​អាយុ 17 ឆ្នាំ – លោកុប្បត្តិ 37:2,Joseph sold as slave at the age of 17 – Gen 37:2, ,text,False, , , , , , , , 
infliction,ការ​ធ្វើ​បាប 400 ឆ្នាំ (កិច្ចការ 7:6) – Ishmael 1913 B.C.E.,400 year infliction (Acts 7:6) – Ishmael 1913 B.C.E, ,text,False, , , , , , , , 
Alexander,អាឡិចសាន់ឌឺដ៏អស្ចារ្យ (ដានីយ៉ែល 11:3),Alexander the Great (Daniel 11:3), ,text,False, , , , , , , , 
persia,"ស៊ីរូសដ៏អស្ចារ្យ, ខេមប៊ីស៊ូសII, ដាយរូស I 490 មុន​គ.ស., សេកសេស I 480 មុន​គ.ស. (ប្ប្តីរបស់ អេសធើរ, Daniel 11:2)","Cyrus the Great, Cambyses II, Darius I 490 BCE, Xerxes I 480 BCE (husband of Esther, Daniel 11:2)", ,text,False, , , , , , , , 
king_north,"Seleucus I Nicator (v5) Syria ទៅ Antiochus III (v10) និង Seleucus IV (v18, 19) ចុះទៅ Octavian (v20) និង Tiberius (v21-24)","Seleucus I Nicator (v5) Syria to Antiochus III (v10) and Seleucus IV (v18, 19) down to Octavian (v20) and Tiberius (v21-24)", ,text,False, , , , , , , , 
king_north1,ស្តេចខាងជើង,King of the North, ,text,False, , , , , , , , 
king_south,"Ptolemy I, II, III, IV (v11, 12), V (v15, 16) ទៅកាន់សមរភូមិ Actium 31 B.C.E.","Ptolemy I, II, III, IV (v11, 12), V (v15, 16) to the battle Actium 31 B.C.E.", ,text,False, , , , , , , , 
king_south1,ស្តេចខាងត្បូង,King of the South, ,text,False, , , , , , , , 
king_south2,ចក្រភពអង់គ្លេសឆ្នាំ 1870 ដែលជាមហាអំណាចពិភពលោក អង់គ្លេស-អាមេរិក តាំងពីឆ្នាំ 1914,"British Empire 1870, Anglo-American World Power since 1914", ,text,False, , , , , , , , 
king_south3,ស្តេចខាងត្បូង,King of the South, ,text,False, , , , , , , , 
king_north2,"ប្រទេសអាល្លឺម៉ង់ជាមួយអធិរាជ William I 1871 (v28), 1914 (v29), 1935 (v30b), 1939 (v31a)","Germany with Emperor William I 1871 (v28), 1914 (v29), 1935 (v30b), 1939 (v31a)", ,text,False, , , , , , , , 
king_north3,ខាងជើង,North, ,text,False, , , , , , , , 
king_north4,"សហភាពសូវៀត 1945-1991 (ដានីយ៉ែល 11:32-39, 40b, 41)","Soviet Union 1945-1991 (Daniel 11:32-39, 40b, 41)", ,text,False, , , , , , , , 
king_north5,ប្រទេសរុស្ស៊ីតាំងពីឆ្នាំ 2017 (w20 ឧសភា),Russia since 2017 (w20 May), ,text,False, , , , , , , , 
time_of_end,វត្តមាន​របស់​ព្រះ​គ្រីស្ទ ការ​សន្និដ្ឋាន​នៃ​របៀប​របប​ពិភព​លោក (ម៉ាថាយ 24:3) គ្រា​ចុង​ក្រោយ​បង្អស់ (២ធីម៉ូថេ 3:1),"Presence of Christ, Conclusion of the system of things (Matthew 24:3), the last days (2 Timothy 3:1)",scriptures written out,text,False, , , , , , , , 
time_of_end2,ថ្ងៃ​ចុងក្រោយ,Last days, ,text,False, , , , , , , , 
suryavaman2,ព្រះបាទសូរ្យវរ្ម័នទី២ កសាងអង្គរវត្ត 1113-1150,King Suryavarman II builds Angkor Wat 1113-1150, ,text,False, , , , , , , , 
notre-dame,Notre-Dame de Paris បានសាងសង់នៅឆ្នាំ 1163-1260,Notre-Dame de Paris built 1163-1260, ,text,False, , , , , , , , 
babel,ប៉ម Babel ត្រូវបានសាងសង់,Tower of Babel built, ,text,False, , , , , , , , 
infliction1,400ឆ្នាំ នៅក្នុងការចម្លង,400 year infliction,Acts 7:6,text,False, , , , , , , , 
Lots_wife,ប្រពន្ធរបស់ឡុត,Lot’s wife, ,text,False, , , , , , , , 
Lots_daughters,កូន​ស្រី​របស់​ឡុត,Daughters of Lot, ,text,False, , , , , , , , 
Moab,​ម៉ូអាប់ (កូនស្រីច្បង),Moab (older daughter),Genesis 19:37,text,False, , , , , , , , 
rosetta,ថ្ម Rosetta 196 មុនគ.,Rosetta stone 196 B.C.E., ,text,False, , , , , , , , 
Herodotus,"ហេរ៉ូដូតុស គ. 484 – គ. 425 មុនគ.ស សរសេរ ""ប្រវត្តិសាស្ត្រ""","Herodotus c. 484 – c. 425 BC, writes The Histories",Father of History,text,False, , , , , , , , 
Aristotle,អារីស្តូត 384-322 មុនគ,Aristotle 384 – 322 BC,"The First Teacher, The Philosopher",text,False, , , , , , , , 
Ptolemy,Ptolemy c 100 - គ។ 170 គ.ស.,Ptolemy c 100 – c. 170 C.E., ,text,False, , , , , , , , 
Pythagoras,Pythagoras គ. 570 – គ. 495 មុនគ,Pythagoras c. 570 – c. 495 BC, ,text,False, , , , , , , , 
Plato,ផ្លាតូ គ. 427 – គ. 348 មុនគ,Plato c. 427 – c. 348 BC, ,text,False, , , , , , , , 
Socrates,សូក្រាត គ. 470 – គ. 399 មុនគ,Socrates c. 470 – c. 399 BC, ,text,False, , , , , , , , 
Josephus,យ៉ូសែប គ. 37 – គ. 100 គ.ស.,Josephus c. 37 – c. 100 C.E., ,text,False, , , , , , , , 
Cicero,ស៊ីសេរ៉ូ 106-43 មុនគ,Cicero 106–43 BC,"influence on Latin language, 3 Jan 106 BC – 7 Dec 43 BC",text,False, , , , , , , , 
lachish_letters,អក្សរឡាចស៊ីស គ. 590 មុនគ.ស.,Lachish letters c. 590 B.C.E., ,text,False, , , , , , , , 
lachish_reliefs,ការធូរស្បើយ Lachish គ. 681 មុនគ.ស.,Lachish reliefs c. 681 B.C.E., ,text,False, , , , , , , , 
mesha_stele,មេសា ស្ទីល (ថ្ម ពួកម៉ូអាប់) គ. 840 មុនគ.ស.,Mesha Stele (Moabite stone) c. 840 B.C.E., ,text,False, , , , , , , , 
gilgamesh,Gilgamesh and Aga 𒇽𒆥𒄄𒀀𒀝𒂵,Gilgamesh and Aga 𒇽𒆥𒄄𒀀𒀝𒂵, ,text,False, , , , , , , , 
epic_gilgamesh,វីរភាពនៃ ហ្គីហ្គាមេស (Sîn-lēqi-unninni),Epic of Gilgamesh (Sîn-lēqi-unninni), ,text,False, , , , , , , , 
gregorian,ប្រតិទិនហ្គ្រេហ្គោរៀន 1582,Gregorian calendar 1582, ,text,False, , , , , , , , 
shang-dynasty,គ. 1600-1046 មុនគ.ស,c. 1600-1046 BC, ,text,False, , , , , , , , 
western-zhou,គ. 1046-771 មុនគ.ស,c. 1046-771 BC, ,text,False, , , , , , , , 
qin-dynasty,ឈីន 221-207 មុនគ,Qin 221-207 BC, ,text,False, , , , , , , , 
western-han,207 មុនគ.ស – 9 គ.ស,207 BC – 9 CE, ,text,False, , , , , , , , 
three-kingdoms,នគរបី 220-280 គ.ស,Three kingdoms 220-280 CE, ,text,False, , , , , , , , 
sixteen-kingdoms,នគរដប់ប្រាំមួយ 304-439 គ.ស,Sixteen kingdoms 304-439 CE, ,text,False, , , , , , , , 
tang-dynasty2,"618-690, 705-907","618-690, 705-907", ,text,False, , , , , , , , 
wu-zhou,690-705 Wu Zhou,690-705 Wu Zhou, ,text,False, , , , , , , , 
tang-dynasty1_c,តាំង,Tang, ,text,False, , , , , , , , 
gonghe,រាជវង្ស ហ្គុនហេ 841-828 មុនគ,Gonghe Regency 841-828 BC, ,text,False, , , , , , , , 
Ashoka,អសោក (គ.304-232 មុនគ.ស) លើកស្ទួយព្រះពុទ្ធសាសនា,Ashoka (c. 304-232 BC) promotes Buddhism, ,text,False, , , , , , , , 
siloam-tunnel,ហេសេគាពង្រីកផ្លូវរូងក្រោមដីស៊ីឡូអាម,Hezekiah extends Siloam tunnel,c. 742-732 BC,text,False, , , , , , , , 
Angloamerica2,"Anglo-American ត្រូវ​បាន​តំណាង​ដោយ​ជើង​ដែក​លាយ​នឹង​ដីឥដ្ឋ នៅ​ក្នុង​ទំនាយ​នៅ​ក្នុង ដានីយ៉ែល 2:33, 41-43។","Anglo-American is symbolized by the feet of iron mixed with clay in the prophecy in Daniel 2:33, 41-43", ,text,False, , , , , , , , 
Manetho,ម៉ាណេតូ សរសេរ អេហ្ស៊ីប,Manetho writes Aegyptiaca, ,text,False, , , , , , , , 
destruction_babylon,"ការ​បំផ្លាញ​បាប៊ីឡូន​ដ៏​អស្ចារ្យ (វិវរណៈ 17:3, 15​-​18; 18:9, 10)","Destruction of Babylon the Great (Revelation 17:3, 15-18; 18:9, 10)",beginning of great tribulation (GT),text,False, , , , , , , , 
peace_security, ,"“Peace and security!” (1 Thessalonians 5:3, this is one possibility, QfR 26/2, 25/11)","one possibility, see Questions from Readers",text,False, , , , , , , , 
gog_of_magog,"ការ​វាយ​ប្រហារ​របស់​កុក​នៃ​ស្រុក​ម៉ាកូក (អេសេគាល 38:1, 2, 9-12, 18-23)","Attack of Gog of Magog (Ezekiel 38:1, 2, 9-12, 18-23)",end of GT,text,False, , , , , , , , 
sheep_goat,អ្នក​នៅ​លើ​ផែនដី​នឹង​ត្រូវ​កាត់​ទោស ដោយ​ញែក​ចៀម និង​ពពែ (ម៉ាថាយ 25:31-33),"Earth’s inhabitants are judged, separating sheep and goats (Matthew 25:31-33)",end of GT,text,False, , , , , , , , 
annointed,ការ​ប្រមូល​អ្នក​គ្រប់​គ្រង​រាជាណាចក្រ (ម៉ាថាយ 24:31; កូរិនថូសទី1 15:50-53; ថែស្សាឡូនីចទី1 4:15-17),Gathering of Kingdom rulers (Matthew 24:31; 1 Corinthians 15:50-53; 1 Thessalonians 4:15-17),end of GT,text,False, , , , , , , , 
armageddon,"សមរភូមិអើម៉ាគេដូន (វិវរណៈ 16:14, 16; អេសាយ 13:9; ពេត្រុសទី២ 3:12)","Battle of Armageddon (Revelation 16:14, 16; Isaiah 13:9; 2 Peter 3:12)",end of system of things,text,False, , , , , , , , 
millenium,"រាជាណាចក្រ​របស់​ព្រះ​ចាប់​ផ្ដើម​រជ្ជកាល​1000​ឆ្នាំ (វិវរណៈ 5:9, 10; 20:4, 6)","God’s Kingdom begins its 1000-year reign (Revelation 5:9, 10; 20:4, 6)", ,text,False, , , , , , , , 
great_crowd,"មនុស្ស​មួយ​ហ្វូង​យ៉ាង​ធំ​បាន​រួច​ជីវិត​ពី​អើម៉ាគេដូន (វិវរណៈ 7:9, 14; ទំនុកតម្កើង 37:9-11)","A great crowd survives Armageddon (Revelation 7:9, 14; Psalm 37:9-11)", ,text,False, , , , , , , , 
world_population,ចំនួនប្រជាជនពិភពលោករាប់ពាន់លានក្នុងរយៈពេល 2000 ឆ្នាំចុងក្រោយនេះ។,World population in billions in the last 2000 years, ,text,False, , , , , , , , 
khmer_empire_c,អាណាចក្រខ្មែរ - សម័យអង្គរ,Khmer Empire - Angkor period, ,text,False, , , , , , , , 
holy_roman_empire_c,ចក្រភពរ៉ូម៉ាំងបរិសុទ្ធ - បន្ទាប់ពីឆ្នាំ 1512 ចក្រភពរ៉ូមបរិសុទ្ធនៃប្រជាជាតិអាល្លឺម៉ង់,Holy Roman Empire – known as Holy Roman Empire of the German Nation after 1512, ,text,False, , , , , , , , 
mongol_empire,ចក្រភពម៉ុងហ្គោល 1206 - 1294 គ.,Mongol Empire 1206 – 1294, ,text,False, , , , , , , , 
maya_classic_c,អរិយធម៌ម៉ាយ៉ា - សម័យបុរាណ,Maya civilization – Classic period, ,text,False, , , , , , , , 
maya_postclassic_c,អរិយធម៌ម៉ាយ៉ា - សម័យក្រោយបុរាណ,Maya civilization – Postclassic period, ,text,False, , , , , , , , 
Teotihuacan,ទីក្រុងធំជាងគេនៅអាមេរិក ពីរ៉ាមីតសាងសង់ គ. 200 គ.ស.,"Largest city in the Americas, pyramids build c. 200 C.E.", ,text,False, , , , , , , , 
Dionysius_Exiguus,Dionysius Exiguus អ្នកបង្កើត Anno Domini,"Dionysius Exiguus, inventor of Anno Domini", ,text,False, , , , , , , , 
Umayyad_c,អ៊ូម៉ាយ៉ាត,Umayyad, ,text,False, , , , , , , , 
