key,text,english,notes,tag,checked,checked_by,date,link,google,chatgpt,gemini,claude,deepl
exile,607 to 537 B.C.E. – 70 years (Jeremiah 25:11),607 to 537 B.C.E. – 70 years (Jeremiah 25:11), ,text,False, , , , ,ബി.സി.ഇ. 607 മുതൽ 537 വരെ – 70 വർഷം (യിരമ്യാവ് 25:11), , ,ബി.സി.ഇ. 607 മുതൽ 537 വരെ – 70 വർഷം (യെഹെസ്കേൽ 25:11)
exile2,Exile,Exile, ,text,False, , , , ,നാടുവാഴിത്തം, , ,നാടുകടത്തൽ
7times2,7 times – 2520 years to the Messianic Kingdom 1914 C.E. (Daniel 4:23),7 times – 2520 years to the Messianic Kingdom 1914 C.E. (Daniel 4:23), ,text,False, , , , ,7 സമയങ്ങൾ – മെസ്സിയനിക രാജ്യത്തിലേക്ക് 2520 വർഷം ക്രി.വ. 1914 (ദാനീയേൽ 4:23), , ,"7 തവണ – മെസ്സിയാവിൻ്റെ രാജ്യത്തിലേക്ക് 2520 വർഷം, എ.ഡി. 1914 (ദാനിയേൽ 4:23)"
ww1,World War I – 1914–1918,World War I – 1914–1918, ,text,False, , , , ,ഒന്നാം ലോകമഹായുദ്ധം – 1914–1918, , ,ഒന്നാം ലോകമഹായുദ്ധം – 1914–1918
ww2,World War II – 1939–1945,World War II – 1939–1945, ,text,False, , , , ,രണ്ടാം ലോകമഹായുദ്ധം – 1939–1945, , ,രണ്ടാം ലോകമഹായുദ്ധം – 1939–1945
30_year_war,Thirty Years' War in Europe 1618-1648,Thirty Years' War in Europe 1618-1648, ,text,False, , , , ,യൂറോപ്പിലെ മുപ്പതുവർഷ യുദ്ധം 1618-1648, , ,യൂറോപ്പിലെ മുപ്പത് വർഷത്തെ യുദ്ധം 1618-1648
joshua,110 years,110 years, ,text,False, , , , ,110 വർഷം, , ,നൂറ്റമ്പത് വർഷങ്ങൾ
caleb,more than 85 years,more than 85 years, ,text,False, , , , ,85 വർഷത്തിൽ കൂടുതൽ, , ,എൺപത്തിയഞ്ച് വർഷത്തിലേറെ
missionary1,"First Missionary Journey of Paul, c. 47-48 C.E. with Barnabas and John Mark","First Missionary Journey of Paul, c. 47-48 C.E. with Barnabas and John Mark", ,text,False, , , , ,"പൗലോസിന്റെ ഒന്നാം മിഷനറി യാത്ര, ഏകദേശം ക്രി.വ. 47-48, ബർണ്ണബാസിനും യോഹന്നാൻ മർക്കിനും ഒപ്പം", , ,"പൗലോസിൻ്റെ ആദ്യ മിഷനറി യാത്ര, ഏ.ഡി. 47-48-ൽ ബർണബാസിനും യോഹന്നാൻ മർക്കോസിനുമൊപ്പം"
circumcision,"Circumcision issue at Antioch, conference in Jerusalem c. 49 C.E.","Circumcision issue at Antioch, conference in Jerusalem c. 49 C.E.", ,text,False, , , , ,"ഏകദേശം ക്രി.വ. 49-ൽ അന്ത്യോക്യയിലെ ചേതനച്ഛേദപ്രശ്നം, ജറുസലേമിലെ സമ്മേളനം", , ,"അന്ത്യോക്കിയയിലെ പരിച്ഛേദന വിഷയം, ഏകദേശം 49-ൽ ജറുസലേമിൽ സമ്മേളനം."
missionary2,Second Missionary Journey c. 49-52 C.E with Silas (Silvanus),Second Missionary Journey c. 49-52 C.E with Silas (Silvanus), ,text,False, , , , ,ഏകദേശം ക്രി.വ. 49-52 രണ്ടാം മിഷനറി യാത്ര ശീലാസിനൊപ്പം (ശിൽവാനൂസ്), , ,"രണ്ടാമത്തെ മിഷനറി യാത്ര, ഏ.ഡി. 49-52-ൽ സിലാസിനൊപ്പം (സിൽവാനസ്)"
missionary3,Third Missionary Journey c. 52-56 C.E.,Third Missionary Journey c. 52-56 C.E., ,text,False, , , , ,ഏകദേശം ക്രി.വ. 52-56 മൂന്നാം മിഷനറി യാത്ര, , ,"മൂന്നാം മിഷനറി യാത്ര, ഏകദേശം 52-56 എ.ഡി."
caesarea,Paul in custody in Caesarea c. 56-58 C.E.,Paul in custody in Caesarea c. 56-58 C.E., ,text,False, , , , ,ഏകദേശം ക്രി.വ. 56-58 കൈസരിയയിൽ പൗലോസ് കസ്റ്റഡിയിൽ, , ,ക്രി.വ. 56-58-ൽ കൈസരിയയിൽ പോൾ തടവിൽ
rome1,Paul’s first imprisonment in Rome c. 59-61 C.E.,Paul’s first imprisonment in Rome c. 59-61 C.E., ,text,False, , , , ,ഏകദേശം ക്രി.വ. 59-61 റോമിൽ പൗലോസിന്റെ ഒന്നാം തടവ്, , ,"പൗലോസിന്റെ റോമിലെ ആദ്യത്തെ തടവുശിക്ഷ, ഏകദേശം 59-61 എ.ഡി."
rome2,"Paul’s second imprisonment in Rome c. 65 C.E., 2 Timothy written, Paul executed","Paul’s second imprisonment in Rome c. 65 C.E., 2 Timothy written, Paul executed", ,text,False, , , , ,"ഏകദേശം ക്രി.വ. 65-ൽ റോമിൽ പൗലോസിന്റെ രണ്ടാം തടവ്, 2 തിമൊത്തിയോസ് എഴുതി, പൗലോസ് വധിക്കപ്പെട്ടു", , ,"ക്രി.പോ. 65-ൽ റോമിൽ പൗലോസിൻ്റെ രണ്ടാമത്തെ തടവ്, 2 തിമോഥെയോസിന് എഴുതിയത്, പൗലോസിൻ്റെ വധം"
event_exodus,"Exodus from Egypt on Nisan 14th, 1513 B.C.E.","Exodus from Egypt on Nisan 14th, 1513 B.C.E.", ,text,False, , , , ,ബി.സി.ഇ. 1513 നിസാൻ 14-ന് ഈജിപ്തിൽ നിന്നുള്ള പുറപ്പാട്, , ,ക്രി.മു. 1513-ലെ നിസാൻ 14-ന് ഈജിപ്തിൽ നിന്നുള്ള പലായനം.
event_division_kingdom,Division of Israel 997 BCE,Division of Israel 997 BCE, ,text,False, , , , ,ബി.സി.ഇ. 997-ൽ ഇസ്രായേലിന്റെ വിഭജനം, , ,ബി.സി.ഇ 997-ലെ ഇസ്രായേലിന്റെ വിഭജനം
event_destruction_samaria,Destruction of Samaria 740 B.C.E. by Assyria,Destruction of Samaria 740 B.C.E. by Assyria,Destruction of Samaria 740 B.C.E. by Assyria,text,False, , , , ,ബി.സി.ഇ. 740-ൽ അസ്സീരിയയാൽ ശമരിയയുടെ നാശം, , ,ഏ.സി. 740-ൽ അസ്സീരിയയാൽ ശമരിയയുടെ നാശം
event_destruction_jerusalem1,"Destruction of Jerusalem 607 B.C.E. by Babylon, 390 years after the division of the kingdom (Ezekiel 4:5)","Destruction of Jerusalem 607 B.C.E. by Babylon, 390 years after the division of the kingdom (Ezekiel 4:5)", ,text,False, , , , ,"ബി.സി.ഇ. 607-ൽ ബാബിലോൺ വഴി ജറുസലേമിന്റെ നാശം, രാജ്യത്തിന്റെ വിഭജനത്തിന് ശേഷം 390 വർഷം (യെശയ്യാവ് 4:5)", , ,"ബാബിലോൺ യെരുശലേമിനെ നശിപ്പിച്ചത്, രാജ്യം വിഭജിച്ചതിന് 390 വർഷങ്ങൾക്ക് ശേഷം, ഇ.മു. 607-ൽ (യെഹെസ്കേൽ 4:5)"
event_temple_rebuilt,Temple in Jerusalem rebuilt 515 B.C.E.,Temple in Jerusalem rebuilt 515 B.C.E., ,text,False, , , , ,ബി.സി.ഇ. 515-ൽ ജറുസലേമിലെ ക്ഷേത്രം പുനർനിർമ്മിച്ചു, , ,ജറുസലേമിലെ ക്ഷേത്രം ബി.സി.ഇ. 515-ൽ പുനർനിർമ്മിച്ചു.
event_jerusalem_rebuilt,Jerusalem wall rebuilt 455 B.C.E.,Jerusalem wall rebuilt 455 B.C.E., ,text,False, , , , ,ബി.സി.ഇ. 455-ൽ ജറുസലേമിന്റെ മതിൽ പുനർനിർമ്മിച്ചു, , ,ക്രി.മു. 455-ൽ ജറുസലേം മതിൽ പുനർനിർമ്മിച്ചു.
event_destruction_jerusalem2,Destruction of Jerusalem 70 C.E. by Rome under Titus,Destruction of Jerusalem 70 C.E. by Rome under Titus, ,text,False, , , , ,ക്രി.വ. 70-ൽ റോമാക്കാർ ടൈറ്റസിന്റെ കീഴിൽ ജറുസലേം നശിപ്പിച്ചു, , ,ക്രി.പി. 70-ൽ ടൈറ്റസിൻ്റെ നേതൃത്വത്തിലുള്ള റോം ജറുസലേം നശിപ്പിച്ചത്
event_1914,"End of the time of the nations (Luke 21:24), God’s Kingdom starts to rule in heaven 1914 C.E.","End of the time of the nations (Luke 21:24), God’s Kingdom starts to rule in heaven 1914 C.E.",include scripture Luke 21:24,text,False, , , , ,"ജനതകാലത്തിന്റെ അവസാനം (ലൂക്കോസ് 21:24), ദൈവത്തിന്റെ രാജ്യം സ്വർഗ്ഗത്തിൽ ഭരിച്ചു തുടങ്ങി ക്രി.വ. 1914", , ,"ജനതകളുടെ കാലത്തിന്റെ അന്ത്യത്തിൽ (ലൂക്കോസ് 21:24), ദൈവരാജ്യം 1914-ൽ സ്വർഗ്ഗത്തിൽ ഭരണം ആരംഭിച്ചു."
became_king,becomes king at age,becomes king at age,2025-04-14,text,False, , , , ,പ്രായത്തിൽ രാജാവാകുന്നു, , ,വയസ്സിൽ രാജാവ് ആകുന്നു
vulgate,Vulgate completed by Jerome (Latin translation of the bible) c. 405 C.E.,Vulgate completed by Jerome (Latin translation of the bible) c. 405 C.E., ,text,False, , , , ,ഏകദേശം ക്രി.വ. 405-ൽ ജെറോം പൂർത്തിയാക്കിയ വൾഗേറ്റ് (ബൈബിളിന്റെ ലാറ്റിൻ പരിഭാഷ), , ,"ജെറോം പൂർത്തിയാക്കിയ വൾഗേറ്റ് (ബൈബിളിന്റെ ലത്തീൻ പരിഭാഷ), ഏകദേശം 405 എ.സി."
gutenberg,Gutenberg Bible printed 1455,Gutenberg Bible printed 1455, ,text,False, , , , ,1455-ൽ ഗുട്ടൻബർഗ് ബൈബിൾ അച്ചടിച്ചു, , ,ഗുട്ടൻബെർഗ് ബൈബിൾ അച്ചടിച്ചത് 1455-ൽ
erasmus,Greek text of Christian Greek Scriptures published by Desiderius Erasmus of Rotterdam 1516,Greek text of Christian Greek Scriptures published by Desiderius Erasmus of Rotterdam 1516, ,text,False, , , , ,1516-ൽ റോട്ടർഡാമിലെ ഡെസിഡേറിയസ് ഇറാസ്മസ് പ്രസിദ്ധീകരിച്ച ക്രിസ്ത്യൻ ഗ്രീക്ക് തിരുവെഴുത്തുകളുടെ ഗ്രീക്ക് പാഠം, , ,റോട്ടർഡാമിലെ ഡെസിഡേറിയസ് എറാസ്മസ് 1516-ൽ പ്രസിദ്ധീകരിച്ച ക്രിസ്ത്യൻ ഗ്രീക്ക് തിരുവെഴുത്തുകളുടെ ഗ്രീക്ക് പാഠം
luther,Luther Bible translation in September 1522,Luther Bible translation in September 1522, ,text,False, , , , ,1522 സെപ്റ്റംബറിൽ ലൂത്തർ ബൈബിൾ പരിഭാഷ, , ,1522 സെപ്റ്റംബറിലെ ലൂഥർ ബൈബിൾ വിവർത്തനം
tyndale,English Bible translation by Tyndale 1536,English Bible translation by Tyndale 1536, ,text,False, , , , ,1536-ൽ ടിൻഡേൽ ആംഗലേയ ബൈബിൾ പരിഭാഷ, , ,ടൈൻഡേൽ 1536-ലെ ബൈബിൾ വിവർത്തനം
king_james,King James Bible 1611,King James Bible 1611, ,text,False, , , , ,രാജാവ് ജേയിംസ് ബൈബിൾ 1611, , ,കിംഗ് ജെയിംസ് ബൈബിൾ 1611
69weeks3,"Jesus starts his service 29 CE (Luke 3:1, 21)","Jesus starts his service 29 CE (Luke 3:1, 21)", ,text,False, , , , ,"യേശു തന്റെ സേവനം ആരംഭിക്കുന്നു 29 സി.ഇ. (ലൂക്ക 3:1, 21)", , ,"യേശു തൻ്റെ ശുശ്രൂഷ 29-ൽ ആരംഭിക്കുന്നു (ലൂക്കോസ് 3:1, 21)"
ransom,Middle of week “sacrifice to cease” Daniel 9:27,Middle of week “sacrifice to cease” Daniel 9:27, ,text,False, , , , ,"ആഴ്ചയുടെ മധ്യത്തിൽ ""ബലി നിലയ്ക്കും"" ദാനീയേൽ 9:27", , ,"ആഴ്ചയുടെ മദ്ധ്യം ""നിർത്തലാക്കാനുള്ള ബലി"" ദാനിയേൽ 9:27"
cornelius,Cornelius baptized at the end of 70 weeks (Daniel 9:24) in 36 C.E.,Cornelius baptized at the end of 70 weeks (Daniel 9:24) in 36 C.E., ,text,False, , , , ,70 ആഴ്ചകളുടെ അവസാനം കോർണേലിയോസ് സ്നാനം സ്വീകരിക്കുന്നു (ദാനീയേൽ 9:24) 36 സി.ഇ., , ,"ക്രി.വ. 36-ൽ, എഴുപത് ആഴ്ചകളുടെ അവസാനത്തിൽ കൊർണേലിയോസ് ജ്ഞാനസ്നാനം ചെയ്യപ്പെട്ടു (ദാനിയേൽ 9:24)."
columbus,End of the pre-columbian period in the Americas 1492,End of the pre-columbian period in the Americas 1492, ,text,False, , , , ,1492-ൽ അമേരിക്കയിലെ പ്രീ-കൊളംബിയൻ കാലഘട്ടത്തിന്റെ അന്ത്യം, , ,അമേരിക്കയിലെ കൊളംബസിന് മുമ്പുള്ള കാലഘട്ടത്തിന്റെ അവസാനം 1492
declaration_independence,Declaration of independence of 13 colonies in America 1776,Declaration of independence of 13 colonies in America 1776, ,text,False, , , , ,1776-ൽ അമേരിക്കയിലെ 13 കോളനികളുടെ സ്വാതന്ത്ര്യ പ്രഖ്യാപനം, , ,അമേരിക്കയിലെ 13 കോളനികളുടെ 1776-ലെ സ്വാതന്ത്ര്യ പ്രഖ്യാപനം
tischendorf,Tischendorf discovers the Codex Sinaiticus from the 4th century in 1844,Tischendorf discovers the Codex Sinaiticus from the 4th century in 1844, ,text,False, , , , ,1844-ൽ ടിഷൻഡോർഫ് നാലാം നൂറ്റാണ്ടിലെ കോഡക്സ് സിനായ്റ്റിക്കസ് കണ്ടെത്തുന്നു, , ,1844-ൽ ടിഷൻഡോർഫ് നാലാം നൂറ്റാണ്ടിലെ കോഡെക്സ് സിനൈറ്റിക്കസ് കണ്ടെത്തുന്നു
dead_sea_scrolls,Dead Sea Scrolls written,Dead Sea Scrolls written, ,text,False, , , , ,ഡെഡ് സീ സ്ക്രോളുകൾ എഴുതപ്പെട്ടു, , ,മരിച്ച കടൽ രേഖകൾ എഴുതിയ
septuagint,Septuagint LXX translated,Septuagint LXX translated, ,text,False, , , , ,സെപ്ത്വജിന്റ് LXX വിവർത്തനം ചെയ്യപ്പെട്ടു, , ,സെപ്റ്റുവജിന്റ് എൽ.എക്സ്.എക്സ് വിവർത്തനം ചെയ്തു
watchtower,The first issue of “Zion’s Watch Tower and Herald of Christ’s Presence” is published in 1879,The first issue of “Zion’s Watch Tower and Herald of Christ’s Presence” is published in 1879, ,text,False, , , , ,"""സയോന്റെ വാച്ച് ടവറും ക്രിസ്തുവിന്റെ സാന്നിധ്യത്തിന്റെ ദൂതനും"" ആദ്യ ലക്കം 1879-ൽ പ്രസിദ്ധീകരിച്ചു", , ,"""സിയോന്റെ വാച്ച് ടവർ ആൻഡ് ഹെറാൾഡ് ഓഫ് ക്രിസ്റ്റിസ് പ്രസൻസ്""-ന്റെ ആദ്യ ലക്കം 1879-ൽ പ്രസിദ്ധീകരിച്ചു."
jehovahs_witnesses,"The Bible Students adopt a new name – Jehovah’s Witnesses (Isaiah 43:10, 12) in Columbus, Ohio, 1931","The Bible Students adopt a new name – Jehovah’s Witnesses (Isaiah 43:10, 12) in Columbus, Ohio, 1931",include scripture,text,False, , , , ,"ബൈബിൾ വിദ്യാർത്ഥികൾ ഒരു പുതിയ പേര് സ്വീകരിക്കുന്നു – യഹോവയുടെ സാക്ഷികൾ (യെശയ്യാവ് 43:10, 12) കൊളംബസ്, ഒഹായോ, 1931-ൽ", , ,"1931-ൽ ഒഹായോയിലെ കൊളംബസിൽ ബൈബിൾ സ്റ്റുഡൻ്റ്സ് ഒരു പുതിയ പേര് സ്വീകരിച്ചു – യഹോവയുടെ സാക്ഷികൾ (ഏശയ്യ 43:10, 12)."
gilead_school,"Watchtower Bible School of Gilead begins on Monday, February 1, 1943","Watchtower Bible School of Gilead begins on Monday, February 1, 1943", ,text,False, , , , ,"വാച്ച്ടവർ ബൈബിൾ സ്കൂൾ ഓഫ് ഗിലേയാദ് 1943 ഫെബ്രുവരി 1, തിങ്കളാഴ്ച ആരംഭിക്കുന്നു", , ,"ഗിലെയാദിലെ വാച്ച്ടവർ ബൈബിൾ സ്കൂൾ 1943 ഫെബ്രുവരി 1, തിങ്കളാഴ്ച ആരംഭിച്ചു."
new_world_translation1,"“New World Translation of the Holy Scriptures” released in Manchester, England on June 18, 1960, reintroduces the name Jehovah in many parts of the Bible","“New World Translation of the Holy Scriptures” released in Manchester, England on June 18, 1960, reintroduces the name Jehovah in many parts of the Bible",hightlight reintroduction of Jehovah’s name,text,False, , , , ,"""പുതിയ ലോക വിശുദ്ധ ഗ്രന്ഥങ്ങളുടെ വിവർത്തനം"" 1960 ജൂൺ 18-ന് മാഞ്ചസ്റ്റർ, ഇംഗ്ലണ്ടിൽ പുറത്തിറക്കി, ബൈബിളിന്റെ പല ഭാഗങ്ങളിലും യഹോവ എന്ന നാമം പുനരാവിഷ്ക്കരിച്ചു", , ,"1960 ജൂൺ 18-ന് ഇംഗ്ലണ്ടിലെ മാഞ്ചസ്റ്ററിൽ പുറത്തിറങ്ങിയ ""പുതിയ ലോക വിവർത്തനം"" ബൈബിളിലെ പല ഭാഗങ്ങളിലും യഹോവ എന്ന നാമം പുനരവതരിപ്പിക്കുന്നു."
new_world_translation2,"Revised “New World Translation of the Holy Scriptures” released at annual meeting 2013, optimized to be used digitally and online","Revised “New World Translation of the Holy Scriptures” released at annual meeting 2013, optimized to be used digitally and online",new edition with digital and online in mind,text,False, , , , ,"പുതുക്കിയ ""പുതിയ ലോക വിശുദ്ധ ഗ്രന്ഥങ്ങളുടെ വിവർത്തനം"" 2013-ലെ വാർഷിക സമ്മേളനത്തിൽ പുറത്തിറക്കി, ഡിജിറ്റലായിയും ഓൺലൈനിലും ഉപയോഗിക്കാൻ അനുയോജ്യമാക്കി", , ,"2013-ലെ വാർഷിക യോഗത്തിൽ പുറത്തിറങ്ങിയ, പരിഷ്കരിച്ച ""പരിശുദ്ധ തിരുവെഴുത്തുകളുടെ പുതിയ ലോക പരിഭാഷ"", ഡിജിറ്റലായും ഓൺലൈനായും ഉപയോഗിക്കുന്നതിനായി മെച്ചപ്പെടുത്തിയത്."
cold_war,Geopolitical situation labeled “Cold War” 1945-1991,Geopolitical situation labeled “Cold War” 1945-1991, ,text,False, , , , ,"""ശീതയുദ്ധം"" എന്ന് ലേബൽ ചെയ്യപ്പെട്ട ഭൂമിശാസ്ത്ര സാഹചര്യം 1945-1991", , ,"""ശീതയുദ്ധം"" എന്ന് പേരിട്ടിരിക്കുന്ന ഭൗമരാഷ്ട്രീയ സാഹചര്യം 1945-1991"
codex_sinaiticus,Codex Sinaiticus written,Codex Sinaiticus written, ,text,False, , , , ,കോഡക്സ് സിനായ്റ്റിക്കസ് എഴുതപ്പെട്ടു, , ,കോഡെക്സ് സിനൈറ്റിക്കസ് എഴുതിയ
codex_vaticanus,Codex Vaticanus written,Codex Vaticanus written, ,text,False, , , , ,കോഡക്സ് വാറ്റിക്കാനസ് എഴുതപ്പെട്ടു, , ,കോഡെക്സ് വാട്ടിക്കാനസ് എഴുതിയ
leningrad_codex,Leningrad Codex written in Cairo AD 1008,Leningrad Codex written in Cairo AD 1008, ,text,False, , , , ,ലെനിൻഗ്രാഡ് കോഡക്സ് കൈറോയിൽ എ.ഡി. 1008-ൽ എഴുതപ്പെട്ടു, , ,കെയ്‌റോയിൽ എ.ഡി. 1008-ൽ രചിച്ച ലെനിൻഗ്രാഡ് കോഡെക്സ്
john,John writes “revelation” while exiled on Patmos 96-98 C.E.,John writes “revelation” while exiled on Patmos 96-98 C.E., ,text,False, , , , ,"യോഹന്നാൻ പാറ്റ്മോസിൽ നാടുകടത്തപ്പെട്ടപ്പോൾ ""വെളിപ്പാട്"" എഴുതുന്നു 96-98 സി.ഇ.", , ,"ജോൺ, ക്രി.വ. 96-98-ൽ പാറ്റമോസ് ദ്വീപിൽ വസതിയിൽ ആയിരിക്കുമ്പോൾ ""പ്രകാശനം"" എഴുതി."
buddha,The Buddha – Siddhartha Gautama c.563-c.483 B.C.E,The Buddha – Siddhartha Gautama c.563-c.483 B.C.E, ,text,False, , , , ,ബുദ്ധൻ – സിദ്ധാർത്ഥ ഗൗതമ c.563-c.483 ബി.സി.ഇ, , ,"ബുദ്ധൻ – സിദ്ധാർത്ഥ ഗൗതമ, ഏകദേശം 563-483 ബി.സി.ഇ."
buddha2,Buddha alternatively c. 480-400 B.C.E.,Buddha alternatively c. 480-400 B.C.E., ,text,False, , , , ,ബുദ്ധൻ ബദൽമാർഗ്ഗം c. 480-400 ബി.സി.ഇ., , ,ബുദ്ധൻ (ഏകദേശം) ക്രി.മു. 480-400
mohammed,Mohammed c. 570-632,Mohammed c. 570-632, ,text,False, , , , ,മുഹമ്മദ് c. 570-632, , ,മുഹമ്മദ് ഏകദേശം 570-632
confucius,Confucius c.551-c.479 B.C.E.,Confucius c.551-c.479 B.C.E., ,text,False, , , , ,കൺഫ്യൂഷ്യസ് c.551-c.479 ബി.സി.ഇ., , ,കൺഫ്യൂഷ്യസ് ഏ. 551-ഏ. 479 ബി.സി.ഇ.
hijrah,Hijrah - Journey Mecca to Medina 16 July 622,Hijrah - Journey Mecca to Medina 16 July 622, ,text,False, , , , ,ഹിജ്റ - മക്കയിൽ നിന്ന് മദീനയിലേക്കുള്ള യാത്ര 16 ജൂലൈ 622, , ,"ഹിജ്റ - മക്കയിൽ നിന്ന് മദീനയിലേക്കുള്ള യാത്ര, 16 ജൂലൈ 622"
moses_escape,"1553 B.C.E. Moses has to escape Egypt – Exodus 2:15, Acts 7:23","1553 B.C.E. Moses has to escape Egypt – Exodus 2:15, Acts 7:23", ,text,False, , , , ,"1553 ബി.സി.ഇ. മോശെ ഈജിപ്തിൽ നിന്ന് രക്ഷപ്പെടേണ്ടി വരുന്നു – പുറപ്പാടു 2:15, പ്രവൃത്തികൾ 7:23", , ,"ക്രി.മു. 1553-ൽ മോശയ്ക്ക് ഈജിപ്തിൽ നിന്ന് രക്ഷപ്പെടേണ്ടി വന്നു – പുറപ്പാട് 2:15, അപ്പൊസ്തലന്മാരുടെ പ്രവൃത്തികൾ 7:23"
10plagues,1513 B.C.E Egypt receives 10 plagues,1513 B.C.E Egypt receives 10 plagues, ,text,False, , , , ,1513 ബി.സി.ഇ. ഈജിപ്തിന് 10 പകർച്ചവ്യാധികൾ ലഭിക്കുന്നു, , ,ക്രി.മു. 1513-ൽ ഈജിപ്ത് പത്ത് പകർച്ചവ്യാധികൾ ഏറ്റുവാങ്ങി.
