key,text,english,notes,tag,checked,checked_by,date,link,google,chatgpt,gemini,claude,deepl
exile,607 hanggang 537 B.C.E. – 70 taon (Jeremias 25:11),607 to 537 B.C.E. – 70 years (Jeremiah 25:11), ,text,False, , , ,607 to 537 B.C.E. – 70 years (Jeremiah 25:11),607 hanggang 537 B.C.E. – 70 taon (Jeremias 25:11), , ,607 hanggang 537 B.C.E. – 70 taon (Jeremias 25:11)
exile2,Exile,Exile,old: pagpapatapon,text,False, , , ,Exile,Pagkatapon, , ,Pagkatapon
7times2,7 beses – 2520 taon hanggang sa Mesiyanikong Kaharian 1914 C.E. (Daniel 4:23),7 times – 2520 years to the Messianic Kingdom 1914 C.E. (Daniel 4:23), ,text,False, , , ,7 times – 2520 years to the Messianic Kingdom 1914 C.E. (Daniel 4:23),7 beses – 2520 taon hanggang sa Kaharian ng Mesiyas 1914 C.E. (Daniel 4:23), , ,7 beses – 2520 taon hanggang sa Mesiyanikong Kaharian 1914 C.E. (Daniel 4:23)
ww1,Digmaang Pandaigdig I – 1914–1918,World War I – 1914–1918, ,text,False, , , ,World War I – 1914–1918,Digmaang Pandaigdig I – 1914–1918, , ,Unang Digmaang Pandaigdig – 1914–1918
ww2,Digmaang Pandaigdig II – 1939–1945,World War II – 1939–1945, ,text,False, , , ,World War II – 1939–1945,Digmaang Pandaigdig II – 1939–1945, , ,Ikalawang Digmaang Pandaigdig – 1939–1945
30_year_war,30 - Taong Digmaan sa Europa 1618-1648,Thirty Years' War in Europe 1618-1648, ,text,False, , , ,Thirty Years' War in Europe 1618-1648,Digmaang Tatlumpung Taon sa Europa 1618-1648, , ,Digmaang Tatlumpung Taon sa Europa 1618-1648
joshua,110 taon,110 years, ,text,False, , , ,110 years,110 taon, , ,Isandaang sampung taon
caleb,higit 85 na taon,more than 85 years, ,text,False, , , ,more than 85 years,higit sa 85 taon, , ,mahigit 85 taon
missionary1,"Unang Paglalakbay ni Pablo, c. 47-48 C.E. kasama sina Bernabe at Juan Marcos","First Missionary Journey of Paul, c. 47-48 C.E. with Barnabas and John Mark", ,text,False, , , ,"First Missionary Journey of Paul, c. 47-48 C.E. with Barnabas and John Mark","Unang Paglalakbay Misyonero ni Pablo, c. 47-48 C.E. kasama si Barnabas at Juan Marcos", , ,"Unang Misyonaryong Paglalakbay ni Pablo, mga 47–48 C.E., kasama sina Bernabé at Juan Marcos"
circumcision,"Isyo ng pagtutuli sa Antioquia, kumperensya sa Jerusalem 49 C.E.","Circumcision issue at Antioch, conference in Jerusalem c. 49 C.E.", ,text,False, , , ,"Circumcision issue at Antioch, conference in Jerusalem c. 49 C.E.","Isyu ng tuli sa Antioquia, kumperensya sa Jerusalem c. 49 C.E.", , ,"Isyu ng pagtutuli sa Antioquia, kumperensya sa Jerusalem mga 49 C.E."
missionary2,Ikalawang Paglalakbay ni Pablo c. 49-52 C.E kasama si Silas (Silvanus),Second Missionary Journey c. 49-52 C.E with Silas (Silvanus), ,text,False, , , ,Second Missionary Journey c. 49-52 C.E with Silas (Silvanus),Ikalawang Paglalakbay Misyonero c. 49-52 C.E. kasama si Silas (Silvano), , ,Ikalawang Misyonaryong Paglalakbay mga 49–52 C.E. kasama si Silas (Silvanus)
missionary3,Ikatlong Paglalakbay ni Pablo c. 52-56 C.E.,Third Missionary Journey c. 52-56 C.E., ,text,False, , , ,Third Missionary Journey c. 52-56 C.E.,Ikatlong Paglalakbay Misyonero c. 52-56 C.E., , ,Ikatlong Misyonaryong Paglalakbay mga 52–56 C.E.
caesarea,Pagkabilango ni Pablo sa Caesarea c. 56-58 C.E.,Paul in custody in Caesarea c. 56-58 C.E., ,text,False, , , ,Paul in custody in Caesarea c. 56-58 C.E.,Si Pablo sa kustodiya sa Caesarea c. 56-58 C.E., , ,Si Pablo ay nasa kustodiya sa Cesarea mga 56–58 C.E.
rome1,Unang pagkabilanggo ni Pablo sa Roma c. 59-61 C.E.,Paul’s first imprisonment in Rome c. 59-61 C.E., ,text,False, , , ,Paul’s first imprisonment in Rome c. 59-61 C.E.,Unang pagkabilanggo ni Pablo sa Roma c. 59-61 C.E., , ,Unang pagkakabilanggo ni Pablo sa Roma c. 59–61 C.E.
rome2,"Ikalawang pagkabilanggo ni Pablo sa Roma c. 65 CE, Isinulat ang 2 Timoteo, pinatay si Pablo","Paul’s second imprisonment in Rome c. 65 C.E., 2 Timothy written, Paul executed", ,text,False, , , ,"Paul’s second imprisonment in Rome c. 65 C.E., 2 Timothy written, Paul executed","Ikalawang pagkabilanggo ni Pablo sa Roma c. 65 C.E., isinulat ang 2 Timoteo, ipinapatay si Pablo", , ,"Ikalawang pagkakabilanggo ni Pablo sa Roma c. 65 C.E., pagsulat ng ikalawang liham kay Timoteo, pagbitay kay Pablo"
event_exodus,"Pag-alis mula sa Ehipto noong ika-14 ng Nisan, 1513 B.C.E.","Exodus from Egypt on Nisan 14th, 1513 B.C.E.", ,text,False, , , ,"Exodus from Egypt on Nisan 14th, 1513 B.C.E.","Pag-alis mula sa Ehipto noong Nisan 14, 1513 B.C.E.", , ,"Paglikas mula sa Ehipto noong ika-14 ng Nisan, 1513 B.C.E."
event_division_kingdom,Dibisyon ng Israel 997 BCE,Division of Israel 997 BCE, ,text,False, , , ,Division of Israel 997 BCE,Paghahati ng Israel 997 BCE, , ,Pagkahati ng Israel 997 BCE
event_destruction_samaria,Pagkawasak ng Samaria 740 B.C.E. ng Asiria,Destruction of Samaria 740 B.C.E. by Assyria,Destruction of Samaria 740 B.C.E. by Assyria,text,False, , , ,Destruction of Samaria 740 B.C.E. by Assyria,Pagwasak ng Samaria 740 B.C.E. ng Asiria, , ,Pinsala sa Samaria 740 B.C.E. ng Asiria
event_destruction_jerusalem1,"Pagkawasak ng Jerusalem 607 B.C.E. ng Babilonya, 390 taon pagkatapos ng paghahati ng kaharian (Ezekiel 4:5)","Destruction of Jerusalem 607 B.C.E. by Babylon, 390 years after the division of the kingdom (Ezekiel 4:5)", ,text,False, , , ,"Destruction of Jerusalem 607 B.C.E. by Babylon, 390 years after the division of the kingdom (Ezekiel 4:5)","Pagwasak ng Jerusalem 607 B.C.E. ng Babilonia, 390 taon matapos ang paghahati ng kaharian (Ezekiel 4:5)", , ,"Pinsala sa Jerusalem noong 607 B.C.E. ng Babilonia, 390 taon matapos ang paghahati ng kaharian (Ezekiel 4:5)"
event_temple_rebuilt,Muling tinayo ang templo sa Jerusalem - 515,Temple in Jerusalem rebuilt 515 B.C.E., ,text,False, , , ,Temple in Jerusalem rebuilt 515 B.C.E.,Templo sa Jerusalem muling itinayo 515 B.C.E., , ,Ang Templo sa Jerusalem ay muling itinayo noong 515 B.C.E.
event_jerusalem_rebuilt,Muling tinayo ang pader ng Jerusalem - 455,Jerusalem wall rebuilt 455 B.C.E., ,text,False, , , ,Jerusalem wall rebuilt 455 B.C.E.,Pader ng Jerusalem muling itinayo 455 B.C.E., , ,Muling itinayo ang pader ng Jerusalem noong 455 B.C.E.
event_destruction_jerusalem2,Pagkawasak ng Jerusalem 70 C.E.- Roma (kay Titus),Destruction of Jerusalem 70 C.E. by Rome under Titus, ,text,False, , , ,Destruction of Jerusalem 70 C.E. by Rome under Titus,Pagwasak ng Jerusalem 70 C.E. ng Roma sa ilalim ni Tito, , ,Pagsira ng Jerusalem noong 70 C.E. ng Roma sa pamumuno ni Titus
event_1914,"Katapusan ng panahon ng mga bansa (Lucas 21:24), kaharian ng Diyos nagsimulang mamahala -1914 C.E.","End of the time of the nations (Luke 21:24), God’s Kingdom starts to rule in heaven 1914 C.E.",include scripture Luke 21:24,text,False, , , ,"End of the time of the nations (Luke 21:24), God’s Kingdom starts to rule in heaven 1914 C.E.","Katapusan ng panahon ng mga bansa (Lucas 21:24), ang Kaharian ng Diyos ay nagsimulang maghari sa langit 1914 C.E.", , ,"Sa katapusan ng panahon ng mga bansa (Lucas 21:24), nagsimulang mamuno sa langit ang Kaharian ng Diyos noong 1914 C.E."
became_king,naging hari sa edad,becomes king at age,2025-04-14,text,False, , , ,becomes king at age,naging hari sa edad, , ,naging hari sa edad na
vulgate,Natapos ni Jerome ang Vulgate (salin sa Latin ng bibliya) c. 405 C.E.,Vulgate completed by Jerome (Latin translation of the bible) c. 405 C.E., ,text,False, , , ,Vulgate completed by Jerome (Latin translation of the bible) c. 405 C.E.,Vulgate na tapos ni Jerome (Latin na pagsasalin ng bibliya) c. 405 C.E., , ,Vulgate na tinapos ni Jerome (Latinhong pagsasalin ng Bibliya) c. 405 C.E.
gutenberg,Ang Bibliyang Gutenberg ay inilimbag -1455,Gutenberg Bible printed 1455, ,text,False, , , ,Gutenberg Bible printed 1455,Bibliya ni Gutenberg na limbag 1455, , ,Biblia ni Gutenberg na inilimbag noong 1455
erasmus,Griegong salin ng Kristiyanong Griegong Kasulatan inilathala ni Desiderius Erasmus ng Rotterdam 1516,Greek text of Christian Greek Scriptures published by Desiderius Erasmus of Rotterdam 1516, ,text,False, , , ,Greek text of Christian Greek Scriptures published by Desiderius Erasmus of Rotterdam 1516,Teksto sa Griyego ng Kristiyanong Griegong Kasulatan na inilathala ni Desiderius Erasmus ng Rotterdam 1516, , ,Griyegong teksto ng mga Kristiyanong Kasulatan sa Griyego na inilathala ni Desiderius Erasmus ng Rotterdam noong 1516
luther,Pagsasalin ng Bibliya ni Luther noong Setyembre 1522,Luther Bible translation in September 1522, ,text,False, , , ,Luther Bible translation in September 1522,Pagsasalin ng Bibliya ni Luther noong Setyembre 1522, , ,Pagsasalin ng Bibliya ni Luther noong Setyembre 1522
tyndale,Pagsasalin ng Bibliya sa Ingles ni Tyndale 1536,English Bible translation by Tyndale 1536, ,text,False, , , ,English Bible translation by Tyndale 1536,Pagsasalin sa Ingles ng Bibliya ni Tyndale 1536, , ,"Salin ng Bibliya ni Tyndale, 1536"
king_james,King James Bible 1611,King James Bible 1611, ,text,False, , , ,King James Bible 1611, , , ,Biblia ni Haring James 1611
69weeks3,"Sinimulan ni Jesus ang kaniyang ministeryo 29 CE (Lucas 3:1, 21)","Jesus starts his service 29 CE (Luke 3:1, 21)", ,text,False, , , ,"Jesus starts his service 29 CE (Luke 3:1, 21)","Nagsisimula ang serbisyo ni Jesus 29 CE (Lucas 3:1, 21)", , ,"Sinimulan ni Jesus ang kanyang ministeryo noong 29 CE (Lucas 3:1, 21)"
ransom,"Kalagitnaan ng linggo ""patitigilin ang pagaalay"" Dan 9:27",Middle of week “sacrifice to cease” Daniel 9:27, ,text,False, , , ,Middle of week “sacrifice to cease” Daniel 9:27,"Gitna ng linggo ""sakripisyo ay titigil"" Daniel 9:27", , ,"Sa kalagitnaan ng linggo ""ang sakripisyo ay titigil"" Daniel 9:27"
cornelius,Nagbautismo si Cornelio sa pagtatapos ng 70 linggo (Daniel 9:24) noong 36 C.E.,Cornelius baptized at the end of 70 weeks (Daniel 9:24) in 36 C.E., ,text,False, , , ,Cornelius baptized at the end of 70 weeks (Daniel 9:24) in 36 C.E.,Si Cornelio binautismuhan sa katapusan ng 70 linggo (Daniel 9:24) sa 36 C.E., , ,Inilipat ni Cornelius ang kanyang bautismo sa pagtatapos ng pitumpung linggo (Daniel 9:24) noong 36 C.E.
columbus,Pagtatapos ng pre-columbian period sa Americas 1492,End of the pre-columbian period in the Americas 1492, ,text,False, , , ,End of the pre-columbian period in the Americas 1492,Katapusan ng panahong pre-columbian sa Americas 1492, , ,Wakas ng panahong pre-Columbian sa mga Amerika 1492
declaration_independence,Deklarasyon ng kalayaan ng 13 kolonya sa America 1776,Declaration of independence of 13 colonies in America 1776, ,text,False, , , ,Declaration of independence of 13 colonies in America 1776,Deklarasyon ng kalayaan ng 13 kolonya sa Amerika 1776, , ,Deklarasyon ng kasarinlan ng labing-tatlong kolonya sa Amerika noong 1776
tischendorf,Natuklasan ni Tischendorf ang Codex Sinaiticus mula sa ika-4 na siglo noong 1844,Tischendorf discovers the Codex Sinaiticus from the 4th century in 1844, ,text,False, , , ,Tischendorf discovers the Codex Sinaiticus from the 4th century in 1844,Natuklasan ni Tischendorf ang Codex Sinaiticus mula sa ika-4 na siglo noong 1844, , ,Natuklasan ni Tischendorf ang Codex Sinaiticus mula sa ika-4 na siglo noong 1844.
dead_sea_scrolls,Isinulat ang Dead Sea Scrolls,Dead Sea Scrolls written, ,text,False, , , ,Dead Sea Scrolls written,Dead Sea Scrolls naisulat, , ,Isinulat na mga Manuskrito ng Dagat-dagatan
septuagint,Isinalin ang Septuagint LXX,Septuagint LXX translated, ,text,False, , , ,Septuagint LXX translated,Septuagint LXX isinalin, , ,Isinalin ng Septuaginta LXX
watchtower,Ang unang isyu ng “Zion’s Watch Tower and Herald of Christ’s Presence” ay inilathala noong 1879,The first issue of “Zion’s Watch Tower and Herald of Christ’s Presence” is published in 1879, ,text,False, , , ,The first issue of “Zion’s Watch Tower and Herald of Christ’s Presence” is published in 1879,"Ang unang isyu ng ""Zion's Watch Tower and Herald of Christ's Presence"" ay nailathala noong 1879", , ,"Ang unang isyu ng ""Zion's Watch Tower and Herald of Christ's Presence"" ay inilathala noong 1879."
jehovahs_witnesses,"Estudyante ng Bibliya may bagong pangalan - Mga Saksi ni Jehova (Isaias 43:10, 12) sa Columbus, Ohio, 1931","The Bible Students adopt a new name – Jehovah’s Witnesses (Isaiah 43:10, 12) in Columbus, Ohio, 1931",include scripture,text,False, , , ,"The Bible Students adopt a new name – Jehovah’s Witnesses (Isaiah 43:10, 12) in Columbus, Ohio, 1931","Ang mga Bible Student ay nag-adopt ng bagong pangalan – Jehovah's Witnesses (Isaias 43:10, 12) sa Columbus, Ohio, 1931", , ,"Ang mga Mag-aaral ng Bibliya ay kumuha ng bagong pangalan – Mga Saksi ni Jehova (Isaias 43:10, 12) sa Columbus, Ohio, noong 1931"
gilead_school,"Ang Watchtower Bible School of Gilead ay nagsimula , Pebrero 1, 1943","Watchtower Bible School of Gilead begins on Monday, February 1, 1943", ,text,False, , , ,"Watchtower Bible School of Gilead begins on Monday, February 1, 1943","Nagsimula ang Watchtower Bible School of Gilead noong Lunes, Pebrero 1, 1943", , ,"Nagsimula ang Watchtower Bible School of Gilead noong Lunes, Pebrero 1, 1943."
new_world_translation1,"“New World Translation of the Holy Scriptures” na inilabas sa Manchester, England - Hunyo 18, 1960, ay binalik ang pangalang Jehova sa maraming bahagi ng Bibliya","“New World Translation of the Holy Scriptures” released in Manchester, England on June 18, 1960, reintroduces the name Jehovah in many parts of the Bible",hightlight reintroduction of Jehovah’s name,text,False, , , ,"“New World Translation of the Holy Scriptures” released in Manchester, England on June 18, 1960, reintroduces the name Jehovah in many parts of the Bible","""New World Translation of the Holy Scriptures"" ay inilabas sa Manchester, England noong Hunyo 18, 1960, muling ipinakilala ang pangalang Jehovah sa maraming bahagi ng Bibliya", , ,"Ang ""Bagong Sanlibut na Pagsasalin ng Banal na Kasulatan"" na inilabas sa Manchester, Inglatera noong Hunyo 18, 1960, ay muling ipinakikilala ang pangalang Jehova sa maraming bahagi ng Bibliya."
new_world_translation2,"Binagong “Bagong Sanlibutang Salin ng Banal na Kasulatan” inilabas sa taunang pulong 2013, na-optimize para magamit sa digital at online","Revised “New World Translation of the Holy Scriptures” released at annual meeting 2013, optimized to be used digitally and online",new edition with digital and online in mind,text,False, , , ,"Revised “New World Translation of the Holy Scriptures” released at annual meeting 2013, optimized to be used digitally and online","Binagong ""New World Translation of the Holy Scriptures"" ay inilabas sa taunang pagpupulong 2013, na-optimize para gamitin digitally at online", , ,"Binagong ""Bagong Sanlibutang Pagsasalin ng mga Banal na Kasulatan"" na inilabas sa taunang pagtitipon noong 2013, na inayos upang magamit nang digital at online."
cold_war,"Geopolitikal na sitwasyon - ""Cold War"" 1945-1991",Geopolitical situation labeled “Cold War” 1945-1991, ,text,False, , , ,Geopolitical situation labeled “Cold War” 1945-1991,"Geopolitical situation na tinawag na ""Cold War"" 1945-1991", , ,"Geopolitikal na sitwasyon na tinawag na ""Cold War"" 1945–1991"
codex_sinaiticus,Isinulat ang Codex Sinaiticus,Codex Sinaiticus written, ,text,False, , , ,Codex Sinaiticus written,Codex Sinaiticus naisulat, , ,Codex Sinaiticus na isinulat
codex_vaticanus,Isinulat ang Codex Vaticanus,Codex Vaticanus written, ,text,False, , , ,Codex Vaticanus written,Codex Vaticanus naisulat, , ,Codex Vaticanus na isinulat
leningrad_codex,Leningrad Codex na isinulat sa Cairo AD 1008,Leningrad Codex written in Cairo AD 1008, ,text,False, , , ,Leningrad Codex written in Cairo AD 1008,Leningrad Codex naisulat sa Cairo AD 1008, , ,Leningrad Codex na isinulat sa Cairo noong AD 1008
john,Isinulat ni Juan ang “Apocalipsis” nong ipinatapon sa Patmos 96-98 C.E.,John writes “revelation” while exiled on Patmos 96-98 C.E., ,text,False, , , ,John writes “revelation” while exiled on Patmos 96-98 C.E.,"Isinulat ni Juan ang ""pahayag"" habang ikinakaila sa Patmos 96-98 C.E.", , ,"Isinulat ni Juan ang ""Pahayag"" habang siya ay nasa exilyo sa Patmos noong 96–98 C.E."
buddha,Buddha – Siddhartha Gautama c.563-c.483 B.C.E,The Buddha – Siddhartha Gautama c.563-c.483 B.C.E, ,text,False, , , ,The Buddha – Siddhartha Gautama c.563-c.483 B.C.E,Ang Buddha – Siddhartha Gautama c.563-c.483 B.C.E, , ,Ang Buddha – Siddhartha Gautama c.563–c.483 B.C.E.
buddha2,Buddha bilang kahalili c. 480-400 B.C.E.,Buddha alternatively c. 480-400 B.C.E., ,text,False, , , ,Buddha alternatively c. 480-400 B.C.E.,Buddha alternatibong c. 480-400 B.C.E., , ,Si Buddha ay maaaring nabuhay mga 480–400 B.C.E.
mohammed,Mohammed c. 570-632 C.E.,Mohammed c. 570-632, ,text,False, , , ,Mohammed c. 570-632, , , ,Mohammed mga 570–632
confucius,Confucius c.551-c.479 B.C.E.,Confucius c.551-c.479 B.C.E., ,text,False, , , ,Confucius c.551-c.479 B.C.E., , , , 
hijrah,Hijrah - Paglakbay sa Mecca - Medina 16 Hulyo 622,Hijrah - Journey Mecca to Medina 16 July 622, ,text,False, , , ,Hijrah - Journey Mecca to Medina 16 July 622,Hijrah - Paglalakbay mula Mecca papuntang Medina 16 Hulyo 622, , ,Hijrah - Paglalakbay mula Mecca patungong Medina 16 Hulyo 622
moses_escape,"1553 B.C.E. Kailangang makatakas si Moises sa Ehipto - Exo.2:15, Gawa 7:23","1553 B.C.E. Moses has to escape Egypt – Exodus 2:15, Acts 7:23", ,text,False, , , ,"1553 B.C.E. Moses has to escape Egypt – Exodus 2:15, Acts 7:23","1553 B.C.E. Si Moises ay kailangang tumakas sa Egypt – Exodo 2:15, Gawa 7:23", , ,"1553 B.C.E. Kailangan lumikas si Moises mula sa Ehipto – Exodo 2:15, Mga Gawa 7:23"
10plagues,1513 B.C.E Nakatanggap ang Ehipto ng 10 salot,1513 B.C.E Egypt receives 10 plagues, ,text,False, , , ,1513 B.C.E Egypt receives 10 plagues,1513 B.C.E Tinanggap ng Egypt ang 10 salot, , ,1513 B.C.E. Natanggap ng Ehipto ang 10 salot
joseph_sold,Nabenta si Jose bilang alipin sa edad na 17 – Gen 37:2,Joseph sold as slave at the age of 17 – Gen 37:2, ,text,False, , , ,Joseph sold as slave at the age of 17 – Gen 37:2,Si Jose ay ipinagbili bilang alipin sa edad na 17 – Gen 37:2, , ,Ipinagbili si Jose bilang alipin nang siya ay 17 taong gulang – Genesis 37:2
infliction,400 taon na pagpapahirap (Gawa 7:6) – Ismael 1913 B.C.E,400 year infliction (Acts 7:6) – Ishmael 1913 B.C.E, ,text,False, , , ,400 year infliction (Acts 7:6) – Ishmael 1913 B.C.E,400 taong pagdurusa (Gawa 7:6) – Ismael 1913 B.C.E, , ,400 taong pagdurusa (Mga Gawa 7:6) – Ismael 1913 B.C.E
Alexander,Alejandrong Dakila (Daniel 11:3),Alexander the Great (Daniel 11:3), ,text,False, , , ,Alexander the Great (Daniel 11:3), , , ,Si Alexander ang Dakila (Daniel 11:3)
persia,"Cirong Dakila, Cambyses II, Dario I 490 BCE, Jerjes I 480 BCE (asawa ni Esther, Daniel 11:2)","Cyrus the Great, Cambyses II, Darius I 490 BCE, Xerxes I 480 BCE (husband of Esther, Daniel 11:2)", ,text,False, , , ,"Cyrus the Great, Cambyses II, Darius I 490 BCE, Xerxes I 480 BCE (husband of Esther, Daniel 11:2)","Cyrus the Great, Cambyses II, Darius I 490 BCE, Xerxes I 480 BCE (asawa ni Ester, Daniel 11:2)", , ,"Cyrus ang Dakila, Cambyses II, Darius I 490 BCE, Xerxes I 480 BCE (asawa ni Esther, Daniel 11:2)"
king_north,"Seleucus I Nicator (v5) Syria hanggang Antiochus III (v10) at Seleucus IV (v18, 19) hanggang Octavian (v20) at Tiberius (v21-24)","Seleucus I Nicator (v5) Syria to Antiochus III (v10) and Seleucus IV (v18, 19) down to Octavian (v20) and Tiberius (v21-24)", ,text,False, , , ,"Seleucus I Nicator (v5) Syria to Antiochus III (v10) and Seleucus IV (v18, 19) down to Octavian (v20) and Tiberius (v21-24)","Seleucus I Nicator (v5) Syria hanggang Antiochus III (v10) at Seleucus IV (v18, 19) hanggang sa Octavian (v20) at Tiberius (v21-24)", , ,"Seleucus I Nicator (v5) Syria hanggang kay Antiochus III (v10) at kay Seleucus IV (v18, 19) hanggang kay Octavian (v20) at kay Tiberius (v21-24)"
king_north1,Hari ng Hilaga,King of the North, ,text,False, , , ,King of the North,Hari ng Hilaga, , ,Hari ng Hilaga
king_south,"Ptolemy I, II, III, IV (v11, 12), V (v15, 16) hanggang sa labanang Actium 31 B.C.E.","Ptolemy I, II, III, IV (v11, 12), V (v15, 16) to the battle Actium 31 B.C.E.", ,text,False, , , ,"Ptolemy I, II, III, IV (v11, 12), V (v15, 16) to the battle Actium 31 B.C.E.","Ptolemy I, II, III, IV (v11, 12), V (v15, 16) hanggang sa labanan ng Actium 31 B.C.E.", , ,"Ptolomeo I, II, III, IV (v11, 12), V (v15, 16) hanggang sa Labanan sa Actium noong 31 B.C.E."
king_south1,Hari ng Timog,King of the South, ,text,False, , , ,King of the South,Hari ng Timog, , ,Hari ng Timog
king_south2,"British empire 1870, Anglo-American World Power mula noong 1914","British Empire 1870, Anglo-American World Power since 1914", ,text,False, , , ,"British Empire 1870, Anglo-American World Power since 1914","British Empire 1870, Anglo-American World Power mula noong 1914", , ,"Imperyong Britanya 1870, Kapangyarihang Anglo-Amerikano sa Mundo mula pa noong 1914"
king_south3,Hari ng Timog,King of the South, ,text,False, , , ,King of the South,Hari ng Timog, , ,Hari ng Timog
king_north2,"Germany kasama si Emperor William I 1871 (v28), 1914 (v29), 1935 (v30b), 1939 (v31a)","Germany with Emperor William I 1871 (v28), 1914 (v29), 1935 (v30b), 1939 (v31a)", ,text,False, , , ,"Germany with Emperor William I 1871 (v28), 1914 (v29), 1935 (v30b), 1939 (v31a)","Germany kasama si Emperor William I 1871 (v28), 1914 (v29), 1935 (v30b), 1939 (v31a)", , ,"Alemanya kay Emperador William I 1871 (v28), 1914 (v29), 1935 (v30b), 1939 (v31a)"
king_north3,Hilaga,North, ,text,False, , , ,North,Hilaga, , ,Hilaga
