key	text	english
Jeremiah	예레미야	Jeremiah
Habakuk	하박국	Habakuk
Daniel	다니엘	Daniel
Ezekiel	에스겔	Ezekiel
Obadiah	오바댜	Obadiah
Malachi	말라기서	Malachi
Ruth	룻기	Ruth
Ezra	에스라가	Ezra
Nehemiah	느헤미야서	Nehemiah
Esther	에스더가	Esther
Job	욥기	Job
moses2	기원전 1593년부터 1473년까지 – 120년	1593 to 1473 B.C.E. – 120 years
moses3	모세	Moses
wilderness	이스라엘이 광야에서 기원전 1513년부터 1473년까지 – 40년	Israel in the wilderness 1513 to 1473 B.C.E. – 40 years
timespan_judges	기원전 1473년부터 1117년까지 – 356년	1473 to 1117 B.C.E. – 356 years
timespan_judges2	심사위원의 시간	Time of the judges
temple1	니산월 기원전 1513년 기원전 1034년 Ziv까지	Nisan 1513 B.C.E. to Ziv 1034 B.C.E.
temple2	성전 건축까지 479년 – 왕상 6:1	479 years until the temple construction – 1 Kings 6:1
69weeks	예수께서는 기원 29년 가을에 침례를 베푸셨습니다.	Jesus baptized autumn 29 C.E.
69weeks2	메시아까지 69주 – 다니엘 9:25	69 weeks to the Messiah – Daniel 9:25
jesus_service	3년 반 동안 예수를 섬김, 기원 33년 니산월 14일에 처형됨	3.5 years of Jesus service, executed Nisan 14th, 33 C.E.
jesus_life	예수께서는 기원전 2년에 태어나셨습니다.	Jesus born 2 B.C.E.
exile	기원전 607년부터 537년까지 – 70년(예레미야 25:11)	607 to 537 B.C.E. – 70 years (Jeremiah 25:11)
exile2	망명	exile
7times	요한계시록 12:9	Revelation 12:9
7times2	7번 – 메시아 왕국까지 2520년, 기원 1914년(다니엘 4:23)	7 times – 2520 years to the Messianic Kingdom 1914 C.E. (Daniel 4:23)
ww1	제1차 세계 대전 – 서기 1914년~1918년	World War I – 1914–1918 C.E.
ww2	제2차 세계 대전 – 서기 1939년 – 1945년	World War II – 1939–1945 C.E.
30_year_war	유럽 30년 전쟁 1618-1648	Thirty Years' War in Europe 1618-1648
joshua	110년	110 years
joshua2	조슈아	Joshua
caleb		more than 85 years
caleb2		Caleb
missionary1		First Missionary Journey of Paul, c. 47-48 C.E. with Barnabas and John Mark
circumcision		Circumcision issue at Antioch, conference in Jerusalem c. 49 C.E.
missionary2		Second Missionary Journey c. 49-52 C.E with Silas (Silvanus)
missionary3		Third Missionary Journey c. 52-56 C.E.
caesarea		Paul in custody in Caesarea c. 56-58 C.E.
rome1		Paul’s first imprisonment in Rome c. 59-61 C.E.
rome2		Paul’s second imprisonment in Rome c. 65 CE, 2 Timothy written, Paul executed
Julius		Julius
Augustus		Augustus
Tiberius		Tiberius
Caligula		Caligula
Claudius		Claudius
Nero		Nero
Galba-Otho-Vitellius		Galba, Otho and Vitellius (Year of the Four Emperors)
Vespasian		Vespasian
event_exodus		Exodus from Egypt on Nisan 14th, 1513 B.C.E.
event_division_kingdom		Division of Israel 997 BCE
event_destruction_samaria		Destruction of Samaria 740 B.C.E. by Assyria
event_destruction_samaria2		740 B.C.E. by Assyria
event_destruction_jerusalem1		Destruction of Jerusalem 607 B.C.E. by Babylon, 390 years after the division of the kingdom (Ezekiel 4:5)
event_temple_rebuilt		Temple in Jerusalem rebuilt 515 B.C.E.
event_jerusalem_rebuilt		Jerusalem wall rebuilt 455 B.C.E.
event_destruction_jerusalem2		Destruction of Jerusalem 70 C.E. by Rome under Titus
event_1914		End of the time of the nations, Gods kingdom starts to rule in heaven 1914 C.E. 
became_king	왕이 되었다	became king at age
vulgate		Vulgate completed by Jerome (Latin translation of the bible) c. 405 C.E.
gutenberg		Gutenberg bible printed 1455
erasmus		Greek text of Christian Greek Scriptures published by Desiderius Erasmus of Rotterdam 1516
luther		Luther Bible translation in September 1522
tyndale		English Bible translation by Tyndale 1536
king_james		King James Bible 1611
69weeks3		Jesus starts his service 29 CE (Luke 3:1, 21)
ransom		middle of week “sacrifice to cease” Daniel 9:27
cornelius		Cornelius baptized at the end of 70 weeks (Daniel 9:24) in 36 C.E.
columbus		end of the pre-columbian period in the Americas 1492
declaration_independence		declaration of independence of 13 colonies in America 1776
tischendorf		Tischendorf discovers the Codex Sinaiticus from the 4th century in 1844
dead_sea_scrolls		Dead Sea Scrolls written
septuagint		Septuagint LXX translated
watchtower		The first issue of “Zion’s Watch Tower and Herald of Christ’s Presence” is published in 1879
photodrama		The “Photo-Drama of Creation” is first shown in New York on January 11, 1914
jehovahs_witnesses		The Bible Students adopted a new name – Jehovah’s Witnesses. In Columbus, Ohio, 1931
gilead_school		Watchtower Bible School of Gilead began on Monday, February 1, 1943
new_world_translation1		“New World Translation of the Holy Scriptures” released in Manchester, England on June 18, 1960
truth_book		The book “The Truth That Leads to Eternal Life” released 1968
metropolitan		Start of metropolitan witnessing in 2011
jw_org		Start of JW.ORG with instructions in kingdom ministry December 2012
new_world_translation2		Revised “New World Translation of the Holy Scriptures” released at annual meeting 2013
jw_broadcasting		Start of jw.broadcasting in October 2014
meeting_workbook		New format of midweek meeting with “meeting workbook” starting January 2016
covid19		Global Covid-19 pandemic leads to lockdowns, quarantine and zoom-meetings
cold_war		Geopolitical situation labeled “Cold War” 1945-1991
timeline_created		This timeline was created in 2023, the hottest year in human history and the last 125,000 years
codex_sinaiticus		Codex Sinaiticus written
codex_vaticanus		Codex Vaticanus written
leningrad_codex		Leningrad Codex written in Cairo AD 1008
john		John writes “revelation” while exiled on Patmos 96-98 C.E.
nicaea1		First Council of Nicaea
buddha		The Buddha – Siddhartha Gautama c.563-c.483 B.C.E
buddha2		Buddha alternatively c. 480-400 B.C.E.
mohammed		Mohammed c. 570-632 C.E.
confucius		Confucius c.551-c.479 B.C.E.
hijrah		Hijrah - Journey Mecca to Medina 16 July 622
moses_escape		1553 B.C.E. Moses has to escape Egypt – Exodus 2:15, Acts 7:23
10plagues		1513 B.C.E Egypt receives 10 plagues
joseph_sold		Joseph sold as slave at the age of 17 – Gen 37:2
infliction		400 year infliction (Acts 7:6) – Ishmael 1913 B.C.E
Alexander		Alexander the Great (Daniel 11:3)
persia		Cyrus the Great, Cambyses II, Darius I 490 BCE, Xerxes I 480 BCE (husband of Esther, Daniel 11:2)
persia2	페르시아	Persia
king_north	셀레우코스 1세 니카토르(5절) 시리아에서 안티오코스 3세(10절), 셀레우코스 4세(18, 19절), 옥타비아누스(20절) 및 티베리우스(21-24절)까지	Seleucus I Nicator (v5) Syria to Antiochus III (v10) and Seleucus IV (v18, 19) down to Octavian (v20) and Tiberius (v21-24)
king_north1	북방의 왕	King of the North
king_south	프톨레마이오스 1세, 2세, 3세, 4세(11, 12절), 5세(15, 16절) - 기원전 31년 악티움 전투	Ptolemy I, II, III, IV (v11, 12), V (v15, 16) to the battle Actium 31 B.C.E.
king_south1	남쪽의 왕	King of the South
king_south2	1870년 대영 제국, 1914년 이후 영미 세계 강국	British empire 1870, Anglo-American World Power since 1914
king_south3	남쪽의 왕	King of the South
king_north2	독일과 빌헬름 1세 1871년(v28), 1914년(v29), 1935년(v30b), 1939년(v31a)	Germany with Emperor William I 1871 (v28), 1914 (v29), 1935 (v30b), 1939 (v31a)
king_north3	북쪽	North
king_north4	소제투니온 1945-1991 (다니엘 11:32-39, 40b, 41)	Sowjet Union 1945-1991 (Daniel 11:32-39, 40b, 41)
king_north5	2017년 이후 러시아 (5월 20일)	Russia since 2017 (w20 May)
time_of_end	그리스도의 임재, 사물의 제도의 종결(마 24:3), 마지막 날(딤후 3:1)	Presence of Christ, Conclusion of the system of things (Matt 24:3), the last days (2Ti 3:1)
time_of_end2	지난 날들	last days
suryavaman2	수르야바르만 2세 국왕이 앙코르와트를 건설하다(1113-1150)	King Suryavarman II builds Angkor Wat 1113-1150
notre-dame	노트르담 드 파리 건축(1163~1260)	Notre-Dame de Paris built 1163-1260
ming-dynasty	중국 제국의 명나라 1368-1644	Ming dynasty in imperial China 1368-1644
jehoiada	여호야다	Jehoiada
babel	바벨탑이 세워지다	tower of Babel built
Haggai	학개	Haggai
Zephaniah	스바 니야	Zephaniah
